class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.818791925907135,0.90625,0.8166666626930237,0.7534246444702148,0.8095238208770752,0,0,0.8190708756446838,0.5651142001152039
