class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.8053691387176514,0.90625,0.8166666626930237,0.7260273694992065,0.7936508059501648,0,0,0.8068459630012512,0.5778279304504395
