class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.8448275923728943,0.27272728085517883,0.5,0.23076923191547394,0.25,0.25,0,0,0.5426356792449951,5.070803165435791
