class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.7575757503509521,0.5,0.625,0.6000000238418579,0.800000011920929,0.2857142984867096,0,0,0.6515151262283325,2.1021578311920166
