class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.7575757503509521,0.625,0.375,0.4000000059604645,0.20000000298023224,0.4285714328289032,0,0,0.5909090638160706,1.2790831327438354
