class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.46875,0.7894737124443054,0.6521739363670349,0.9384615421295166,0.0,0.6379310488700867,0.8235294222831726,0.7017543911933899,0.2800000011920929,0.6481481194496155,0,0,0.6513317227363586,0.8631641864776611
