class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.78125,0.9298245906829834,0.43478259444236755,0.9538461565971375,0.6399999856948853,0.8620689511299133,0.8823529481887817,0.859649121761322,0.11999999731779099,0.8888888955116272,0,0,0.8014527559280396,0.49966251850128174
