class_0_acc,class_1_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,0,50,,,,,0.56971675157547,0.6660420894622803
,,0,50,,,0.5281668305397034,0.6905626058578491,,
,,1,101,,,,,0.686274528503418,0.5707945823669434
,,1,101,,,0.6713352203369141,0.6016222834587097,,
,,2,152,,,,,0.7145969271659851,0.5546725392341614
,,2,152,,,0.7130407691001892,0.5512871742248535,,
,,3,203,,,,,0.7113289833068848,0.5569236278533936
,,3,203,,,0.7345160245895386,0.5200284719467163,,
,,4,254,,,,,0.7145969271659851,0.549152672290802
,,4,254,,,0.7665733098983765,0.4875255823135376,,
,,5,305,,,,,0.7363834381103516,0.5583310127258301
,,5,305,,,0.7765328288078308,0.47678062319755554,,
,,6,356,,,,,0.6982570886611938,0.589483916759491
,,6,356,,,0.7818238139152527,0.457536906003952,,
,,7,407,,,,,0.7352941036224365,0.5702953934669495
,,7,407,,,0.7927170991897583,0.4503418207168579,,
,,8,458,,,,,0.7233115434646606,0.5937052369117737
,,8,458,,,0.8067227005958557,0.4210011959075928,,
,,9,509,,,,,0.7113289833068848,0.6038827896118164
,,9,509,,,0.7989417910575867,0.42585667967796326,,
,,10,560,,,,,0.7091503143310547,0.5956470370292664
,,10,560,,,0.8176159262657166,0.40341654419898987,,
,,11,611,,,,,0.7331154942512512,0.6604341864585876
,,11,611,,,0.8179271817207336,0.39031052589416504,,
,,12,662,,,,,0.7091503143310547,0.6515322923660278
,,12,662,,,0.829754114151001,0.3807719945907593,,
,,13,713,,,,,0.7342047691345215,0.6916154026985168
,,13,713,,,0.8437597155570984,0.3504180610179901,,
,,14,764,,,,,0.7156862616539001,0.7216325998306274
,,14,764,,,0.8558979034423828,0.33017387986183167,,
,,15,815,,,,,0.7472766637802124,0.686133623123169
,,15,815,,,0.8646125197410583,0.3198378086090088,,
,,16,866,,,,,0.7385621070861816,0.7378267645835876
,,16,866,,,0.8608776926994324,0.3157373070716858,,
,,17,917,,,,,0.7505446672439575,0.733361005783081
,,17,917,,,0.8674136400222778,0.30586761236190796,,
,,18,968,,,,,0.7265795469284058,0.7003275156021118
,,18,968,,,0.8761282563209534,0.2859000563621521,,
,,19,1019,,,,,0.741830050945282,0.8202584385871887
,,19,1019,,,0.8851540684700012,0.2717253863811493,,
,,20,1070,,,,,0.7004357576370239,0.9141976833343506
,,20,1070,,,0.8935574293136597,0.26536837220191956,,
,,21,1121,,,,,0.7254902124404907,0.7054523229598999
,,21,1121,,,0.8882664442062378,0.2581270635128021,,
,,22,1172,,,,,0.7396514415740967,0.7566215991973877
,,22,1172,,,0.8916900157928467,0.2552674114704132,,
,,23,1223,,,,,0.7407407164573669,0.7749077081680298
,,23,1223,,,0.9004046320915222,0.2380995750427246,,
,,24,1274,,,,,0.7189542651176453,0.897173285484314
,,24,1274,,,0.9122315645217896,0.21188263595104218,,
,,25,1325,,,,,0.7156862616539001,0.9855868816375732
,,25,1325,,,0.90725177526474,0.21874336898326874,,
,,26,1376,,,,,0.7124183177947998,0.9560996890068054
,,26,1376,,,0.9240584969520569,0.19991442561149597,,
,,27,1427,,,,,0.7124183177947998,0.9210619926452637
,,27,1427,,,0.9159663915634155,0.1962948888540268,,
,,28,1478,,,,,0.7233115434646606,1.0027326345443726
,,28,1478,,,0.9159663915634155,0.2032087743282318,,
,,29,1529,,,,,0.7222222089767456,0.8036237359046936
,,29,1529,,,0.9119203090667725,0.21736396849155426,,
,,30,1580,,,,,0.7331154942512512,0.9152320027351379
,,30,1580,,,0.926548421382904,0.18092866241931915,,
,,31,1631,,,,,0.7374727725982666,0.9580777287483215
,,31,1631,,,0.9172113537788391,0.19700032472610474,,
,,32,1682,,,,,0.7200435996055603,0.8622037172317505
,,32,1682,,,0.9253034591674805,0.18332329392433167,,
,,33,1733,,,,,0.7222222089767456,0.9786990880966187
,,33,1733,,,0.926237165927887,0.17740526795387268,,
,,34,1784,,,,,0.727668821811676,0.8428626656532288
,,34,1784,,,0.9268596172332764,0.1905137151479721,,
,,35,1835,,,,,0.7374727725982666,1.0073689222335815
,,35,1835,,,0.9287270307540894,0.1758229285478592,,
,,36,1886,,,,,0.7178649306297302,1.1777366399765015
,,36,1886,,,0.9293495416641235,0.16360683739185333,,
,,37,1937,,,,,0.7145969271659851,1.2522790431976318
,,37,1937,,,0.939620316028595,0.14271679520606995,,
,,38,1988,,,,,0.727668821811676,1.2908505201339722
,,38,1988,,,0.9349517822265625,0.1484341323375702,,
,,39,2039,,,,,0.7015250325202942,1.2946590185165405
,,39,2039,,,0.9389978051185608,0.14839673042297363,,
,,40,2090,,,,,0.7189542651176453,1.1102066040039062
,,40,2090,,,0.9361966848373413,0.15645380318164825,,
,,41,2141,,,,,0.7233115434646606,1.1327967643737793
,,41,2141,,,0.9393090605735779,0.15429969131946564,,
,,42,2192,,,,,0.7287581562995911,1.308827519416809
,,42,2192,,,0.9505135416984558,0.12075826525688171,,
,,43,2243,,,,,0.727668821811676,1.0782699584960938
,,43,2243,,,0.9430438876152039,0.13595110177993774,,
,,44,2294,,,,,0.7265795469284058,0.9740934371948242
,,44,2294,,,0.9361966848373413,0.17347416281700134,,
,,45,2345,,,,,0.7233115434646606,1.02279531955719
,,45,2345,,,0.9383753538131714,0.1539202183485031,,
,,46,2396,,,,,0.7320261597633362,1.1030511856079102
,,46,2396,,,0.9486461281776428,0.134730726480484,,
,,47,2447,,,,,0.7200435996055603,1.263267993927002
,,47,2447,,,0.9520696997642517,0.12248525023460388,,
,,48,2498,,,,,0.7189542651176453,1.2112756967544556
,,48,2498,,,0.9567382335662842,0.11492516845464706,,
,,49,2549,,,,,0.7309368252754211,1.2436679601669312
,,49,2549,,,0.9486461281776428,0.1274169236421585,,
,,50,2600,,,,,0.7363834381103516,1.1854712963104248
,,50,2600,,,0.9530034065246582,0.1193128377199173,,
,,51,2651,,,,,0.7363834381103516,1.2622020244598389
,,51,2651,,,0.9551820755004883,0.10828229039907455,,
,,52,2702,,,,,0.7222222089767456,1.213042974472046
,,52,2702,,,0.9498910903930664,0.12854790687561035,,
,,53,2753,,,,,0.7200435996055603,1.2839431762695312
,,53,2753,,,0.9539371132850647,0.11317143589258194,,
,,54,2804,,,,,0.7396514415740967,1.0902934074401855
,,54,2804,,,0.9442888498306274,0.14530430734157562,,
,,55,2855,,,,,0.7254902124404907,1.343679428100586
,,55,2855,,,0.9539371132850647,0.11654340475797653,,
,,56,2906,,,,,0.7037037014961243,1.076593041419983
,,56,2906,,,0.9542483687400818,0.11538036912679672,,
,,57,2957,,,,,0.7287581562995911,1.1907143592834473
,,57,2957,,,0.9489573836326599,0.12502849102020264,,
,,58,3008,,,,,0.7287581562995911,1.2294158935546875
,,58,3008,,,0.9551820755004883,0.11109858006238937,,
,,59,3059,,,,,0.7233115434646606,1.2919279336929321
,,59,3059,,,0.9629629850387573,0.1019032672047615,,
,,60,3110,,,,,0.7331154942512512,1.238008975982666
,,60,3110,,,0.9570494890213013,0.11269848048686981,,
,,61,3161,,,,,0.7233115434646606,1.0063382387161255
,,61,3161,,,0.9536259174346924,0.12450115382671356,,
,,62,3212,,,,,0.7156862616539001,1.3070459365844727
,,62,3212,,,0.9520696997642517,0.12124686688184738,,
,,63,3263,,,,,0.7331154942512512,1.0332409143447876
,,63,3263,,,0.939620316028595,0.15126489102840424,,
,,64,3314,,,,,0.7156862616539001,1.3635258674621582
,,64,3314,,,0.9502022862434387,0.12518759071826935,,
,,65,3365,,,,,0.7592592835426331,1.338546633720398
,,65,3365,,,0.9632741808891296,0.09563390165567398,,
,,66,3416,,,,,0.7200435996055603,1.6910755634307861
,,66,3416,,,0.9741674661636353,0.07197748124599457,,
,,67,3467,,,,,0.7233115434646606,1.5325217247009277
,,67,3467,,,0.9660753011703491,0.09257552772760391,,
,,68,3518,,,,,0.7254902124404907,1.4602055549621582
,,68,3518,,,0.9660753011703491,0.08713909983634949,,
,,69,3569,,,,,0.7156862616539001,1.5200226306915283
,,69,3569,,,0.9601618647575378,0.09343286603689194,,
,,70,3620,,,,,0.7440087199211121,1.270142674446106
,,70,3620,,,0.9561157822608948,0.09892365336418152,,
,,71,3671,,,,,0.741830050945282,1.5766806602478027
,,71,3671,,,0.9691876769065857,0.07719285041093826,,
,,72,3722,,,,,0.7374727725982666,1.3937335014343262
,,72,3722,,,0.9723000526428223,0.08150733262300491,,
,,73,3773,,,,,0.7298474907875061,1.3360072374343872
,,73,3773,,,0.9657641053199768,0.09012254327535629,,
,,74,3824,,,,,0.7189542651176453,1.3479268550872803
,,74,3824,,,0.9626517295837402,0.09894758462905884,,
