epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.2265625,,1.7908809185028076,,
0,1,,0.07777778059244156,,1.7914113998413086,,
0,1,,,,,0.10852713137865067,1.7931655645370483
0,1,0.1827242523431778,,1.7910184860229492,,,
1,2,,0.234375,,1.7882434129714966,,
1,3,,0.23333333432674408,,1.7884701490402222,,
1,3,,,,,0.10077519714832306,1.7939225435256958
1,3,0.2026578038930893,,1.788912057876587,,,
2,4,,0.26171875,,1.7850816249847412,,
2,5,,0.1666666716337204,,1.7880381345748901,,
2,5,,,,,0.10852713137865067,1.7945811748504639
2,5,0.21760797500610352,,1.7865771055221558,,,
3,6,,0.21875,,1.7859117984771729,,
3,7,,0.24444444477558136,,1.7834516763687134,,
3,7,,,,,0.06201550364494324,1.7964813709259033
3,7,0.23920266330242157,,1.7849098443984985,,,
4,8,,0.1953125,,1.7860733270645142,,
4,9,,0.23333333432674408,,1.78324556350708,,
4,9,,,,,0.06201550364494324,1.7980105876922607
4,9,0.21096345782279968,,1.7843488454818726,,,
5,10,,0.2421875,,1.7813928127288818,,
5,11,,0.24444444477558136,,1.782945156097412,,
5,11,,,,,0.06976744532585144,1.7993882894515991
5,11,0.26411959528923035,,1.781172513961792,,,
6,12,,0.2890625,,1.7750582695007324,,
6,13,,0.17777778208255768,,1.782700538635254,,
6,13,,,,,0.13178294897079468,1.8002285957336426
6,13,0.23754152655601501,,1.7791290283203125,,,
7,14,,0.2734375,,1.7769376039505005,,
7,15,,0.25555557012557983,,1.7743183374404907,,
7,15,,,,,0.1550387591123581,1.8010462522506714
7,15,0.24086378514766693,,1.7772202491760254,,,
8,16,,0.27734375,,1.7704111337661743,,
8,17,,0.2777777910232544,,1.7731659412384033,,
8,17,,,,,0.13953489065170288,1.8018789291381836
8,17,0.23754152655601501,,1.7751878499984741,,,
9,18,,0.20703125,,1.7759751081466675,,
9,19,,0.24444444477558136,,1.776304006576538,,
9,19,,,,,0.1627907007932663,1.803090214729309
9,19,0.23089700937271118,,1.7735260725021362,,,
10,20,,0.2421875,,1.769927978515625,,
10,21,,0.24444444477558136,,1.7654781341552734,,
10,21,,,,,0.1627907007932663,1.803998589515686
10,21,0.22757475078105927,,1.7696012258529663,,,
11,22,,0.2578125,,1.7680773735046387,,
11,23,,0.18888889253139496,,1.7640583515167236,,
11,23,,,,,0.1627907007932663,1.8049222230911255
11,23,0.23920266330242157,,1.768135905265808,,,
12,24,,0.2578125,,1.7673263549804688,,
12,25,,0.2888889014720917,,1.7645256519317627,,
12,25,,,,,0.1627907007932663,1.8059442043304443
12,25,0.2508305609226227,,1.766359806060791,,,
13,26,,0.1875,,1.7658793926239014,,
13,27,,0.18888889253139496,,1.7645330429077148,,
