epoch,step,train_acc_epoch,train_loss_epoch,val_acc,val_loss
0,2,,,0.1493212729692459,1.6310317516326904
0,2,0.18762089312076569,1.6117408275604248,,
1,5,,,0.21266968548297882,1.6213324069976807
1,5,0.21760155260562897,1.6046886444091797,,
2,8,,,0.1719457060098648,1.6170991659164429
2,8,0.21760155260562897,1.5983505249023438,,
3,11,,,0.20361991226673126,1.5989686250686646
3,11,0.22050289809703827,1.5921058654785156,,
4,14,,,0.2171945720911026,1.5747003555297852
4,14,0.26112186908721924,1.5767923593521118,,
5,17,,,0.2760181128978729,1.5494732856750488
5,17,0.27176016569137573,1.5472488403320312,,
6,20,,,0.3076923191547394,1.5298845767974854
6,20,0.3123791217803955,1.515683889389038,,
7,23,,,0.3212669789791107,1.5127240419387817
7,23,0.317214697599411,1.4970273971557617,,
8,26,,,0.3031674325466156,1.5052893161773682
8,26,0.3210831582546234,1.4809753894805908,,
9,29,,,0.2850678861141205,1.4692139625549316
9,29,0.3423597812652588,1.459943175315857,,
10,32,,,0.28959277272224426,1.458909273147583
10,32,0.3394584059715271,1.4448857307434082,,
11,35,,,0.3031674325466156,1.4156709909439087
11,35,0.3423597812652588,1.4216724634170532,,
12,38,,,0.3257918655872345,1.3994648456573486
12,38,0.3646034896373749,1.4035652875900269,,
13,41,,,0.3076923191547394,1.387229084968567
13,41,0.3462282419204712,1.3909906148910522,,
14,44,,,0.3303167521953583,1.3821452856063843
14,44,0.3568665385246277,1.3756282329559326,,
15,47,,,0.28959277272224426,1.353725552558899
15,47,0.359767884016037,1.3650227785110474,,
16,50,,,0.3484162986278534,1.3572473526000977
16,50,0.3588007688522339,1.370706558227539,,
17,53,,,0.38009050488471985,1.3356237411499023
17,53,0.38104447722435,1.3422887325286865,,
18,56,,,0.33484163880348206,1.3322367668151855
18,56,0.39941972494125366,1.3394240140914917,,
19,59,,,0.3710407316684723,1.3157743215560913
19,59,0.39845260977745056,1.3402438163757324,,
20,62,,,0.38461539149284363,1.368855595588684
20,62,0.40328821539878845,1.3221579790115356,,
21,65,,,0.3438914120197296,1.3119255304336548
21,65,0.41392651200294495,1.341529369354248,,
22,68,,,0.3665158450603485,1.3365285396575928
22,68,0.40812379121780396,1.294621229171753,,
23,71,,,0.3484162986278534,1.2843873500823975
23,71,0.38781431317329407,1.3115503787994385,,
24,74,,,0.35746607184410095,1.2952433824539185
24,74,0.40328821539878845,1.2889591455459595,,
25,77,,,0.40271493792533875,1.2730618715286255
25,77,0.40135395526885986,1.2709176540374756,,
26,80,,,0.36199095845222473,1.2553341388702393
26,80,0.41102513670921326,1.2464182376861572,,
27,83,,,0.4524886906147003,1.249545693397522
27,83,0.44680851697921753,1.2366265058517456,,
28,86,,,0.4117647111415863,1.2536883354187012
28,86,0.44970986247062683,1.2431635856628418,,
29,89,,,0.4072398245334625,1.253580927848816
29,89,0.44197291135787964,1.2327077388763428,,
30,92,,,0.37556561827659607,1.2352113723754883
30,92,0.40232107043266296,1.259422779083252,,
31,95,,,0.40271493792533875,1.2454148530960083
31,95,0.40715667605400085,1.2292944192886353,,
32,98,,,0.44343891739845276,1.2213101387023926
32,98,0.44487428665161133,1.2314623594284058,,
33,101,,,0.4570135772228241,1.2178233861923218
33,101,0.42746615409851074,1.2334154844284058,,
34,104,,,0.40271493792533875,1.2389568090438843
34,104,0.44680851697921753,1.1958409547805786,,
35,107,,,0.4117647111415863,1.2131847143173218
35,107,0.43326884508132935,1.1953110694885254,,
36,110,,,0.4343891441822052,1.1703702211380005
36,110,0.4545454680919647,1.1856149435043335,,
37,113,,,0.3710407316684723,1.228977918624878
37,113,0.45357832312583923,1.1578342914581299,,
38,116,,,0.4072398245334625,1.2186113595962524
38,116,0.45261120796203613,1.1897839307785034,,
39,119,,,0.4298642575740814,1.218139410018921
39,119,0.4632495045661926,1.1801143884658813,,
40,122,,,0.47058823704719543,1.1818079948425293
40,122,0.43617022037506104,1.238162875175476,,
41,125,,,0.33484163880348206,1.2660861015319824
41,125,0.4700193405151367,1.1730587482452393,,
42,128,,,0.4524886906147003,1.2025004625320435
42,128,0.44487428665161133,1.1856701374053955,,
43,131,,,0.47058823704719543,1.1562179327011108
43,131,0.4632495045661926,1.159041404724121,,
44,134,,,0.4615384638309479,1.1519269943237305
44,134,0.4680851101875305,1.1523590087890625,,
45,137,,,0.4841628968715668,1.1331157684326172
45,137,0.4767891764640808,1.1096857786178589,,
46,140,,,0.44343891739845276,1.1296346187591553
46,140,0.4825918674468994,1.0995070934295654,,
47,143,,,0.42081448435783386,1.1218775510787964
47,143,0.4903288185596466,1.0986465215682983,,
48,146,,,0.42081448435783386,1.1865814924240112
48,146,0.4922630488872528,1.0990703105926514,,
49,149,,,0.479638010263443,1.1205480098724365
49,149,0.4777562916278839,1.1098488569259644,,
50,152,,,0.4841628968715668,1.13715398311615
50,152,0.5038684606552124,1.096435785293579,,
51,155,,,0.4841628968715668,1.1028647422790527
51,155,0.5009671449661255,1.0907080173492432,,
52,158,,,0.48868778347969055,1.1630903482437134
52,158,0.511605441570282,1.0639797449111938,,
53,161,,,0.4162895977497101,1.1628987789154053
53,161,0.5145067572593689,1.0835775136947632,,
54,164,,,0.47058823704719543,1.1558812856674194
54,164,0.4439071714878082,1.1575016975402832,,
55,167,,,0.44343891739845276,1.2369260787963867
55,167,0.4903288185596466,1.1374393701553345,,
56,170,,,0.4615384638309479,1.2342314720153809
56,170,0.4864603579044342,1.167339563369751,,
57,173,,,0.4524886906147003,1.149132490158081
57,173,0.4845260977745056,1.124787449836731,,
58,176,,,0.4343891441822052,1.128873348236084
58,176,0.4961315393447876,1.102742314338684,,
59,179,,,0.5158371329307556,1.128127932548523
59,179,0.4845260977745056,1.1043150424957275,,
60,182,,,0.529411792755127,1.0817543268203735
60,182,0.4932301640510559,1.0785517692565918,,
61,185,,,0.46606335043907166,1.1053129434585571
61,185,0.509671151638031,1.0587786436080933,,
62,188,,,0.4841628968715668,1.105757713317871
62,188,0.4912959337234497,1.0592750310897827,,
63,191,,,0.5022624731063843,1.109075903892517
63,191,0.5087040662765503,1.0635616779327393,,
64,194,,,0.47058823704719543,1.1036754846572876
64,194,0.5319148898124695,1.0472743511199951,,
65,197,,,0.5022624731063843,1.074933648109436
65,197,0.5435203313827515,1.0389137268066406,,
66,200,,,0.4615384638309479,1.0952391624450684
66,200,0.5454545617103577,1.0243021249771118,,
67,203,,,0.4615384638309479,1.0998564958572388
67,203,0.4980657696723938,1.081935167312622,,
68,206,,,0.40271493792533875,1.1905430555343628
68,206,0.5309478044509888,1.0241479873657227,,
69,209,,,0.44343891739845276,1.142822504043579
69,209,0.4806576371192932,1.1013423204421997,,
70,212,,,0.5158371329307556,1.0891066789627075
70,212,0.5058026909828186,1.0631108283996582,,
71,215,,,0.5067873597145081,1.1241881847381592
71,215,0.5154739022254944,1.0448452234268188,,
72,218,,,0.5248869061470032,1.0869247913360596
72,218,0.4980657696723938,1.0717978477478027,,
73,221,,,0.529411792755127,1.0729904174804688
73,221,0.532882034778595,1.0383447408676147,,
74,224,,,0.48868778347969055,1.0993074178695679
74,224,0.5338491201400757,1.016021728515625,,
75,227,,,0.4977375566959381,1.0843173265457153
75,227,0.5280464291572571,1.0292428731918335,,
76,230,,,0.5067873597145081,1.0715121030807495
76,230,0.542553186416626,0.9928399920463562,,
77,233,,,0.4841628968715668,1.0441235303878784
77,233,0.5270792841911316,1.0301114320755005,,
78,236,,,0.4343891441822052,1.1074204444885254
78,236,0.5183752179145813,1.0224344730377197,,
79,239,,,0.438914030790329,1.103110432624817
79,239,0.4874274730682373,1.061842679977417,,
80,242,,,0.5339366793632507,1.0662071704864502
80,242,0.5309478044509888,1.0229495763778687,,
81,245,,,0.5158371329307556,1.13713538646698
81,245,0.542553186416626,0.9876177310943604,,
82,248,,,0.4615384638309479,1.1045970916748047
82,248,0.5348162651062012,1.0189943313598633,,
83,251,,,0.5022624731063843,1.087465763092041
83,251,0.5145067572593689,1.0268218517303467,,
84,254,,,0.49321267008781433,1.077380895614624
84,254,0.5087040662765503,1.013081431388855,,
85,257,,,0.4841628968715668,1.0699381828308105
85,257,0.5309478044509888,1.0161508321762085,,
86,260,,,0.5475113391876221,1.024044394493103
86,260,0.5444874167442322,1.0140670537948608,,
87,263,,,0.5067873597145081,1.0507158041000366
87,263,0.5580270886421204,0.9950168132781982,,
88,266,,,0.49321267008781433,1.0978904962539673
88,266,0.5309478044509888,0.9987188577651978,,
89,269,,,0.438914030790329,1.1391969919204712
89,269,0.5357833504676819,1.003114104270935,,
90,272,,,0.46606335043907166,1.0916846990585327
90,272,0.5125725269317627,1.0094033479690552,,
91,275,,,0.5022624731063843,1.0966730117797852
91,275,0.5125725269317627,1.0211466550827026,,
92,278,,,0.5475113391876221,1.0848896503448486
92,278,0.5493230223655701,0.9937304854393005,,
93,281,,,0.5158371329307556,1.0556172132492065
93,281,0.542553186416626,1.0047816038131714,,
94,284,,,0.5429864525794983,1.068353295326233
94,284,0.5435203313827515,0.9978923201560974,,
95,287,,,0.49321267008781433,1.0568974018096924
95,287,0.5667311549186707,0.9904313087463379,,
96,290,,,0.5203620195388794,1.0358701944351196
96,290,0.5502901077270508,0.9825416207313538,,
97,293,,,0.47058823704719543,1.051661729812622
97,293,0.542553186416626,0.9875025153160095,,
98,296,,,0.4298642575740814,1.1157865524291992
98,296,0.5454545617103577,0.9816884994506836,,
99,299,,,0.44796380400657654,1.0453332662582397
99,299,0.5396518111228943,1.0060462951660156,,
100,302,,,0.5248869061470032,1.031647801399231
100,302,0.5444874167442322,0.9792328476905823,,
101,305,,,0.529411792755127,1.0568804740905762
101,305,0.5551257133483887,0.9668386578559875,,
102,308,,,0.529411792755127,1.081308126449585
102,308,0.5560928583145142,0.9971880316734314,,
103,311,,,0.438914030790329,1.1745542287826538
103,311,0.5909090638160706,0.9580968022346497,,
104,314,,,0.4751131236553192,1.1186655759811401
104,314,0.5077369213104248,1.0382205247879028,,
105,317,,,0.5022624731063843,1.0721179246902466
105,317,0.5309478044509888,1.0332081317901611,,
106,320,,,0.479638010263443,1.0843497514724731
106,320,0.5493230223655701,0.9961675405502319,,
107,323,,,0.5429864525794983,1.0317734479904175
107,323,0.5522243976593018,1.000844120979309,,
108,326,,,0.5248869061470032,1.0496671199798584
108,326,0.5599613189697266,0.9776334762573242,,
109,329,,,0.4977375566959381,1.0732077360153198
109,329,0.5464216470718384,0.9948590993881226,,
110,332,,,0.5022624731063843,1.1232967376708984
110,332,0.5454545617103577,0.9769164323806763,,
111,335,,,0.4977375566959381,1.0490056276321411
111,335,0.5396518111228943,0.9984098076820374,,
112,338,,,0.5610859990119934,1.058160424232483
112,338,0.554158627986908,0.980567455291748,,
113,341,,,0.5203620195388794,1.053915023803711
113,341,0.5705996155738831,0.967402994632721,,
114,344,,,0.570135772228241,1.0321800708770752
114,344,0.5647969245910645,0.9618030190467834,,
115,347,,,0.5067873597145081,1.045532464981079
115,347,0.5909090638160706,0.9362141489982605,,
116,350,,,0.529411792755127,1.0436519384384155
116,350,0.5812379121780396,0.9288734793663025,,
117,353,,,0.5791855454444885,1.0377635955810547
117,353,0.5647969245910645,0.9406854510307312,,
118,356,,,0.5791855454444885,1.0120528936386108
118,356,0.5870406031608582,0.9493375420570374,,
119,359,,,0.5339366793632507,1.0697624683380127
119,359,0.5560928583145142,0.9623191356658936,,
120,362,,,0.5520362257957458,1.0543595552444458
120,362,0.563829779624939,0.973363995552063,,
121,365,,,0.5927602052688599,1.0666327476501465
121,365,0.5880077481269836,0.9408338069915771,,
122,368,,,0.5565611124038696,1.0595123767852783
122,368,0.5793036818504333,0.9511052370071411,,
123,371,,,0.5656108856201172,0.9964210391044617
123,371,0.5735009908676147,0.9358101487159729,,
124,374,,,0.5203620195388794,1.0215017795562744
124,374,0.5831721425056458,0.9290065765380859,,
125,377,,,0.5520362257957458,1.028603434562683
125,377,0.5744680762290955,0.9249983429908752,,
126,380,,,0.5248869061470032,1.0424768924713135
126,380,0.5522243976593018,0.9677252769470215,,
127,381,,,0.529411792755127,1.0424342155456543
127,380,0.63671875,0.9112030267715454,,
