class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.28070175647735596,0.6851851940155029,0.699999988079071,0.5813953280448914,0.6739130616188049,0.45652174949645996,0,0,0.5524475574493408,1.0963776111602783
