epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.14453125,,1.7911866903305054,,
0,1,,0.10000000149011612,,1.7901145219802856,,
0,1,,,,,0.10077519714832306,1.7937713861465454
0,1,0.13953489065170288,,1.790989875793457,,,
1,2,,0.15234375,,1.7886157035827637,,
1,3,,0.2222222238779068,,1.787985920906067,,
1,3,,,,,0.10077519714832306,1.7936805486679077
1,3,0.1544850468635559,,1.7889907360076904,,,
2,4,,0.19140625,,1.7873698472976685,,
2,5,,0.25555557012557983,,1.7835538387298584,,
2,5,,,,,0.12403100728988647,1.7938177585601807
2,5,0.19933554530143738,,1.786964774131775,,,
3,6,,0.19140625,,1.786028504371643,,
3,7,,0.21111111342906952,,1.7873581647872925,,
3,7,,,,,0.12403100728988647,1.7937898635864258
3,7,0.19269102811813354,,1.7857798337936401,,,
4,8,,0.265625,,1.7820967435836792,,
4,9,,0.18888889253139496,,1.7848514318466187,,
4,9,,,,,0.12403100728988647,1.7933526039123535
4,9,0.21262457966804504,,1.7835413217544556,,,
5,10,,0.22265625,,1.7820794582366943,,
5,11,,0.1666666716337204,,1.7818412780761719,,
5,11,,,,,0.11627907305955887,1.7928932905197144
5,11,0.21926909685134888,,1.7818186283111572,,,
6,12,,0.19921875,,1.7805429697036743,,
6,13,,0.24444444477558136,,1.7763609886169434,,
6,13,,,,,0.12403100728988647,1.7925320863723755
6,13,0.20431894063949585,,1.7800747156143188,,,
7,14,,0.1953125,,1.7799639701843262,,
7,15,,0.21111111342906952,,1.7797410488128662,,
7,15,,,,,0.1472868174314499,1.7921630144119263
7,15,0.20431894063949585,,1.7776790857315063,,,
8,16,,0.2421875,,1.7740931510925293,,
8,17,,0.12222222238779068,,1.7780959606170654,,
8,17,,,,,0.1472868174314499,1.7917603254318237
8,17,0.2142857164144516,,1.7751909494400024,,,
9,18,,0.26171875,,1.7715613842010498,,
9,19,,0.2222222238779068,,1.7745189666748047,,
9,19,,,,,0.1472868174314499,1.7914561033248901
9,19,0.22923588752746582,,1.7728893756866455,,,
10,20,,0.2265625,,1.770231008529663,,
10,21,,0.20000000298023224,,1.7789101600646973,,
10,21,,,,,0.13953489065170288,1.7908787727355957
10,21,0.2342192679643631,,1.7705795764923096,,,
11,22,,0.21875,,1.7678000926971436,,
11,23,,0.2666666805744171,,1.7606464624404907,,
11,23,,,,,0.1705426424741745,1.7905302047729492
11,23,0.21760797500610352,,1.767911672592163,,,
12,24,,0.2421875,,1.76114022731781,,
12,25,,0.17777778208255768,,1.7722280025482178,,
12,25,,,,,0.1627907007932663,1.7900924682617188
12,25,0.2142857164144516,,1.7644065618515015,,,
13,26,,0.203125,,1.767454981803894,,
13,27,,0.2666666805744171,,1.7608771324157715,,
13,27,,,,,0.1472868174314499,1.789350152015686
13,27,0.2259136140346527,,1.7634143829345703,,,
14,28,,0.2421875,,1.7589830160140991,,
14,29,,0.25555557012557983,,1.7485994100570679,,
14,29,,,,,0.1472868174314499,1.7890889644622803
14,29,0.2342192679643631,,1.7586272954940796,,,
15,30,,0.25,,1.7540615797042847,,
15,31,,0.31111112236976624,,1.7522304058074951,,
15,31,,,,,0.1472868174314499,1.788646936416626
15,31,0.2541528344154358,,1.753549337387085,,,
16,32,,0.234375,,1.7495274543762207,,
16,33,,0.2777777910232544,,1.7467405796051025,,
16,33,,,,,0.1472868174314499,1.7883774042129517
16,33,0.2142857164144516,,1.751821517944336,,,
17,34,,0.19921875,,1.754607915878296,,
17,35,,0.20000000298023224,,1.7594616413116455,,
17,35,,,,,0.1472868174314499,1.788279414176941
17,35,0.2342192679643631,,1.7482800483703613,,,
18,36,,0.24609375,,1.7408995628356934,,
18,37,,0.12222222238779068,,1.7650967836380005,,
18,37,,,,,0.1627907007932663,1.7880722284317017
18,37,0.22093023359775543,,1.7439346313476562,,,
19,38,,0.1953125,,1.7491416931152344,,
19,39,,0.31111112236976624,,1.7152822017669678,,
19,39,,,,,0.1627907007932663,1.788068413734436
19,39,0.22425249218940735,,1.7361629009246826,,,
20,40,,0.234375,,1.734093427658081,,
20,41,,0.2222222238779068,,1.7337865829467773,,
20,41,,,,,0.1627907007932663,1.7880985736846924
20,41,0.22425249218940735,,1.7362042665481567,,,
21,42,,0.2109375,,1.7295517921447754,,
21,43,,0.18888889253139496,,1.7234866619110107,,
21,43,,,,,0.1627907007932663,1.7880313396453857
