class_0_acc,class_10_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.3913043439388275,0.0,0.0,0.0,0.0,0.0,0.10526315867900848,1.0,0.0,0.0,0.9285714030265808,0,0,0.18543046712875366,1.93965744972229
