class_0_acc,class_1_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,0,25,,,,,0.49673202633857727,0.7009670734405518
,,0,25,,,0.5094926953315735,0.6947286128997803,,
,,1,51,,,,,0.49673202633857727,0.6932529807090759
,,1,51,,,0.5079365372657776,0.6985479593276978,,
,,2,77,,,,,0.6633986830711365,0.6186833381652832
,,2,77,,,0.5950824618339539,0.6698145866394043,,
,,3,103,,,,,0.6819171905517578,0.597800612449646
,,3,103,,,0.6931216716766357,0.590628981590271,,
,,4,129,,,,,0.7037037014961243,0.5616401433944702
,,4,129,,,0.7310924530029297,0.5426090955734253,,
,,5,155,,,,,0.7069717049598694,0.5509534478187561
,,5,155,,,0.74478679895401,0.5174315571784973,,
,,6,181,,,,,0.7058823704719543,0.5566039681434631
,,6,181,,,0.76563960313797,0.49314239621162415,,
,,7,207,,,,,0.7200435996055603,0.5586161017417908
,,7,207,,,0.7731092572212219,0.4791252613067627,,
,,8,233,,,,,0.7102396488189697,0.5576318502426147
,,8,233,,,0.7768440842628479,0.46859949827194214,,
,,9,259,,,,,0.7200435996055603,0.563234269618988
,,9,259,,,0.7836912274360657,0.454632967710495,,
,,10,285,,,,,0.7342047691345215,0.5653704404830933
,,10,285,,,0.7927170991897583,0.445979505777359,,
,,11,311,,,,,0.7244008779525757,0.5577977895736694
,,11,311,,,0.7952069640159607,0.4441063404083252,,
,,12,337,,,,,0.7309368252754211,0.5666443109512329
,,12,337,,,0.807033896446228,0.4274125099182129,,
,,13,363,,,,,0.7505446672439575,0.5436094403266907
,,13,363,,,0.8085901141166687,0.4212965667247772,,
,,14,389,,,,,0.7407407164573669,0.5604585409164429
,,14,389,,,0.8113912343978882,0.41151779890060425,,
,,15,415,,,,,0.742919385433197,0.5975780487060547
,,15,415,,,0.8188608884811401,0.393899142742157,,
,,16,441,,,,,0.7505446672439575,0.5546225309371948
,,16,441,,,0.8266417384147644,0.3916386365890503,,
,,17,467,,,,,0.7549019455909729,0.5807819962501526
,,17,467,,,0.8390911817550659,0.37598028779029846,,
,,18,493,,,,,0.7592592835426331,0.5847711563110352
,,18,493,,,0.8366013169288635,0.3672531545162201,,
,,19,519,,,,,0.7516340017318726,0.6007701754570007
,,19,519,,,0.8418923020362854,0.3499847948551178,,
,,20,545,,,,,0.7527233362197876,0.5968939661979675
,,20,545,,,0.843137264251709,0.3519827723503113,,
,,21,571,,,,,0.7494553327560425,0.5937246084213257
,,21,571,,,0.862122654914856,0.32414770126342773,,
,,22,597,,,,,0.7679738402366638,0.6079543828964233
,,22,597,,,0.8633675575256348,0.32013800740242004,,
,,23,623,,,,,0.7527233362197876,0.599479615688324
,,23,623,,,0.8717709183692932,0.3111668825149536,,
,,24,649,,,,,0.7559912800788879,0.6123025417327881
,,24,649,,,0.8720821738243103,0.2986830770969391,,
