class_0_acc,class_1_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,0,50,,,,,0.6165577173233032,0.626458466053009
,,0,50,,,0.5399937629699707,0.6820738911628723,,
,,1,101,,,,,0.6906318068504333,0.5745953917503357
,,1,101,,,0.669156551361084,0.6025329232215881,,
,,2,152,,,,,0.5272331237792969,0.7315409779548645
,,2,152,,,0.6638655662536621,0.8213413953781128,,
,,3,203,,,,,0.7102396488189697,0.5601598620414734
,,3,203,,,0.7058823704719543,0.5975837111473083,,
,,4,254,,,,,0.7505446672439575,0.5159643292427063
,,4,254,,,0.7394958138465881,0.5174923539161682,,
,,5,305,,,,,0.7505446672439575,0.5200682282447815
,,5,305,,,0.7634609341621399,0.49153250455856323,,
,,6,356,,,,,0.7494553327560425,0.49659860134124756
,,6,356,,,0.7734204530715942,0.46880748867988586,,
,,7,407,,,,,0.7592592835426331,0.5055873990058899
,,7,407,,,0.7818238139152527,0.4514046907424927,,
,,8,458,,,,,0.7592592835426331,0.48519545793533325
,,8,458,,,0.803299069404602,0.42193731665611267,,
,,9,509,,,,,0.7701525092124939,0.4744461178779602
,,9,509,,,0.8113912343978882,0.4073934257030487,,
,,10,560,,,,,0.7559912800788879,0.534229576587677
,,10,560,,,0.8238406181335449,0.3812543749809265,,
,,11,611,,,,,0.772331178188324,0.48173266649246216
,,11,611,,,0.8257080316543579,0.38187354803085327,,
,,12,662,,,,,0.7897603511810303,0.4782177209854126
,,12,662,,,0.8269529938697815,0.4013340473175049,,
,,13,713,,,,,0.7505446672439575,0.5516458749771118
,,13,713,,,0.8272642493247986,0.4073669910430908,,
,,14,764,,,,,0.7832244038581848,0.4774198532104492
,,14,764,,,0.8232181668281555,0.48428675532341003,,
,,15,815,,,,,0.7952069640159607,0.46862903237342834
,,15,815,,,0.8549641966819763,0.3292757570743561,,
,,16,866,,,,,0.7875816822052002,0.489454984664917
,,16,866,,,0.8549641966819763,0.3248870372772217,,
,,17,917,,,,,0.7777777910232544,0.5341991186141968
,,17,917,,,0.8730158805847168,0.29170191287994385,,
,,18,968,,,,,0.7875816822052002,0.5326292514801025
,,18,968,,,0.8727046251296997,0.297269344329834,,
,,19,1019,,,,,0.7788671255111694,0.501488447189331
,,19,1019,,,0.8714597225189209,0.2945651113986969,,
,,20,1070,,,,,0.7701525092124939,0.5487887263298035
,,20,1070,,,0.8801742792129517,0.27798283100128174,,
,,21,1121,,,,,0.7962962985038757,0.500943124294281
,,21,1121,,,0.8863990306854248,0.2630883753299713,,
,,22,1172,,,,,0.7854030728340149,0.5725603103637695
,,22,1172,,,0.8907563090324402,0.2595999538898468,,
,,23,1223,,,,,0.7886710166931152,0.5167019963264465
,,23,1223,,,0.8951135873794556,0.25320225954055786,,
,,24,1274,,,,,0.7854030728340149,0.5736903548240662
,,24,1274,,,0.9004046320915222,0.2336992621421814,,
,,25,1325,,,,,0.7941176295280457,0.5350766181945801
,,25,1325,,,0.8988484144210815,0.2412167489528656,,
,,26,1376,,,,,0.586056649684906,nan
,,26,1376,,,0.6380329728126526,nan,,
,,27,1427,,,,,0.5795207023620605,nan
,,27,1427,,,0.5991285443305969,nan,,
,,28,1478,,,,,0.5751634240150452,nan
,,28,1478,,,0.6022409200668335,nan,,
,,29,1529,,,,,0.5762526988983154,nan
,,29,1529,,,0.5966386795043945,nan,,
,,30,1580,,,,,0.5784313678741455,nan
,,30,1580,,,0.60317462682724,nan,,
,,31,1631,,,,,0.5816993713378906,nan
,,31,1631,,,0.6003735065460205,nan,,
,,32,1632,,,,,0.5806100368499756,nan
,,32,1631,,,0.78125,nan,,
0.850220263004303,0.7586206793785095,33,1632,0.8039215803146362,0.5233914852142334,,,,
