class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.7241379022598267,0.40909090638160706,0.6666666865348816,0.5384615659713745,0.3333333432674408,0.25,0,0,0.565891444683075,3.682934522628784
