class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.9090909361839294,0.375,0.75,0.4000000059604645,0.20000000298023224,0.5714285969734192,0,0,0.6969696879386902,2.784640312194824
