epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.16796875,,1.7915570735931396,,
0,1,,0.3333333432674408,,1.791588544845581,,
0,1,,,,,0.4806201457977295,1.7698643207550049
0,1,0.18438538908958435,,1.7917625904083252,,,
1,2,,0.36328125,,1.7875871658325195,,
1,3,,0.3444444537162781,,1.7889575958251953,,
1,3,,,,,0.4806201457977295,1.7544891834259033
1,3,0.3720930218696594,,1.7870697975158691,,,
2,4,,0.359375,,1.784423828125,,
2,5,,0.3888888955116272,,1.7697265148162842,,
2,5,,,,,0.4806201457977295,1.7331562042236328
2,5,0.3720930218696594,,1.782650113105774,,,
3,6,,0.35546875,,1.7802618741989136,,
3,7,,0.41111111640930176,,1.7652493715286255,,
3,7,,,,,0.4806201457977295,1.6985677480697632
3,7,0.3720930218696594,,1.774726152420044,,,
4,8,,0.39453125,,1.7687209844589233,,
4,9,,0.3888888955116272,,1.764257788658142,,
4,9,,,,,0.4806201457977295,1.646385908126831
4,9,0.3720930218696594,,1.7708714008331299,,,
5,10,,0.34765625,,1.7784149646759033,,
5,11,,0.3777777850627899,,1.7377394437789917,,
5,11,,,,,0.4806201457977295,1.5785716772079468
5,11,0.3720930218696594,,1.7596796751022339,,,
6,12,,0.37109375,,1.749001145362854,,
6,13,,0.3222222328186035,,1.7714132070541382,,
6,13,,,,,0.4806201457977295,1.517680287361145
6,13,0.3720930218696594,,1.7522296905517578,,,
7,14,,0.3515625,,1.759669542312622,,
7,15,,0.42222222685813904,,1.7202526330947876,,
7,15,,,,,0.4806201457977295,1.495707631111145
7,15,0.3720930218696594,,1.745891809463501,,,
8,16,,0.37109375,,1.7330436706542969,,
8,17,,0.30000001192092896,,1.7607102394104004,,
8,17,,,,,0.4806201457977295,1.5127842426300049
8,17,0.3720930218696594,,1.7367973327636719,,,
9,18,,0.41015625,,1.7078661918640137,,
9,19,,0.2666666805744171,,1.7976011037826538,,
9,19,,,,,0.4806201457977295,1.5387635231018066
9,19,0.3720930218696594,,1.7279938459396362,,,
10,20,,0.328125,,1.7476900815963745,,
10,21,,0.47777777910232544,,1.6721137762069702,,
10,21,,,,,0.4806201457977295,1.5422495603561401
10,21,0.3737541437149048,,1.714156985282898,,,
11,22,,0.38671875,,1.6972644329071045,,
11,23,,0.35555556416511536,,1.7066980600357056,,
11,23,,,,,0.4806201457977295,1.533290147781372
11,23,0.3720930218696594,,1.703075885772705,,,
12,24,,0.375,,1.6862375736236572,,
12,25,,0.3444444537162781,,1.6875944137573242,,
12,25,,,,,0.4806201457977295,1.5368974208831787
12,25,0.3770764172077179,,1.683457374572754,,,
13,26,,0.44140625,,1.6571717262268066,,
13,27,,0.3333333432674408,,1.682476282119751,,
13,27,,,,,0.4806201457977295,1.5290735960006714
13,27,0.3853820562362671,,1.6683882474899292,,,
14,28,,0.390625,,1.626460075378418,,
14,29,,0.3333333432674408,,1.6174153089523315,,
14,29,,,,,0.5038759708404541,1.500083327293396
14,29,0.38372093439102173,,1.6425153017044067,,,
15,30,,0.390625,,1.6283403635025024,,
15,31,,0.35555556416511536,,1.6110293865203857,,
15,31,,,,,0.43410852551460266,1.5413846969604492
15,31,0.3887043297290802,,1.6201163530349731,,,
16,32,,0.41796875,,1.5837745666503906,,
16,33,,0.4555555582046509,,1.5029771327972412,,
16,33,,,,,0.43410852551460266,1.5573219060897827
16,33,0.4086378812789917,,1.5910112857818604,,,
17,34,,0.4375,,1.549660563468933,,
17,35,,0.4333333373069763,,1.5242960453033447,,
17,35,,,,,0.41085270047187805,1.7380257844924927
17,35,0.43521595001220703,,1.5567294359207153,,,
18,36,,0.375,,1.6042147874832153,,
18,37,,0.5222222208976746,,1.4514325857162476,,
18,37,,,,,0.44186046719551086,1.71662175655365
18,37,0.4318936765193939,,1.5380454063415527,,,
19,38,,0.44921875,,1.4579604864120483,,
19,39,,0.3888888955116272,,1.5451338291168213,,
19,39,,,,,0.4883720874786377,1.4506930112838745
19,39,0.43023255467414856,,1.4911028146743774,,,
20,40,,0.4296875,,1.4418013095855713,,
20,41,,0.4888888895511627,,1.3746267557144165,,
20,41,,,,,0.4651162922382355,1.5451244115829468
20,41,0.44684386253356934,,1.4326180219650269,,,
21,42,,0.47265625,,1.4150124788284302,,
21,43,,0.5333333611488342,,1.3646377325057983,,
21,43,,,,,0.22480620443820953,2.0604805946350098
21,43,0.4651162922382355,,1.4359451532363892,,,
22,44,,0.46484375,,1.4132165908813477,,
22,45,,0.4888888895511627,,1.287906527519226,,
22,45,,,,,0.3255814015865326,2.3848910331726074
22,45,0.45847177505493164,,1.4020341634750366,,,
23,46,,0.4375,,1.3698207139968872,,
23,47,,0.47777777910232544,,1.3757286071777344,,
23,47,,,,,0.4961240291595459,1.3767359256744385
23,47,0.4684385359287262,,1.3513646125793457,,,
24,48,,0.51171875,,1.2929335832595825,,
24,49,,0.46666666865348816,,1.2903172969818115,,
24,49,,,,,0.42635658383369446,1.4695401191711426
24,49,0.4966777265071869,,1.3032628297805786,,,
25,50,,0.50390625,,1.257146954536438,,
25,51,,0.5777778029441833,,1.2093793153762817,,
25,51,,,,,0.26356589794158936,1.5498661994934082
25,51,0.5099667906761169,,1.255297303199768,,,
26,52,,0.4921875,,1.248814582824707,,
26,53,,0.6222222447395325,,1.08075749874115,,
