class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,,,0,2,,,,,0.17253521084785461,1.792477011680603
,,,,,,0,2,,,0.172310009598732,1.790778636932373,,
,,,,,,1,5,,,,,0.1690140813589096,1.7957299947738647
,,,,,,1,5,,,0.17080511152744293,1.7876530885696411,,
,,,,,,2,8,,,,,0.13732394576072693,1.804964303970337
,,,,,,2,8,,,0.17607223987579346,1.7863246202468872,,
,,,,,,3,11,,,,,0.14084507524967194,1.8106740713119507
,,,,,,3,11,,,0.19262602925300598,1.7841699123382568,,
,,,,,,4,14,,,,,0.13028168678283691,1.8134214878082275
,,,,,,4,14,,,0.17607223987579346,1.7805085182189941,,
,,,,,,5,17,,,,,0.13028168678283691,1.81167471408844
,,,,,,5,17,,,0.19714070856571198,1.7752741575241089,,
,,,,,,6,20,,,,,0.14084507524967194,1.8288127183914185
,,,,,,6,20,,,0.18735891580581665,1.765234112739563,,
,,,,,,7,23,,,,,0.14084507524967194,1.876065969467163
,,,,,,7,23,,,0.19714070856571198,1.758819580078125,,
,,,,,,8,26,,,,,0.13732394576072693,1.9116520881652832
,,,,,,8,26,,,0.19638825953006744,1.756484866142273,,
,,,,,,9,29,,,,,0.13732394576072693,1.9337588548660278
,,,,,,9,29,,,0.19262602925300598,1.7493785619735718,,
,,,,,,10,32,,,,,0.14084507524967194,1.9383596181869507
,,,,,,10,32,,,0.19714070856571198,1.7464648485183716,,
,,,,,,11,35,,,,,0.14084507524967194,1.9292267560958862
,,,,,,11,35,,,0.19036869704723358,1.7450004816055298,,
,,,,,,12,38,,,,,0.15492957830429077,1.9168460369110107
,,,,,,12,38,,,0.18961624801158905,1.740769863128662,,
,,,,,,13,41,,,,,0.1619718372821808,1.8562217950820923
,,,,,,13,41,,,0.21519939601421356,1.7364649772644043,,
,,,,,,14,44,,,,,0.18661971390247345,1.793611764907837
,,,,,,14,44,,,0.23024830222129822,1.7334625720977783,,
,,,,,,15,47,,,,,0.18661971390247345,1.790379524230957
,,,,,,15,47,,,0.24454477429389954,1.7307387590408325,,
,,,,,,16,50,,,,,0.19014084339141846,1.7980440855026245
,,,,,,16,50,,,0.25206923484802246,1.7295933961868286,,
,,,,,,17,53,,,,,0.1619718372821808,1.8408735990524292
,,,,,,17,53,,,0.2671181261539459,1.7244789600372314,,
,,,,,,18,56,,,,,0.1619718372821808,1.8864935636520386
,,,,,,18,56,,,0.27012792229652405,1.7259374856948853,,
,,,,,,19,59,,,,,0.1654929518699646,1.928428053855896
,,,,,,19,59,,,0.2806621491909027,1.7172304391860962,,
,,,,,,20,62,,,,,0.17957746982574463,1.8568940162658691
,,,,,,20,62,,,0.2761474847793579,1.7157377004623413,,
,,,,,,21,65,,,,,0.23239436745643616,1.7972171306610107
,,,,,,21,65,,,0.2942061722278595,1.7133667469024658,,
,,,,,,22,68,,,,,0.23943662643432617,1.7820426225662231
,,,,,,22,68,,,0.28893905878067017,1.7029050588607788,,
,,,,,,23,71,,,,,0.23943662643432617,1.765721321105957
,,,,,,23,71,,,0.2799097001552582,1.713731288909912,,
,,,,,,24,74,,,,,0.22887323796749115,1.8102760314941406
,,,,,,24,74,,,0.310759961605072,1.7036570310592651,,
,,,,,,25,77,,,,,0.22183097898960114,1.8043831586837769
,,,,,,25,77,,,0.29947328567504883,1.6990023851394653,,
,,,,,,26,80,,,,,0.19718310236930847,1.8796412944793701
,,,,,,26,80,,,0.29345372319221497,1.6951372623443604,,
,,,,,,27,83,,,,,0.2042253464460373,1.8380796909332275
,,,,,,27,83,,,0.30699774622917175,1.6914277076721191,,
,,,,,,28,86,,,,,0.21830986440181732,1.8075079917907715
,,,,,,28,86,,,0.2942061722278595,1.6872056722640991,,
,,,,,,29,89,,,,,0.19718310236930847,1.8584345579147339
,,,,,,29,89,,,0.32054176926612854,1.6765871047973633,,
,,,,,,30,92,,,,,0.2042253464460373,1.8161139488220215
,,,,,,30,92,,,0.30398795008659363,1.683713674545288,,
,,,,,,31,95,,,,,0.23239436745643616,1.7637578248977661
,,,,,,31,95,,,0.3054928481578827,1.6814688444137573,,
,,,,,,32,98,,,,,0.20070423185825348,2.1122703552246094
,,,,,,32,98,,,0.30398795008659363,1.7037464380264282,,
,,,,,,33,101,,,,,0.23943662643432617,1.9283984899520874
,,,,,,33,101,,,0.3220466375350952,1.6781330108642578,,
,,,,,,34,104,,,,,0.23239436745643616,1.8207646608352661
,,,,,,34,104,,,0.3288186490535736,1.6649857759475708,,
,,,,,,35,107,,,,,0.21478873491287231,1.8284938335418701
,,,,,,35,107,,,0.3190368711948395,1.661515474319458,,
,,,,,,36,110,,,,,0.22183097898960114,1.7901560068130493
,,,,,,36,110,,,0.3145222067832947,1.6628037691116333,,
,,,,,,37,113,,,,,0.2077464759349823,1.8778282403945923
,,,,,,37,113,,,0.32806622982025146,1.6511614322662354,,
,,,,,,38,116,,,,,0.1690140813589096,2.8842945098876953
,,,,,,38,116,,,0.33258089423179626,1.6557468175888062,,
,,,,,,39,119,,,,,0.1690140813589096,2.5511441230773926
,,,,,,39,119,,,0.32129421830177307,1.6590734720230103,,
,,,,,,40,122,,,,,0.17253521084785461,2.335991621017456
,,,,,,40,122,,,0.33182844519615173,1.6518440246582031,,
,,,,,,41,125,,,,,0.18309858441352844,2.2901971340179443
,,,,,,41,125,,,0.33258089423179626,1.645894169807434,,
,,,,,,42,128,,,,,0.18661971390247345,2.277484655380249
,,,,,,42,128,,,0.3378480076789856,1.6383289098739624,,
,,,,,,43,131,,,,,0.18661971390247345,2.384002685546875
,,,,,,43,131,,,0.33483821153640747,1.6423659324645996,,
,,,,,,44,134,,,,,0.19718310236930847,2.115260124206543
,,,,,,44,134,,,0.344620019197464,1.6305794715881348,,
,,,,,,45,137,,,,,0.17605634033679962,2.8143482208251953
,,,,,,45,137,,,0.3235515356063843,1.6303819417953491,,
,,,,,,46,140,,,,,0.20070423185825348,2.2312304973602295
,,,,,,46,140,,,0.33634310960769653,1.6401784420013428,,
,,,,,,47,143,,,,,0.22183097898960114,1.88241708278656
,,,,,,47,143,,,0.35515424609184265,1.6270421743392944,,
,,,,,,48,146,,,,,0.21478873491287231,1.825413703918457
,,,,,,48,146,,,0.33032354712486267,1.6324362754821777,,
,,,,,,49,149,,,,,0.2042253464460373,1.8471412658691406
,,,,,,49,149,,,0.3401053547859192,1.6287473440170288,,
,,,,,,50,152,,,,,0.2077464759349823,1.8752458095550537
,,,,,,50,152,,,0.33709555864334106,1.6244535446166992,,
,,,,,,51,155,,,,,0.22183097898960114,1.7991161346435547
,,,,,,51,155,,,0.35289692878723145,1.606374979019165,,
,,,,,,52,158,,,,,0.19718310236930847,1.8913049697875977
,,,,,,52,158,,,0.35515424609184265,1.6039388179779053,,
,,,,,,53,161,,,,,0.21830986440181732,1.8478806018829346
,,,,,,53,161,,,0.35063958168029785,1.607629656791687,,
,,,,,,54,164,,,,,0.21478873491287231,1.852549433708191
,,,,,,54,164,,,0.3491346836090088,1.5935914516448975,,
,,,,,,55,167,,,,,0.19014084339141846,1.919505000114441
,,,,,,55,167,,,0.3581640422344208,1.5920538902282715,,
,,,,,,56,170,,,,,0.1690140813589096,2.0157153606414795
,,,,,,56,170,,,0.35289692878723145,1.58446204662323,,
,,,,,,57,173,,,,,0.17253521084785461,2.061208724975586
,,,,,,57,173,,,0.36493605375289917,1.5769399404525757,,
,,,,,,58,176,,,,,0.17605634033679962,1.9781150817871094
,,,,,,58,176,,,0.3777276277542114,1.5646249055862427,,
,,,,,,59,179,,,,,0.15140844881534576,2.096384048461914
,,,,,,59,179,,,0.37095561623573303,1.5931819677352905,,
,,,,,,60,182,,,,,0.17605634033679962,2.164146661758423
,,,,,,60,182,,,0.3724604845046997,1.5644327402114868,,
,,,,,,61,185,,,,,0.17253521084785461,2.884228229522705
,,,,,,61,185,,,0.38525205850601196,1.557644248008728,,
,,,,,,62,188,,,,,0.17957746982574463,2.4088134765625
,,,,,,62,188,,,0.37321293354034424,1.554460048675537,,
,,,,,,63,191,,,,,0.18661971390247345,1.9428470134735107
,,,,,,63,191,,,0.38073739409446716,1.5585784912109375,,
,,,,,,64,194,,,,,0.2112676054239273,1.8711272478103638
,,,,,,64,194,,,0.38299474120140076,1.5409059524536133,,
,,,,,,65,197,,,,,0.1619718372821808,1.9408767223358154
,,,,,,65,197,,,0.40105342864990234,1.537338137626648,,
,,,,,,66,200,,,,,0.17605634033679962,1.978525996208191
,,,,,,66,200,,,0.37396538257598877,1.5576263666152954,,
,,,,,,67,203,,,,,0.17605634033679962,2.0081512928009033
,,,,,,67,203,,,0.38750940561294556,1.5377613306045532,,
,,,,,,68,206,,,,,0.19366197288036346,1.9677003622055054
,,,,,,68,206,,,0.3822422921657562,1.5330203771591187,,
,,,,,,69,209,,,,,0.19366197288036346,1.98086416721344
,,,,,,69,209,,,0.4003009796142578,1.5267022848129272,,
,,,,,,70,212,,,,,0.2112676054239273,1.9877586364746094
,,,,,,70,212,,,0.3679458200931549,1.5418000221252441,,
,,,,,,71,215,,,,,0.2042253464460373,1.8576170206069946
,,,,,,71,215,,,0.3950338661670685,1.5177440643310547,,
,,,,,,72,218,,,,,0.25704225897789,1.721065878868103
,,,,,,72,218,,,0.4093303382396698,1.502026081085205,,
,,,,,,73,221,,,,,0.25704225897789,1.7813295125961304
,,,,,,73,221,,,0.3890143036842346,1.4962499141693115,,
,,,,,,74,224,,,,,0.25704225897789,1.7291492223739624
,,,,,,74,224,,,0.3935289680957794,1.498705267906189,,
,,,,,,75,227,,,,,0.25,1.8103784322738647
,,,,,,75,227,,,0.4251316785812378,1.4834002256393433,,
,,,,,,76,230,,,,,0.23591549694538116,1.8517000675201416
,,,,,,76,230,,,0.4048156440258026,1.4918767213821411,,
,,,,,,77,233,,,,,0.2852112650871277,1.7648074626922607
,,,,,,77,233,,,0.4108352065086365,1.4634934663772583,,
,,,,,,78,236,,,,,0.2922535240650177,1.7447148561477661
,,,,,,78,236,,,0.4138450026512146,1.4635815620422363,,
,,,,,,79,239,,,,,0.17253521084785461,2.0879440307617188
,,,,,,79,239,,,0.4003009796142578,1.480060338973999,,
,,,,,,80,242,,,,,0.13732394576072693,1.9795265197753906
,,,,,,80,242,,,0.38073739409446716,1.4943243265151978,,
,,,,,,81,245,,,,,0.21478873491287231,1.8692781925201416
,,,,,,81,245,,,0.40782544016838074,1.4640939235687256,,
,,,,,,82,248,,,,,0.23239436745643616,1.8468137979507446
,,,,,,82,248,,,0.411587655544281,1.457727074623108,,
,,,,,,83,251,,,,,0.15492957830429077,1.9531989097595215
,,,,,,83,251,,,0.41234010457992554,1.459180474281311,,
,,,,,,84,254,,,,,0.15492957830429077,2.1312127113342285
,,,,,,84,254,,,0.3950338661670685,1.4639900922775269,,
,,,,,,85,257,,,,,0.19718310236930847,2.1790831089019775
,,,,,,85,257,,,0.42212188243865967,1.4427542686462402,,
,,,,,,86,260,,,,,0.20070423185825348,2.001868963241577
,,,,,,86,260,,,0.4183596670627594,1.4506707191467285,,
,,,,,,87,263,,,,,0.15492957830429077,2.0207571983337402
,,,,,,87,263,,,0.4326561391353607,1.4253642559051514,,
,,,,,,88,266,,,,,0.14084507524967194,2.035850763320923
