epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.15234375,,1.7916382551193237,,
0,1,,0.13671875,,1.7912118434906006,,
0,2,,0.20408163964748383,,1.7818424701690674,,
0,2,,,,,0.1690140813589096,1.7958537340164185
0,2,0.17306245863437653,,1.7904503345489502,,,
1,3,,0.17578125,,1.7829720973968506,,
1,4,,0.1796875,,1.7849433422088623,,
1,5,,0.08163265138864517,,1.8155548572540283,,
1,5,,,,,0.1690140813589096,1.8046221733093262
1,5,0.17832957208156586,,1.7838547229766846,,,
2,6,,0.1953125,,1.779356837272644,,
2,7,,0.16796875,,1.778868317604065,,
2,8,,0.16326530277729034,,1.786557912826538,,
2,8,,,,,0.13732394576072693,1.8177094459533691
2,8,0.18058690428733826,,1.7773641347885132,,,
3,9,,0.19140625,,1.770707368850708,,
3,10,,0.16796875,,1.7683079242706299,,
3,11,,0.10204081982374191,,1.766758680343628,,
3,11,,,,,0.14436618983745575,1.84292471408844
3,11,0.1813393533229828,,1.7697631120681763,,,
4,12,,0.19140625,,1.7703754901885986,,
4,13,,0.171875,,1.774148941040039,,
4,14,,0.10204081982374191,,1.7573014497756958,,
4,14,,,,,0.15492957830429077,1.8726308345794678
4,14,0.19262602925300598,,1.757003664970398,,,
5,15,,0.1953125,,1.7585713863372803,,
5,16,,0.19921875,,1.743442416191101,,
5,17,,0.22448979318141937,,1.7554253339767456,,
5,17,,,,,0.15140844881534576,1.8732428550720215
5,17,0.19262602925300598,,1.7452726364135742,,,
6,18,,0.1875,,1.7428492307662964,,
6,19,,0.18359375,,1.739237904548645,,
6,20,,0.16326530277729034,,1.7614774703979492,,
6,20,,,,,0.15845070779323578,1.9266202449798584
6,20,0.19187359511852264,,1.7364041805267334,,,
7,21,,0.21875,,1.7254289388656616,,
7,22,,0.2109375,,1.736438512802124,,
7,23,,0.18367347121238708,,1.7256664037704468,,
7,23,,,,,0.15845070779323578,1.8853639364242554
7,23,0.20316027104854584,,1.728447675704956,,,
8,24,,0.1953125,,1.7298359870910645,,
8,25,,0.2734375,,1.7062612771987915,,
8,26,,0.12244898080825806,,1.7823163270950317,,
8,26,,,,,0.17605634033679962,1.8795698881149292
8,26,0.2347629815340042,,1.7183774709701538,,,
9,27,,0.21875,,1.7039498090744019,,
9,28,,0.27734375,,1.6896010637283325,,
