class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.6174496412277222,0.8125,0.7333333492279053,0.6575342416763306,0.5714285969734192,0,0,0.665036678314209,0.8203125
