class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,0,2,,,,,0.21610169112682343,1.3869918584823608
,,,,0,2,,,0.2810516655445099,1.3811709880828857,,
,,,,1,5,,,,,0.39406779408454895,1.3746896982192993
,,,,1,5,,,0.40435177087783813,1.355887532234192,,
,,,,2,8,,,,,0.5169491767883301,1.3561350107192993
,,,,2,8,,,0.5203989148139954,1.334265947341919,,
,,,,3,11,,,,,0.48728814721107483,1.3332064151763916
,,,,3,11,,,0.5185856819152832,1.3108491897583008,,
,,,,4,14,,,,,0.4830508530139923,1.3028150796890259
,,,,4,14,,,0.5077062845230103,1.279940128326416,,
,,,,5,17,,,,,0.4788135588169098,1.2647477388381958
,,,,5,17,,,0.49501359462738037,1.246903896331787,,
,,,,6,20,,,,,0.48728814721107483,1.2277562618255615
,,,,6,20,,,0.48685404658317566,1.2130225896835327,,
,,,,7,23,,,,,0.4830508530139923,1.192088007926941
,,,,7,23,,,0.4850407838821411,1.1843693256378174,,
,,,,8,26,,,,,0.49152541160583496,1.1558620929718018
,,,,8,26,,,0.5140525698661804,1.1485930681228638,,
,,,,9,29,,,,,0.4957627058029175,1.1249394416809082
,,,,9,29,,,0.5339981913566589,1.1122446060180664,,
,,,,10,32,,,,,0.5127118825912476,1.0999720096588135
,,,,10,32,,,0.5539438128471375,1.088014841079712,,
,,,,11,35,,,,,0.5169491767883301,1.0658315420150757
,,,,11,35,,,0.5621033310890198,1.059909462928772,,
,,,,12,38,,,,,0.5127118825912476,1.0449751615524292
,,,,12,38,,,0.5639165639877319,1.029003620147705,,
,,,,13,41,,,,,0.5932203531265259,1.017659068107605
,,,,13,41,,,0.5847688317298889,1.0040578842163086,,
,,,,14,44,,,,,0.5762711763381958,1.0072194337844849
,,,,14,44,,,0.6146872043609619,0.9830700755119324,,
,,,,15,47,,,,,0.5805084705352783,0.9872413277626038
,,,,15,47,,,0.6137806177139282,0.9614213705062866,,
,,,,16,50,,,,,0.6059321761131287,0.9643163084983826
,,,,16,50,,,0.6328195929527283,0.9363093972206116,,
,,,,17,53,,,,,0.6355932354927063,0.9390358328819275
,,,,17,53,,,0.6165004372596741,0.9276915192604065,,
,,,,18,56,,,,,0.6016949415206909,0.9311587810516357
,,,,18,56,,,0.648232102394104,0.9075335264205933,,
,,,,19,59,,,,,0.5847457647323608,0.9350836873054504
,,,,19,59,,,0.6264732480049133,0.9008089900016785,,
,,,,20,62,,,,,0.6440678238868713,0.9061130881309509
,,,,20,62,,,0.6310063600540161,0.8718229532241821,,
,,,,21,65,,,,,0.6779661178588867,0.8777859210968018
,,,,21,65,,,0.6690843105316162,0.852414071559906,,
,,,,22,68,,,,,0.6525423526763916,0.8795769810676575
,,,,22,68,,,0.6572982668876648,0.8417794108390808,,
,,,,23,71,,,,,0.6483050584793091,0.8671480417251587
