epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.0625,,2.4013891220092773,,
0,1,,0.15555556118488312,,2.3975679874420166,,
0,1,,,,,0.03875968977808952,2.397437810897827
0,1,0.08139535039663315,,2.40055513381958,,,
1,2,,0.15625,,2.3952221870422363,,
1,3,,0.17777778208255768,,2.3921120166778564,,
1,3,,,,,0.08527132123708725,2.3955721855163574
1,3,0.151162788271904,,2.395456314086914,,,
2,4,,0.171875,,2.391979217529297,,
2,5,,0.21111111342906952,,2.3891875743865967,,
2,5,,,,,0.09302325546741486,2.393495798110962
2,5,0.17607973515987396,,2.391059637069702,,,
3,6,,0.16796875,,2.386920690536499,,
3,7,,0.2222222238779068,,2.3846521377563477,,
3,7,,,,,0.10077519714832306,2.390550136566162
3,7,0.16777408123016357,,2.386918783187866,,,
4,8,,0.1796875,,2.3830206394195557,,
4,9,,0.17777778208255768,,2.383610248565674,,
4,9,,,,,0.10852713137865067,2.3881418704986572
4,9,0.17607973515987396,,2.383723497390747,,,
5,10,,0.171875,,2.3787918090820312,,
5,11,,0.18888889253139496,,2.377331256866455,,
5,11,,,,,0.10852713137865067,2.3850083351135254
5,11,0.1827242523431778,,2.378687858581543,,,
6,12,,0.17578125,,2.3751778602600098,,
6,13,,0.1666666716337204,,2.3713974952697754,,
6,13,,,,,0.10852713137865067,2.381268262863159
6,13,0.16777408123016357,,2.3741514682769775,,,
7,14,,0.1484375,,2.3716697692871094,,
7,15,,0.12222222238779068,,2.3702831268310547,,
7,15,,,,,0.11627907305955887,2.3766469955444336
7,15,0.14950166642665863,,2.370553493499756,,,
8,16,,0.20703125,,2.364313840866089,,
8,17,,0.13333334028720856,,2.366079330444336,,
8,17,,,,,0.13953489065170288,2.3711140155792236
8,17,0.17774085700511932,,2.3654046058654785,,,
9,18,,0.1796875,,2.359151601791382,,
9,19,,0.23333333432674408,,2.3587374687194824,,
9,19,,,,,0.13953489065170288,2.364315986633301
9,19,0.19933554530143738,,2.3593270778656006,,,
10,20,,0.1640625,,2.3521006107330322,,
10,21,,0.21111111342906952,,2.347269058227539,,
10,21,,,,,0.13953489065170288,2.3569562435150146
10,21,0.18106311559677124,,2.3533132076263428,,,
11,22,,0.19140625,,2.3447134494781494,,
11,23,,0.13333334028720856,,2.342984914779663,,
11,23,,,,,0.13953489065170288,2.3492965698242188
11,23,0.17275747656822205,,2.345696449279785,,,
12,24,,0.21875,,2.336101770401001,,
12,25,,0.1666666716337204,,2.335010051727295,,
