class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.5,0.7543859481811523,0.3478260934352875,0.9692307710647583,0.0,0.6379310488700867,0.7058823704719543,0.6842105388641357,0.07999999821186066,0.6481481194496155,0,0,0.6174334287643433,0.8899767994880676
