class_0_acc,class_10_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.0,0.0,0.9166666865348816,1.0,0.0,0.375,0.3684210479259491,1.0,0.30000001192092896,0.9090909361839294,0.1428571492433548,0,0,0.3576158881187439,1.6398730278015137
