class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss
0.9111111164093018,0.9130434989929199,0.9583333134651184,0.9722222089767456,0,0,0.9371428489685059,0.4065622389316559
