class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss
0.46875,0.7719298005104065,0.5652173757553101,0.9384615421295166,0.0,0.6379310488700867,0.8235294222831726,0.7017543911933899,0.4399999976158142,0.6481481194496155,0,0,0.6537530422210693,0.863559901714325
