class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.3333333432674408,0.4615384638309479,0.2777777910232544,0.7333333492279053,0.5,0.25,0,0,0.42307692766189575,1.4474132061004639
