class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,,0,3,,,,,0.8108108043670654,0.4876551628112793
,,,,,0,3,,,0.8180862069129944,0.37346237897872925,,
,,,,,1,7,,,,,0.6093366146087646,2.027101516723633
,,,,,1,7,,,0.7450052499771118,0.6786011457443237,,
,,,,,2,11,,,,,0.5773955583572388,2.532008171081543
,,,,,2,11,,,0.698738157749176,0.6260277032852173,,
,,,,,3,15,,,,,0.6953316926956177,0.755107581615448
,,,,,3,15,,,0.7223974466323853,0.5642369389533997,,
,,,,,4,19,,,,,0.6486486196517944,1.2534549236297607
,,,,,4,19,,,0.7276551127433777,0.4961743950843811,,
,,,,,5,23,,,,,0.6756756901741028,0.9026555418968201
,,,,,5,23,,,0.7697160840034485,0.4514623284339905,,
,,,,,6,27,,,,,0.7248157262802124,0.699661910533905
,,,,,6,27,,,0.7497371435165405,0.4677567481994629,,
,,,,,7,31,,,,,0.5945945978164673,2.131237268447876
,,,,,7,31,,,0.7444794774055481,0.4793720245361328,,
,,,,,8,35,,,,,0.7297297120094299,0.7455354332923889
,,,,,8,35,,,0.761829674243927,0.4541429579257965,,
,,,,,9,39,,,,,0.710073709487915,0.7306399941444397
,,,,,9,39,,,0.7802313566207886,0.39661526679992676,,
,,,,,10,43,,,,,0.687960684299469,0.8717204332351685
,,,,,10,43,,,0.7839116454124451,0.40387582778930664,,
,,,,,11,47,,,,,0.7002456784248352,2.09488582611084
,,,,,11,47,,,0.7739222049713135,0.3995598554611206,,
,,,,,12,51,,,,,0.7469287514686584,0.5995047688484192
,,,,,12,51,,,0.7781282663345337,0.3951180875301361,,
,,,,,13,55,,,,,0.7125307321548462,0.671584963798523
,,,,,13,55,,,0.7691903114318848,0.40425363183021545,,
,,,,,14,59,,,,,0.7174447178840637,0.8931618332862854
,,,,,14,59,,,0.7807570695877075,0.411660373210907,,
,,,,,15,63,,,,,0.7665847539901733,0.5769228339195251
