class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.5,0.38461539149284363,0.2777777910232544,0.3333333432674408,0.5454545617103577,0.4166666567325592,0,0,0.42307692766189575,2.3511970043182373
