epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.15234375,,1.8004142045974731,,
0,1,,0.12222222238779068,,1.8101632595062256,,
0,1,,,,,0.08527132123708725,1.7936371564865112
0,1,0.14451827108860016,,1.8065181970596313,,,
1,2,,0.26171875,,1.7626606225967407,,
1,3,,0.2777777910232544,,1.744978666305542,,
1,3,,,,,0.10077519714832306,1.7922219038009644
1,3,0.25581395626068115,,1.7613638639450073,,,
2,4,,0.28125,,1.739215612411499,,
2,5,,0.31111112236976624,,1.7110512256622314,,
2,5,,,,,0.19379845261573792,1.782366156578064
2,5,0.28737542033195496,,1.732755184173584,,,
3,6,,0.28515625,,1.6922798156738281,,
3,7,,0.35555556416511536,,1.673012137413025,,
3,7,,,,,0.41860464215278625,1.7697361707687378
3,7,0.2940199375152588,,1.6927145719528198,,,
4,8,,0.3515625,,1.653066635131836,,
4,9,,0.31111112236976624,,1.638878345489502,,
4,9,,,,,0.44186046719551086,1.75749933719635
4,9,0.3338870406150818,,1.6589401960372925,,,
5,10,,0.36328125,,1.6162834167480469,,
5,11,,0.4444444477558136,,1.5689945220947266,,
5,11,,,,,0.3255814015865326,1.7517362833023071
5,11,0.38704317808151245,,1.6022034883499146,,,
6,12,,0.46875,,1.5456186532974243,,
6,13,,0.3888888955116272,,1.542568325996399,,
6,13,,,,,0.3255814015865326,1.7405519485473633
6,13,0.45514950156211853,,1.5301545858383179,,,
7,14,,0.48828125,,1.4504365921020508,,
7,15,,0.46666666865348816,,1.4609341621398926,,
7,15,,,,,0.39534884691238403,1.719309687614441
7,15,0.4833886921405792,,1.4614322185516357,,,
8,16,,0.5390625,,1.411641240119934,,
8,17,,0.5666666626930237,,1.310693621635437,,
8,17,,,,,0.41085270047187805,1.702239751815796
8,17,0.5232558250427246,,1.3976119756698608,,,
9,18,,0.5703125,,1.308166265487671,,
9,19,,0.5111111402511597,,1.301737666130066,,
9,19,,,,,0.38759690523147583,1.6667309999465942
9,19,0.5598006844520569,,1.315772294998169,,,
10,20,,0.5546875,,1.2632066011428833,,
10,21,,0.5222222208976746,,1.2225682735443115,,
10,21,,,,,0.41085270047187805,1.6212903261184692
10,21,0.5514950156211853,,1.254832148551941,,,
11,22,,0.6015625,,1.2037938833236694,,
11,23,,0.5333333611488342,,1.2194759845733643,,
11,23,,,,,0.42635658383369446,1.6052911281585693
11,23,0.6013289093971252,,1.2046890258789062,,,
12,24,,0.64453125,,1.0875813961029053,,
12,25,,0.6555555462837219,,1.076819896697998,,
12,25,,,,,0.41085270047187805,1.6525626182556152
12,25,0.644518256187439,,1.103975534439087,,,
13,26,,0.6015625,,1.1412750482559204,,
13,27,,0.6888889074325562,,0.9941785335540771,,
13,27,,,,,0.3720930218696594,1.6001205444335938
13,27,0.6328903436660767,,1.0785586833953857,,,
14,28,,0.70703125,,0.9478362202644348,,
14,29,,0.7333333492279053,,0.928777813911438,,
14,29,,,,,0.3178294599056244,1.8311649560928345
14,29,0.6976743936538696,,0.971173882484436,,,
15,30,,0.6640625,,0.9663037657737732,,
15,31,,0.7555555701255798,,0.8564595580101013,,
15,31,,,,,0.41860464215278625,1.7805730104446411
15,31,0.6877076625823975,,0.9373748898506165,,,
16,32,,0.765625,,0.8497205972671509,,
16,33,,0.7111111283302307,,0.888177752494812,,
16,33,,,,,0.3100775182247162,1.7950689792633057
16,33,0.7425249218940735,,0.8644455671310425,,,
17,34,,0.74609375,,0.831774890422821,,
17,35,,0.7333333492279053,,0.7563685774803162,,
17,35,,,,,0.3333333432674408,1.7200851440429688
17,35,0.7508305907249451,,0.7906628251075745,,,
18,36,,0.80859375,,0.741538941860199,,
18,37,,0.6666666865348816,,0.7899867296218872,,
18,37,,,,,0.25581395626068115,1.878906488418579
18,37,0.7691029906272888,,0.756990373134613,,,
19,38,,0.76953125,,0.7031586170196533,,
19,39,,0.7888888716697693,,0.6729406714439392,,
19,39,,,,,0.302325576543808,1.8162775039672852
19,39,0.7691029906272888,,0.7107699513435364,,,
20,40,,0.828125,,0.634681761264801,,
20,41,,0.7777777910232544,,0.6801226735115051,,
20,41,,,,,0.42635658383369446,1.5668658018112183
20,41,0.8073089718818665,,0.6658642888069153,,,
21,42,,0.85546875,,0.5795336961746216,,
21,43,,0.8777777552604675,,0.49307042360305786,,
21,43,,,,,0.2868216931819916,1.7803758382797241
21,43,0.8438538312911987,,0.5867192149162292,,,
22,44,,0.82421875,,0.5622357130050659,,
22,45,,0.8333333134651184,,0.5689701437950134,,
22,45,,,,,0.40310078859329224,1.9944590330123901
22,45,0.8272425532341003,,0.5702172517776489,,,
23,46,,0.87109375,,0.5265812277793884,,
23,47,,0.8777777552604675,,0.5776774287223816,,
23,47,,,,,0.4651162922382355,1.6315665245056152
23,47,0.855481743812561,,0.5617830753326416,,,
24,48,,0.85546875,,0.5581622123718262,,
24,49,,0.8333333134651184,,0.5238448977470398,,
