class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,,,0,2,,,,,0.1690140813589096,1.8006402254104614
,,,,,,0,2,,,0.17381489276885986,1.7895151376724243,,
,,,,,,1,5,,,,,0.1690140813589096,1.8208317756652832
,,,,,,1,5,,,0.1745673418045044,1.7803949117660522,,
,,,,,,2,8,,,,,0.14788731932640076,1.898826003074646
,,,,,,2,8,,,0.18510158360004425,1.7745699882507324,,
,,,,,,3,11,,,,,0.13732394576072693,1.9840775728225708
,,,,,,3,11,,,0.16854777932167053,1.7651475667953491,,
,,,,,,4,14,,,,,0.14084507524967194,1.9513180255889893
,,,,,,4,14,,,0.17531979084014893,1.7542411088943481,,
,,,,,,5,17,,,,,0.14436618983745575,2.0476040840148926
,,,,,,5,17,,,0.18811136484146118,1.746146321296692,,
,,,,,,6,20,,,,,0.14436618983745575,2.06170916557312
,,,,,,6,20,,,0.18811136484146118,1.7398099899291992,,
,,,,,,7,23,,,,,0.14436618983745575,1.8828210830688477
,,,,,,7,23,,,0.18660646677017212,1.7360255718231201,,
,,,,,,8,26,,,,,0.14084507524967194,1.8875869512557983
,,,,,,8,26,,,0.2001504898071289,1.7248649597167969,,
,,,,,,9,29,,,,,0.1690140813589096,1.8578311204910278
,,,,,,9,29,,,0.22197140753269196,1.7150990962982178,,
,,,,,,10,32,,,,,0.21478873491287231,1.8013211488723755
,,,,,,10,32,,,0.2415349930524826,1.706007719039917,,
,,,,,,11,35,,,,,0.17605634033679962,1.8525141477584839
,,,,,,11,35,,,0.25432655215263367,1.695320963859558,,
,,,,,,12,38,,,,,0.25,1.7843137979507446
,,,,,,12,38,,,0.2738901376724243,1.6834602355957031,,
,,,,,,13,41,,,,,0.27464789152145386,1.7812018394470215
,,,,,,13,41,,,0.29796838760375977,1.6577246189117432,,
,,,,,,14,44,,,,,0.2077464759349823,1.8645501136779785
,,,,,,14,44,,,0.3077501952648163,1.6356735229492188,,
,,,,,,15,47,,,,,0.19718310236930847,1.8166675567626953
,,,,,,15,47,,,0.3340857923030853,1.600915551185608,,
,,,,,,16,50,,,,,0.26056337356567383,1.7394580841064453
,,,,,,16,50,,,0.35515424609184265,1.5620348453521729,,
,,,,,,17,53,,,,,0.246478870511055,1.7487225532531738
,,,,,,17,53,,,0.37848004698753357,1.51975679397583,,
,,,,,,18,56,,,,,0.28169015049934387,1.7038075923919678
,,,,,,18,56,,,0.40857788920402527,1.48391854763031,,
,,,,,,19,59,,,,,0.27816900610923767,1.8201826810836792
,,,,,,19,59,,,0.420617014169693,1.4326504468917847,,
,,,,,,20,62,,,,,0.2922535240650177,1.7315037250518799
,,,,,,20,62,,,0.39202407002449036,1.393188714981079,,
,,,,,,21,65,,,,,0.2992957830429077,1.815822958946228
,,,,,,21,65,,,0.45372459292411804,1.3185977935791016,,
,,,,,,22,68,,,,,0.2922535240650177,1.7821714878082275
,,,,,,22,68,,,0.4544770419597626,1.292629361152649,,
,,,,,,23,71,,,,,0.25704225897789,1.955868124961853
,,,,,,23,71,,,0.4988713264465332,1.2319567203521729,,
,,,,,,24,74,,,,,0.26760563254356384,1.8868653774261475
,,,,,,24,74,,,0.5026335716247559,1.2064517736434937,,
,,,,,,25,77,,,,,0.31338027119636536,1.9360589981079102
,,,,,,25,77,,,0.5003762245178223,1.1573702096939087,,
,,,,,,26,80,,,,,0.35563379526138306,1.834584355354309
,,,,,,26,80,,,0.49510911107063293,1.142865538597107,,
,,,,,,27,83,,,,,0.2922535240650177,2.0745582580566406
,,,,,,27,83,,,0.530474066734314,1.0941212177276611,,
,,,,,,28,86,,,,,0.27816900610923767,1.9910011291503906
,,,,,,28,86,,,0.5605718493461609,1.0868971347808838,,
,,,,,,29,89,,,,,0.32042253017425537,2.160717725753784
,,,,,,29,89,,,0.5756207704544067,1.0319527387619019,,
,,,,,,30,92,,,,,0.2077464759349823,4.347293376922607
,,,,,,30,92,,,0.5793830156326294,1.023673415184021,,
,,,,,,31,95,,,,,0.3239436745643616,1.7080426216125488
,,,,,,31,95,,,0.5658389925956726,1.006403923034668,,
,,,,,,32,98,,,,,0.27816900610923767,2.2032132148742676
,,,,,,32,98,,,0.5891647934913635,0.9670587182044983,,
,,,,,,33,101,,,,,0.2887323796749115,2.4800307750701904
,,,,,,33,101,,,0.6117381453514099,0.9303386211395264,,
,,,,,,34,104,,,,,0.3309859037399292,1.749656319618225
,,,,,,34,104,,,0.6388261914253235,0.9028631448745728,,
,,,,,,35,107,,,,,0.32042253017425537,2.0581276416778564
,,,,,,35,107,,,0.6741911172866821,0.8557701110839844,,
,,,,,,36,110,,,,,0.246478870511055,2.682175874710083
,,,,,,36,110,,,0.696012020111084,0.8436870574951172,,
,,,,,,37,113,,,,,0.2922535240650177,1.9307336807250977
,,,,,,37,113,,,0.6674191355705261,0.8163551688194275,,
,,,,,,38,116,,,,,0.26760563254356384,3.1739015579223633
,,,,,,38,116,,,0.715575635433197,0.7742297053337097,,
,,,,,,39,119,,,,,0.2992957830429077,2.0180504322052
,,,,,,39,119,,,0.7253574132919312,0.7480713725090027,,
,,,,,,40,122,,,,,0.2852112650871277,2.302274465560913
,,,,,,40,122,,,0.7569600939750671,0.713413417339325,,
,,,,,,41,125,,,,,0.34859153628349304,1.890649676322937
,,,,,,41,125,,,0.765237033367157,0.6763254404067993,,
,,,,,,42,128,,,,,0.2957746386528015,2.443976402282715
,,,,,,42,128,,,0.7840481400489807,0.6455664038658142,,
,,,,,,43,131,,,,,0.35915493965148926,2.5820200443267822
,,,,,,43,131,,,0.8028593063354492,0.6147560477256775,,
,,,,,,44,134,,,,,0.27112674713134766,3.5616445541381836
,,,,,,44,134,,,0.8239277601242065,0.5788236856460571,,
,,,,,,45,137,,,,,0.2992957830429077,2.2065141201019287
,,,,,,45,137,,,0.8261851072311401,0.5536466240882874,,
,,,,,,46,140,,,,,0.2077464759349823,6.329547882080078
,,,,,,46,140,,,0.8615500330924988,0.5054718255996704,,
,,,,,,47,143,,,,,0.31338027119636536,2.5832059383392334
,,,,,,47,143,,,0.8683220744132996,0.4891599416732788,,
,,,,,,48,146,,,,,0.34859153628349304,2.2230513095855713
,,,,,,48,146,,,0.8555305004119873,0.47692081332206726,,
,,,,,,49,149,,,,,0.34507042169570923,2.9313650131225586
,,,,,,49,149,,,0.8585402369499207,0.46797099709510803,,
,,,,,,50,152,,,,,0.30985915660858154,2.1747822761535645
,,,,,,50,152,,,0.8502633571624756,0.46662941575050354,,
,,,,,,51,155,,,,,0.23239436745643616,6.125619411468506
,,,,,,51,155,,,0.8645598292350769,0.4431105852127075,,
,,,,,,52,158,,,,,0.27816900610923767,4.480635643005371
,,,,,,52,158,,,0.8690744638442993,0.4137769341468811,,
,,,,,,53,161,,,,,0.2535211145877838,3.148946523666382
,,,,,,53,161,,,0.892400324344635,0.37045902013778687,,
,,,,,,54,164,,,,,0.34859153628349304,2.555494546890259
,,,,,,54,164,,,0.8833709359169006,0.3666105270385742,,
,,,,,,55,167,,,,,0.28169015049934387,3.0655643939971924
,,,,,,55,167,,,0.8720842599868774,0.3736110031604767,,
,,,,,,56,170,,,,,0.2957746386528015,4.1104631423950195
,,,,,,56,170,,,0.8773514032363892,0.37158241868019104,,
,,,,,,57,173,,,,,0.32042253017425537,2.634526014328003
,,,,,,57,173,,,0.8374717831611633,0.4282989799976349,,
,,,,,,58,176,,,,,0.3239436745643616,3.5120930671691895
,,,,,,58,176,,,0.8961625099182129,0.33120691776275635,,
,,,,,,59,179,,,,,0.32042253017425537,3.5554587841033936
,,,,,,59,179,,,0.9142212271690369,0.2947952151298523,,
,,,,,,60,182,,,,,0.36267605423927307,2.5311648845672607
,,,,,,60,182,,,0.9352896809577942,0.2664356231689453,,
,,,,,,61,185,,,,,0.30985915660858154,3.8380377292633057
,,,,,,61,185,,,0.9480812549591064,0.2420881688594818,,
,,,,,,62,188,,,,,0.35915493965148926,2.5094969272613525
,,,,,,62,188,,,0.9510910511016846,0.23224489390850067,,
,,,,,,63,191,,,,,0.31690141558647156,4.783927917480469
,,,,,,63,191,,,0.9661399722099304,0.20196521282196045,,
,,,,,,64,194,,,,,0.2992957830429077,3.472506523132324
,,,,,,64,194,,,0.9586154818534851,0.19416505098342896,,
,,,,,,65,197,,,,,0.36267605423927307,2.776045560836792
,,,,,,65,197,,,0.9623777270317078,0.18159730732440948,,
,,,,,,66,200,,,,,0.26408451795578003,3.357034921646118
,,,,,,66,200,,,0.9473288059234619,0.1996854990720749,,
,,,,,,67,203,,,,,0.26056337356567383,7.634092330932617
,,,,,,67,203,,,0.9623777270317078,0.15872453153133392,,
,,,,,,68,206,,,,,0.3838028311729431,2.926347017288208
,,,,,,68,206,,,0.9360421299934387,0.21256326138973236,,
,,,,,,69,209,,,,,0.32042253017425537,4.770392417907715
,,,,,,69,209,,,0.9360421299934387,0.20335747301578522,,
,,,,,,70,212,,,,,0.3239436745643616,3.8579695224761963
,,,,,,70,212,,,0.9345372319221497,0.21675685048103333,,
,,,,,,71,215,,,,,0.30633804202079773,5.275617599487305
,,,,,,71,215,,,0.9142212271690369,0.2256484478712082,,
,,,,,,72,218,,,,,0.3415493071079254,3.7754929065704346
,,,,,,72,218,,,0.9443190097808838,0.19073645770549774,,
,,,,,,73,221,,,,,0.2852112650871277,4.646572589874268
,,,,,,73,221,,,0.9541008472442627,0.17494280636310577,,
,,,,,,74,224,,,,,0.3309859037399292,3.7034027576446533
,,,,,,74,224,,,0.9525959491729736,0.15660592913627625,,
,,,,,,75,227,,,,,0.3239436745643616,3.513244152069092
,,,,,,75,227,,,0.9759217500686646,0.1292841136455536,,
,,,,,,76,230,,,,,0.35211268067359924,3.2187752723693848
,,,,,,76,230,,,0.97516930103302,0.11069268733263016,,
,,,,,,77,233,,,,,0.34507042169570923,4.190605163574219
,,,,,,77,233,,,0.9729119539260864,0.11314141005277634,,
,,,,,,78,236,,,,,0.3274647891521454,3.3240106105804443
,,,,,,78,236,,,0.9766741991043091,0.10540397465229034,,
,,,,,,79,239,,,,,0.3697183132171631,3.307626247406006
,,,,,,79,239,,,0.966892421245575,0.11375755816698074,,
,,,,,,80,242,,,,,0.27112674713134766,5.5587663650512695
,,,,,,80,242,,,0.9623777270317078,0.11718868464231491,,
,,,,,,81,245,,,,,0.34859153628349304,3.43709659576416
,,,,,,81,245,,,0.9789315462112427,0.09491991996765137,,
,,,,,,82,248,,,,,0.3274647891521454,4.732170581817627
,,,,,,82,248,,,0.9759217500686646,0.08883611112833023,,
,,,,,,83,251,,,,,0.2992957830429077,3.915912389755249
,,,,,,83,251,,,0.9811888933181763,0.09318111091852188,,
,,,,,,84,254,,,,,0.35915493965148926,3.357189655303955
,,,,,,84,254,,,0.9691497087478638,0.11211615055799484,,
,,,,,,85,257,,,,,0.3732394278049469,3.3099141120910645
,,,,,,85,257,,,0.9721595048904419,0.10868275165557861,,
,,,,,,86,260,,,,,0.30633804202079773,4.214347839355469
,,,,,,86,260,,,0.9766741991043091,0.08700207620859146,,
,,,,,,87,263,,,,,0.3345070481300354,5.298861026763916
,,,,,,87,263,,,0.9766741991043091,0.09254142642021179,,
,,,,,,88,266,,,,,0.3239436745643616,4.530424118041992
,,,,,,88,266,,,0.9661399722099304,0.11787956207990646,,
,,,,,,89,269,,,,,0.3415493071079254,4.312491416931152
,,,,,,89,269,,,0.9699021577835083,0.11227249354124069,,
,,,,,,90,272,,,,,0.2922535240650177,4.577944755554199
,,,,,,90,272,,,0.9766741991043091,0.0895729586482048,,
,,,,,,91,275,,,,,0.30281689763069153,6.2271528244018555
,,,,,,91,275,,,0.9759217500686646,0.09016288816928864,,
,,,,,,92,278,,,,,0.3345070481300354,4.043553829193115
,,,,,,92,278,,,0.9804364442825317,0.08650460839271545,,
,,,,,,93,281,,,,,0.35211268067359924,3.891094446182251
,,,,,,93,281,,,0.9826937317848206,0.07131882756948471,,
,,,,,,94,284,,,,,0.3239436745643616,4.297464847564697
,,,,,,94,284,,,0.9849510788917542,0.0714784488081932,,
,,,,,,95,287,,,,,0.3415493071079254,3.7009685039520264
,,,,,,95,287,,,0.9714070558547974,0.0891505777835846,,
,,,,,,96,290,,,,,0.30633804202079773,7.104428768157959
