class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
,,,,,,0,0,,,,0.17578125,,1.791501522064209,,
,,,,,,0,1,,,,0.3333333432674408,,1.7911816835403442,,
,,,,,,0,1,,,,,,,0.4806201457977295,1.7733995914459229
,,,,,,0,1,,,0.1860465109348297,,1.7915024757385254,,,
,,,,,,1,2,,,,0.40234375,,1.7840288877487183,,
,,,,,,1,3,,,,0.4000000059604645,,1.7797783613204956,,
,,,,,,1,3,,,,,,,0.4806201457977295,1.7557003498077393
,,,,,,1,3,,,0.37043190002441406,,1.7851148843765259,,,
,,,,,,2,4,,,,0.3671875,,1.7815537452697754,,
,,,,,,2,5,,,,0.2666666805744171,,1.800048828125,,
,,,,,,2,5,,,,,,,0.4806201457977295,1.7334212064743042
,,,,,,2,5,,,0.3720930218696594,,1.780468463897705,,,
,,,,,,3,6,,,,0.39453125,,1.7700040340423584,,
,,,,,,3,7,,,,0.36666667461395264,,1.769730567932129,,
,,,,,,3,7,,,,,,,0.4806201457977295,1.7023755311965942
,,,,,,3,7,,,0.3720930218696594,,1.7758456468582153,,,
,,,,,,4,8,,,,0.37109375,,1.7688122987747192,,
,,,,,,4,9,,,,0.4000000059604645,,1.7707723379135132,,
,,,,,,4,9,,,,,,,0.4806201457977295,1.6582258939743042
,,,,,,4,9,,,0.3720930218696594,,1.7677797079086304,,,
,,,,,,5,10,,,,0.328125,,1.779093861579895,,
,,,,,,5,11,,,,0.36666667461395264,,1.7584037780761719,,
,,,,,,5,11,,,,,,,0.4806201457977295,1.593818187713623
,,,,,,5,11,,,0.3720930218696594,,1.7636817693710327,,,
,,,,,,6,12,,,,0.39453125,,1.7527170181274414,,
,,,,,,6,13,,,,0.3888888955116272,,1.7587991952896118,,
,,,,,,6,13,,,,,,,0.4806201457977295,1.5253678560256958
,,,,,,6,13,,,0.3720930218696594,,1.7572325468063354,,,
,,,,,,7,14,,,,0.375,,1.743196964263916,,
,,,,,,7,15,,,,0.41111111640930176,,1.732800841331482,,
,,,,,,7,15,,,,,,,0.4806201457977295,1.4958022832870483
,,,,,,7,15,,,0.3720930218696594,,1.746319055557251,,,
,,,,,,8,16,,,,0.34765625,,1.7545791864395142,,
,,,,,,8,17,,,,0.41111111640930176,,1.7025548219680786,,
,,,,,,8,17,,,,,,,0.4806201457977295,1.4998486042022705
,,,,,,8,17,,,0.3720930218696594,,1.7358205318450928,,,
,,,,,,9,18,,,,0.3671875,,1.7203854322433472,,
,,,,,,9,19,,,,0.41111111640930176,,1.695462703704834,,
,,,,,,9,19,,,,,,,0.4806201457977295,1.5082988739013672
,,,,,,9,19,,,0.3720930218696594,,1.723173975944519,,,
,,,,,,10,20,,,,0.40234375,,1.7012560367584229,,
,,,,,,10,21,,,,0.35555556416511536,,1.7201603651046753,,
,,,,,,10,21,,,,,,,0.4806201457977295,1.5122495889663696
,,,,,,10,21,,,0.3720930218696594,,1.7131824493408203,,,
,,,,,,11,22,,,,0.3515625,,1.714924693107605,,
,,,,,,11,23,,,,0.4000000059604645,,1.650528907775879,,
,,,,,,11,23,,,,,,,0.4806201457977295,1.489741325378418
,,,,,,11,23,,,0.3720930218696594,,1.7024805545806885,,,
,,,,,,12,24,,,,0.38671875,,1.6580746173858643,,
,,,,,,12,25,,,,0.4000000059604645,,1.6801691055297852,,
,,,,,,12,25,,,,,,,0.4806201457977295,1.4881601333618164
,,,,,,12,25,,,0.37873753905296326,,1.6813621520996094,,,
,,,,,,13,26,,,,0.37109375,,1.6818807125091553,,
,,,,,,13,27,,,,0.35555556416511536,,1.682720422744751,,
,,,,,,13,27,,,,,,,0.4883720874786377,1.5545815229415894
,,,,,,13,27,,,0.3803986608982086,,1.6779941320419312,,,
,,,,,,14,28,,,,0.37890625,,1.6650688648223877,,
,,,,,,14,29,,,,0.35555556416511536,,1.6747621297836304,,
,,,,,,14,29,,,,,,,0.4651162922382355,1.535512089729309
,,,,,,14,29,,,0.39036545157432556,,1.6518036127090454,,,
,,,,,,15,30,,,,0.4296875,,1.6152267456054688,,
,,,,,,15,31,,,,0.3888888955116272,,1.6691206693649292,,
,,,,,,15,31,,,,,,,0.5038759708404541,1.4924373626708984
,,,,,,15,31,,,0.42192691564559937,,1.634675145149231,,,
,,,,,,16,32,,,,0.37890625,,1.6271965503692627,,
,,,,,,16,33,,,,0.3777777850627899,,1.6763209104537964,,
,,,,,,16,33,,,,,,,0.4728682041168213,1.4902220964431763
,,,,,,16,33,,,0.41528239846229553,,1.613213062286377,,,
