class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss
0.9482758641242981,0.796875,0.8771929740905762,0.7758620977401733,0,0,0.8481012582778931,0.4352688789367676
0.9655172228813171,0.59375,0.7894737124443054,0.6206896305084229,0,0,0.7383966445922852,0.6150093078613281
0.9655172228813171,0.640625,0.6842105388641357,0.6034482717514038,0,0,0.7215189933776855,0.6364837884902954
0.8275862336158752,0.625,0.8070175647735596,0.568965494632721,0,0,0.7046413421630859,0.6830762028694153
