class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,0,2,,,,,0.33898305892944336,1.3839834928512573
,,,,0,2,,,0.2937443256378174,1.3854597806930542,,
,,,,1,5,,,,,0.3093220293521881,1.3769696950912476
,,,,1,5,,,0.4342701733112335,1.3777977228164673,,
,,,,2,8,,,,,0.3305084705352783,1.3642867803573608
,,,,2,8,,,0.4977334439754486,1.3664977550506592,,
,,,,3,11,,,,,0.4449152648448944,1.3457196950912476
,,,,3,11,,,0.5013599395751953,1.3482352495193481,,
,,,,4,14,,,,,0.45338982343673706,1.3172297477722168
,,,,4,14,,,0.49682682752609253,1.3226091861724854,,
,,,,5,17,,,,,0.4618644118309021,1.2864700555801392
,,,,5,17,,,0.4859474301338196,1.2912334203720093,,
,,,,6,20,,,,,0.4788135588169098,1.2468385696411133
,,,,6,20,,,0.5058929920196533,1.2521882057189941,,
,,,,7,23,,,,,0.4957627058029175,1.2071388959884644
,,,,7,23,,,0.5149592161178589,1.2166543006896973,,
,,,,8,26,,,,,0.5338982939720154,1.1768509149551392
,,,,8,26,,,0.5339981913566589,1.1672210693359375,,
,,,,9,29,,,,,0.5254237055778503,1.12453031539917
,,,,9,29,,,0.5385313034057617,1.135646104812622,,
,,,,10,32,,,,,0.5169491767883301,1.1076091527938843
,,,,10,32,,,0.5339981913566589,1.07686185836792,,
,,,,11,35,,,,,0.508474588394165,1.0699152946472168
,,,,11,35,,,0.5630099773406982,1.0378934144973755,,
,,,,12,38,,,,,0.5720338821411133,1.0391467809677124
,,,,12,38,,,0.5584768652915955,1.0230687856674194,,
,,,,13,41,,,,,0.5,1.10341477394104
,,,,13,41,,,0.5657298564910889,0.986558735370636,,
,,,,14,44,,,,,0.5381355881690979,1.0253955125808716
,,,,14,44,,,0.5747960209846497,0.954985499382019,,
,,,,15,47,,,,,0.5169491767883301,1.0703779458999634
,,,,15,47,,,0.5639165639877319,0.949310302734375,,
,,,,16,50,,,,,0.5211864113807678,1.1258867979049683
,,,,16,50,,,0.5684496760368347,0.9534724950790405,,
,,,,17,53,,,,,0.5169491767883301,1.0594769716262817
,,,,17,53,,,0.5203989148139954,1.0496383905410767,,
,,,,18,56,,,,,0.5296609997749329,1.0121221542358398
,,,,18,56,,,0.5394378900527954,0.9691421985626221,,
,,,,19,59,,,,,0.5508474707603455,1.0284450054168701
,,,,19,59,,,0.5874886512756348,0.9444665312767029,,
,,,,20,62,,,,,0.44915252923965454,1.0686671733856201
,,,,20,62,,,0.5811423659324646,0.921743631362915,,
,,,,21,65,,,,,0.5169491767883301,1.0260498523712158
,,,,21,65,,,0.5548503994941711,0.9492377042770386,,
,,,,22,68,,,,,0.555084764957428,0.9873631596565247
,,,,22,68,,,0.6110607385635376,0.9207513928413391,,
,,,,23,71,,,,,0.6144067645072937,0.986866295337677
,,,,23,71,,,0.5965548753738403,0.8933535814285278,,
,,,,24,74,,,,,0.5593220591545105,0.9663748145103455
,,,,24,74,,,0.5920217633247375,0.8908463716506958,,
,,,,25,77,,,,,0.5974576473236084,0.9494826793670654
,,,,25,77,,,0.608340859413147,0.8782028555870056,,
,,,,26,80,,,,,0.6144067645072937,0.9167764782905579
,,,,26,80,,,0.6246600151062012,0.8593583703041077,,
,,,,27,83,,,,,0.6483050584793091,0.8731677532196045
,,,,27,83,,,0.6409791707992554,0.8316853642463684,,
,,,,28,86,,,,,0.6694915294647217,0.8684705495834351
,,,,28,86,,,0.6654578447341919,0.8135697841644287,,
,,,,29,89,,,,,0.6483050584793091,0.9162450432777405
,,,,29,89,,,0.6754306554794312,0.7964649796485901,,
,,,,30,92,,,,,0.6610169410705566,0.8473844528198242
,,,,30,92,,,0.6899365186691284,0.7823216915130615,,
,,,,31,95,,,,,0.6271186470985413,0.8837242126464844
,,,,31,95,,,0.6899365186691284,0.7525405883789062,,
,,,,32,98,,,,,0.6822034120559692,0.8260308504104614
,,,,32,98,,,0.6935629844665527,0.7399789094924927,,
,,,,33,101,,,,,0.6864407062530518,0.8074648380279541
,,,,33,101,,,0.6835902333259583,0.7379876375198364,,
,,,,34,104,,,,,0.6822034120559692,0.8221467733383179
,,,,34,104,,,0.6899365186691284,0.7240866422653198,,
,,,,35,107,,,,,0.6822034120559692,0.7807851433753967
,,,,35,107,,,0.6844968199729919,0.7315798997879028,,
,,,,36,110,,,,,0.6101694703102112,0.9126520156860352
,,,,36,110,,,0.7026292085647583,0.7093047499656677,,
,,,,37,113,,,,,0.6398305296897888,0.8267440795898438
,,,,37,113,,,0.6464188694953918,0.7996657490730286,,
,,,,38,116,,,,,0.6737288236618042,0.7891306281089783
,,,,38,116,,,0.6718041896820068,0.733685314655304,,
,,,,39,119,,,,,0.6313559412956238,0.8181279897689819
,,,,39,119,,,0.6890299320220947,0.7118778824806213,,
,,,,40,122,,,,,0.6016949415206909,0.9526494145393372
,,,,40,122,,,0.7017225623130798,0.707283616065979,,
,,,,41,125,,,,,0.5974576473236084,0.8547304272651672
,,,,41,125,,,0.6962828636169434,0.7003388404846191,,
,,,,42,128,,,,,0.6737288236618042,0.7683870792388916
,,,,42,128,,,0.6699909567832947,0.7707710266113281,,
,,,,43,131,,,,,0.6779661178588867,0.8058962225914001
,,,,43,131,,,0.6917497515678406,0.7125410437583923,,
,,,,44,134,,,,,0.6652542352676392,0.7722691297531128
,,,,44,134,,,0.6799637079238892,0.7212989926338196,,
,,,,45,137,,,,,0.6737288236618042,0.7591814994812012
,,,,45,137,,,0.6953762173652649,0.7089170813560486,,
,,,,46,140,,,,,0.6483050584793091,0.7895975708961487
,,,,46,140,,,0.7126020193099976,0.677818238735199,,
,,,,47,143,,,,,0.6355932354927063,0.8380049467086792
,,,,47,143,,,0.6962828636169434,0.6722485423088074,,
,,,,48,146,,,,,0.6652542352676392,0.8292388319969177
,,,,48,146,,,0.7153218388557434,0.6864954829216003,,
,,,,49,149,,,,,0.6652542352676392,0.7378255724906921
,,,,49,149,,,0.6899365186691284,0.6851540207862854,,
,,,,50,152,,,,,0.6355932354927063,0.8497645854949951
,,,,50,152,,,0.699002742767334,0.6784231662750244,,
,,,,51,155,,,,,0.6059321761131287,0.7961000204086304
,,,,51,155,,,0.7080689072608948,0.6980696320533752,,
,,,,52,158,,,,,0.7076271176338196,0.7911757230758667
,,,,52,158,,,0.7243880033493042,0.6708688735961914,,
,,,,53,161,,,,,0.6779661178588867,0.7651867866516113
,,,,53,161,,,0.6971895098686218,0.7043448090553284,,
,,,,54,164,,,,,0.5889830589294434,0.8207346796989441
,,,,54,164,,,0.7017225623130798,0.6637451648712158,,
,,,,55,167,,,,,0.6864407062530518,0.847041666507721
,,,,55,167,,,0.7171350717544556,0.6491310000419617,,
,,,,56,170,,,,,0.6271186470985413,0.970648467540741
,,,,56,170,,,0.7071622610092163,0.6686844229698181,,
,,,,57,173,,,,,0.6271186470985413,0.9194207787513733
,,,,57,173,,,0.6935629844665527,0.6924618482589722,,
,,,,58,176,,,,,0.6610169410705566,0.9520534873008728
,,,,58,176,,,0.7243880033493042,0.6559062600135803,,
,,,,59,179,,,,,0.5762711763381958,0.8012303709983826
,,,,59,179,,,0.7116953730583191,0.6751654744148254,,
,,,,60,182,,,,,0.6016949415206909,0.8113369345664978
,,,,60,182,,,0.7116953730583191,0.6521004438400269,,
,,,,61,185,,,,,0.6610169410705566,0.8457975387573242
