class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,0,2,,,,,0.2838982939720154,1.3857256174087524
,,,,0,2,,,0.30281051993370056,1.384894847869873,,
,,,,1,5,,,,,0.31355932354927063,1.3843849897384644
,,,,1,5,,,0.3427017331123352,1.37993323802948,,
,,,,2,8,,,,,0.31355932354927063,1.3818607330322266
,,,,2,8,,,0.3644605576992035,1.375840187072754,,
,,,,3,11,,,,,0.31779661774635315,1.3785752058029175
,,,,3,11,,,0.39165911078453064,1.3720039129257202,,
,,,,4,14,,,,,0.32203391194343567,1.3745944499969482
,,,,4,14,,,0.377153217792511,1.3678780794143677,,
,,,,5,17,,,,,0.347457617521286,1.3701213598251343
,,,,5,17,,,0.41160470247268677,1.3628066778182983,,
,,,,6,20,,,,,0.4194915294647217,1.3653420209884644
,,,,6,20,,,0.42792385816574097,1.3584542274475098,,
,,,,7,23,,,,,0.43644067645072937,1.3605459928512573
,,,,7,23,,,0.4487760663032532,1.3532730340957642,,
,,,,8,26,,,,,0.42796608805656433,1.3555866479873657
,,,,8,26,,,0.4569356441497803,1.3481595516204834,,
,,,,9,29,,,,,0.43220338225364685,1.3503625392913818
,,,,9,29,,,0.4605621099472046,1.3425383567810059,,
,,,,10,32,,,,,0.43220338225364685,1.3453928232192993
,,,,10,32,,,0.45421576499938965,1.3375904560089111,,
,,,,11,35,,,,,0.43220338225364685,1.3397216796875
,,,,11,35,,,0.45421576499938965,1.3301786184310913,,
,,,,12,38,,,,,0.4661017060279846,1.3346236944198608
,,,,12,38,,,0.44968268275260925,1.3246721029281616,,
,,,,13,41,,,,,0.48728814721107483,1.3288512229919434
,,,,13,41,,,0.4569356441497803,1.3180875778198242,,
,,,,14,44,,,,,0.4618644118309021,1.3227187395095825
,,,,14,44,,,0.4605621099472046,1.3111847639083862,,
,,,,15,47,,,,,0.4661017060279846,1.3171718120574951
,,,,15,47,,,0.4514959156513214,1.3031929731369019,,
,,,,16,50,,,,,0.4957627058029175,1.3106565475463867
,,,,16,50,,,0.44605621695518494,1.2990154027938843,,
,,,,17,53,,,,,0.5,1.3035640716552734
,,,,17,53,,,0.4605621099472046,1.2874033451080322,,
,,,,18,56,,,,,0.4618644118309021,1.2957805395126343
,,,,18,56,,,0.4596554934978485,1.2824301719665527,,
,,,,19,59,,,,,0.48728814721107483,1.2896584272384644
,,,,19,59,,,0.45874887704849243,1.2707459926605225,,
,,,,20,62,,,,,0.4957627058029175,1.2797002792358398
,,,,20,62,,,0.4551223814487457,1.2568700313568115,,
,,,,21,65,,,,,0.48728814721107483,1.2688195705413818
,,,,21,65,,,0.4641885757446289,1.2502881288528442,,
,,,,22,68,,,,,0.5127118825912476,1.2574049234390259
,,,,22,68,,,0.4687216579914093,1.2345919609069824,,
,,,,23,71,,,,,0.508474588394165,1.244008183479309
,,,,23,71,,,0.48685404658317566,1.2239294052124023,,
,,,,24,74,,,,,0.4830508530139923,1.2290246486663818
,,,,24,74,,,0.4814143180847168,1.2088732719421387,,
,,,,25,77,,,,,0.5254237055778503,1.2152554988861084
,,,,25,77,,,0.49138712882995605,1.1931588649749756,,
,,,,26,80,,,,,0.5211864113807678,1.1993780136108398
,,,,26,80,,,0.508612871170044,1.1802091598510742,,
,,,,27,83,,,,,0.5127118825912476,1.178395390510559
,,,,27,83,,,0.49229374527931213,1.1684030294418335,,
,,,,28,86,,,,,0.5254237055778503,1.1603890657424927
,,,,28,86,,,0.5004532933235168,1.1439871788024902,,
,,,,29,89,,,,,0.5042372941970825,1.143943190574646
,,,,29,89,,,0.4932003617286682,1.1384390592575073,,
,,,,30,92,,,,,0.5466101765632629,1.131886601448059
,,,,30,92,,,0.5013599395751953,1.1184375286102295,,
,,,,31,95,,,,,0.555084764957428,1.1190547943115234
