class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.0,0.5,0.4166666567325592,0.4615384638309479,0.3333333432674408,0.1666666716337204,0,0,0.21705426275730133,1.704134225845337
