class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss
0.9333333373069763,0.782608687877655,0.9583333134651184,0.9444444179534912,0,0,0.9028571248054504,0.27020567655563354
