class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,class_6_acc,class_7_acc,class_8_acc,class_9_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,,,,,,,0,3,,,,,0.19464720785617828,2.2680249214172363
,,,,,,,,,,0,3,,,0.20915712416172028,2.2107794284820557,,
,,,,,,,,,,1,7,,,,,0.17518247663974762,2.2077369689941406
,,,,,,,,,,1,7,,,0.24817897379398346,2.0430877208709717,,
,,,,,,,,,,2,11,,,,,0.2238442748785019,2.0933151245117188
,,,,,,,,,,2,11,,,0.27783557772636414,1.9457807540893555,,
,,,,,,,,,,3,15,,,,,0.2846715450286865,1.9425040483474731
,,,,,,,,,,3,15,,,0.319979190826416,1.8681620359420776,,
,,,,,,,,,,4,19,,,,,0.3260340690612793,1.8222644329071045
,,,,,,,,,,4,19,,,0.31945890188217163,1.8067504167556763,,
,,,,,,,,,,5,23,,,,,0.3527980446815491,1.7322508096694946
,,,,,,,,,,5,23,,,0.3491154909133911,1.7555941343307495,,
,,,,,,,,,,6,27,,,,,0.3187347948551178,1.6827787160873413
,,,,,,,,,,6,27,,,0.36420395970344543,1.7137198448181152,,
,,,,,,,,,,7,31,,,,,0.38929441571235657,1.6318002939224243
,,,,,,,,,,7,31,,,0.3683662712574005,1.6810364723205566,,
,,,,,,,,,,8,35,,,,,0.3771289587020874,1.6076220273971558
,,,,,,,,,,8,35,,,0.36420395970344543,1.6446021795272827,,
,,,,,,,,,,9,39,,,,,0.3771289587020874,1.584908127784729
,,,,,,,,,,9,39,,,0.3777315318584442,1.6150150299072266,,
,,,,,,,,,,10,43,,,,,0.38199514150619507,1.5517340898513794
,,,,,,,,,,10,43,,,0.38657647371292114,1.584358811378479,,
,,,,,,,,,,11,47,,,,,0.37469586730003357,1.522181749343872
,,,,,,,,,,11,47,,,0.385015606880188,1.5526281595230103,,
,,,,,,,,,,12,51,,,,,0.38199514150619507,1.4941117763519287
,,,,,,,,,,12,51,,,0.3881373703479767,1.5286165475845337,,
,,,,,,,,,,13,55,,,,,0.3844282329082489,1.476383090019226
,,,,,,,,,,13,55,,,0.38917794823646545,1.5066155195236206,,
,,,,,,,,,,14,59,,,,,0.38929441571235657,1.4620791673660278
,,,,,,,,,,14,59,,,0.3980228900909424,1.4844036102294922,,
,,,,,,,,,,15,63,,,,,0.36496350169181824,1.4438631534576416
,,,,,,,,,,15,63,,,0.40894901752471924,1.4662773609161377,,
,,,,,,,,,,16,67,,,,,0.4111922085285187,1.4334880113601685
,,,,,,,,,,16,67,,,0.39229968190193176,1.455255150794983,,
,,,,,,,,,,17,71,,,,,0.37956205010414124,1.4170094728469849
,,,,,,,,,,17,71,,,0.4042663872241974,1.441636323928833,,
,,,,,,,,,,18,75,,,,,0.44525548815727234,1.403306007385254
,,,,,,,,,,18,75,,,0.4094693064689636,1.4233920574188232,,
,,,,,,,,,,19,79,,,,,0.41605839133262634,1.401518702507019
,,,,,,,,,,19,79,,,0.4141519367694855,1.4162023067474365,,
,,,,,,,,,,20,83,,,,,0.4257907569408417,1.3768740892410278
,,,,,,,,,,20,83,,,0.39958375692367554,1.407137155532837,,
,,,,,,,,,,21,87,,,,,0.3990267515182495,1.377458095550537
,,,,,,,,,,21,87,,,0.39854317903518677,1.3919076919555664,,
,,,,,,,,,,22,91,,,,,0.3990267515182495,1.3746719360351562
,,,,,,,,,,22,91,,,0.4105098843574524,1.3866268396377563,,
,,,,,,,,,,23,95,,,,,0.41605839133262634,1.3462517261505127
,,,,,,,,,,23,95,,,0.3980228900909424,1.377571940422058,,
,,,,,,,,,,24,99,,,,,0.38686132431030273,1.3493338823318481
,,,,,,,,,,24,99,,,0.42819979786872864,1.3561166524887085,,
,,,,,,,,,,25,103,,,,,0.4111922085285187,1.3447229862213135
,,,,,,,,,,25,103,,,0.42195630073547363,1.3537027835845947,,
,,,,,,,,,,26,107,,,,,0.4136252999305725,1.3295457363128662
,,,,,,,,,,26,107,,,0.4235171675682068,1.3483662605285645,,
,,,,,,,,,,27,111,,,,,0.45255473256111145,1.31982421875
,,,,,,,,,,27,111,,,0.42767950892448425,1.3352066278457642,,
,,,,,,,,,,28,115,,,,,0.38199514150619507,1.3196223974227905
,,,,,,,,,,28,115,,,0.44432881474494934,1.3225939273834229,,
,,,,,,,,,,29,119,,,,,0.420924574136734,1.3049595355987549
,,,,,,,,,,29,119,,,0.4360041618347168,1.318981409072876,,
,,,,,,,,,,30,123,,,,,0.4403893053531647,1.2974529266357422
,,,,,,,,,,30,123,,,0.4360041618347168,1.305397868156433,,
,,,,,,,,,,31,127,,,,,0.4428223967552185,1.2917100191116333
,,,,,,,,,,31,127,,,0.44380852580070496,1.3150384426116943,,
,,,,,,,,,,32,131,,,,,0.4136252999305725,1.298448085784912
,,,,,,,,,,32,131,,,0.4261186122894287,1.3134881258010864,,
,,,,,,,,,,33,135,,,,,0.406326025724411,1.2736155986785889
,,,,,,,,,,33,135,,,0.4360041618347168,1.287768006324768,,
,,,,,,,,,,34,139,,,,,0.420924574136734,1.2660592794418335
,,,,,,,,,,34,139,,,0.43444329500198364,1.2885948419570923,,
,,,,,,,,,,35,143,,,,,0.42335766553878784,1.2785598039627075
,,,,,,,,,,35,143,,,0.44380852580070496,1.2798774242401123,,
,,,,,,,,,,36,147,,,,,0.435523122549057,1.260158896446228
,,,,,,,,,,36,147,,,0.44016650319099426,1.2904750108718872,,
,,,,,,,,,,37,151,,,,,0.3844282329082489,1.267286777496338
,,,,,,,,,,37,151,,,0.4458897113800049,1.2645249366760254,,
,,,,,,,,,,38,155,,,,,0.4574209153652191,1.265949010848999
,,,,,,,,,,38,155,,,0.45681580901145935,1.2706743478775024,,
,,,,,,,,,,39,159,,,,,0.3527980446815491,1.3012282848358154
,,,,,,,,,,39,159,,,0.45005202293395996,1.2751139402389526,,
,,,,,,,,,,40,163,,,,,0.3917275071144104,1.261562466621399
,,,,,,,,,,40,163,,,0.44432881474494934,1.276784896850586,,
,,,,,,,,,,41,167,,,,,0.42335766553878784,1.26777982711792
,,,,,,,,,,41,167,,,0.44745057821273804,1.285454273223877,,
,,,,,,,,,,42,171,,,,,0.406326025724411,1.3130515813827515
,,,,,,,,,,42,171,,,0.4547346532344818,1.259159803390503,,
,,,,,,,,,,43,175,,,,,0.45985400676727295,1.2430446147918701
,,,,,,,,,,43,175,,,0.4490114450454712,1.2854301929473877,,
,,,,,,,,,,44,179,,,,,0.3990267515182495,1.259738564491272
,,,,,,,,,,44,179,,,0.44641000032424927,1.2607587575912476,,
,,,,,,,,,,45,183,,,,,0.47445255517959595,1.2423573732376099
,,,,,,,,,,45,183,,,0.4557752311229706,1.2566602230072021,,
,,,,,,,,,,46,187,,,,,0.4330900311470032,1.2323222160339355
,,,,,,,,,,46,187,,,0.45681580901145935,1.2478735446929932,,
,,,,,,,,,,47,191,,,,,0.3844282329082489,1.3239784240722656
,,,,,,,,,,47,191,,,0.45941728353500366,1.250223159790039,,
,,,,,,,,,,48,195,,,,,0.4111922085285187,1.2451504468917847
,,,,,,,,,,48,195,,,0.4547346532344818,1.2508043050765991,,
,,,,,,,,,,49,199,,,,,0.40145984292030334,1.2278457880020142
,,,,,,,,,,49,199,,,0.45369407534599304,1.2499823570251465,,
,,,,,,,,,,50,203,,,,,0.36739659309387207,1.2954127788543701
,,,,,,,,,,50,203,,,0.46045786142349243,1.230697512626648,,
,,,,,,,,,,51,207,,,,,0.45255473256111145,1.214619755744934
,,,,,,,,,,51,207,,,0.4713839888572693,1.236081600189209,,
,,,,,,,,,,52,211,,,,,0.4282238483428955,1.2139521837234497
,,,,,,,,,,52,211,,,0.4640998840332031,1.224924921989441,,
,,,,,,,,,,53,215,,,,,0.4038929343223572,1.2431011199951172
,,,,,,,,,,53,215,,,0.45941728353500366,1.2234282493591309,,
,,,,,,,,,,54,219,,,,,0.40145984292030334,1.2237823009490967
,,,,,,,,,,54,219,,,0.46253901720046997,1.214143991470337,,
,,,,,,,,,,55,223,,,,,0.435523122549057,1.2254788875579834
,,,,,,,,,,55,223,,,0.46670135855674744,1.2093931436538696,,
,,,,,,,,,,56,227,,,,,0.4549878239631653,1.2112802267074585
,,,,,,,,,,56,227,,,0.47034338116645813,1.2251843214035034,,
,,,,,,,,,,57,231,,,,,0.4184914827346802,1.2047114372253418
,,,,,,,,,,57,231,,,0.4781477749347687,1.2079600095748901,,
,,,,,,,,,,58,235,,,,,0.4136252999305725,1.2331311702728271
,,,,,,,,,,58,235,,,0.4588969945907593,1.211163878440857,,
,,,,,,,,,,59,239,,,,,0.4768856465816498,1.1909645795822144
,,,,,,,,,,59,239,,,0.47554630041122437,1.202708125114441,,
,,,,,,,,,,60,243,,,,,0.42335766553878784,1.2050275802612305
,,,,,,,,,,60,243,,,0.4838709533214569,1.2006539106369019,,
,,,,,,,,,,61,247,,,,,0.4184914827346802,1.1842045783996582
,,,,,,,,,,61,247,,,0.4807492196559906,1.1918158531188965,,
,,,,,,,,,,62,251,,,,,0.4720194637775421,1.188136100769043
,,,,,,,,,,62,251,,,0.46982309222221375,1.197798490524292,,
,,,,,,,,,,63,255,,,,,0.4403893053531647,1.20363187789917
,,,,,,,,,,63,255,,,0.47034338116645813,1.2006222009658813,,
,,,,,,,,,,64,259,,,,,0.43065693974494934,1.179498314857483
,,,,,,,,,,64,259,,,0.47294485569000244,1.192017674446106,,
,,,,,,,,,,65,263,,,,,0.4793187379837036,1.1705559492111206
,,,,,,,,,,65,263,,,0.4614984393119812,1.2007672786712646,,
,,,,,,,,,,66,267,,,,,0.40875911712646484,1.1905772686004639
,,,,,,,,,,66,267,,,0.4781477749347687,1.18380606174469,,
,,,,,,,,,,67,271,,,,,0.43795621395111084,1.1834888458251953
,,,,,,,,,,67,271,,,0.48751300573349,1.1736233234405518,,
,,,,,,,,,,68,275,,,,,0.4111922085285187,1.1877375841140747
,,,,,,,,,,68,275,,,0.45993757247924805,1.2061244249343872,,
,,,,,,,,,,69,279,,,,,0.44525548815727234,1.1809288263320923
,,,,,,,,,,69,279,,,0.4745057225227356,1.1803909540176392,,
,,,,,,,,,,70,283,,,,,0.48175182938575745,1.1542705297470093
,,,,,,,,,,70,283,,,0.4807492196559906,1.1809004545211792,,
,,,,,,,,,,71,287,,,,,0.4257907569408417,1.1737549304962158
,,,,,,,,,,71,287,,,0.47606658935546875,1.1862667798995972,,
,,,,,,,,,,72,291,,,,,0.43065693974494934,1.1917877197265625
,,,,,,,,,,72,291,,,0.48959416151046753,1.1798019409179688,,
,,,,,,,,,,73,295,,,,,0.4257907569408417,1.1766533851623535
,,,,,,,,,,73,295,,,0.4781477749347687,1.1729156970977783,,
,,,,,,,,,,74,299,,,,,0.4403893053531647,1.1514616012573242
,,,,,,,,,,74,299,,,0.47866806387901306,1.1694477796554565,,
,,,,,,,,,,75,303,,,,,0.37469586730003357,1.1874638795852661
,,,,,,,,,,75,303,,,0.4713839888572693,1.1779536008834839,,
,,,,,,,,,,76,307,,,,,0.4574209153652191,1.1674928665161133
,,,,,,,,,,76,307,,,0.46305930614471436,1.1668001413345337,,
,,,,,,,,,,77,311,,,,,0.4574209153652191,1.1487785577774048
,,,,,,,,,,77,311,,,0.4901144504547119,1.1543822288513184,,
,,,,,,,,,,78,315,,,,,0.4501216411590576,1.138520359992981
,,,,,,,,,,78,315,,,0.4901144504547119,1.1536810398101807,,
,,,,,,,,,,79,319,,,,,0.43795621395111084,1.153809905052185
,,,,,,,,,,79,319,,,0.49583765864372253,1.1557644605636597,,
,,,,,,,,,,80,323,,,,,0.46715328097343445,1.1854138374328613
,,,,,,,,,,80,323,,,0.48178979754447937,1.1653022766113281,,
,,,,,,,,,,81,327,,,,,0.43795621395111084,1.1434746980667114
,,,,,,,,,,81,327,,,0.4838709533214569,1.1554018259048462,,
,,,,,,,,,,82,331,,,,,0.4549878239631653,1.152471899986267
,,,,,,,,,,82,331,,,0.4677419364452362,1.1832900047302246,,
,,,,,,,,,,83,335,,,,,0.42335766553878784,1.165431022644043
,,,,,,,,,,83,335,,,0.48595213890075684,1.1641314029693604,,
,,,,,,,,,,84,339,,,,,0.41605839133262634,1.2670196294784546
,,,,,,,,,,84,339,,,0.4843912720680237,1.168442964553833,,
,,,,,,,,,,85,343,,,,,0.4768856465816498,1.1344257593154907
,,,,,,,,,,85,343,,,0.47866806387901306,1.1665751934051514,,
,,,,,,,,,,86,347,,,,,0.40145984292030334,1.1553983688354492
,,,,,,,,,,86,347,,,0.4927159249782562,1.15224027633667,,
,,,,,,,,,,87,351,,,,,0.48175182938575745,1.1503801345825195
,,,,,,,,,,87,351,,,0.4880332946777344,1.1543933153152466,,
,,,,,,,,,,88,355,,,,,0.4939172863960266,1.1560418605804443
,,,,,,,,,,88,355,,,0.46930280327796936,1.1604176759719849,,
,,,,,,,,,,89,359,,,,,0.4768856465816498,1.1326261758804321
,,,,,,,,,,89,359,,,0.5072841048240662,1.1565947532653809,,
,,,,,,,,,,90,363,,,,,0.4257907569408417,1.127611517906189
,,,,,,,,,,90,363,,,0.5254942774772644,1.1379730701446533,,
,,,,,,,,,,91,367,,,,,0.5012165307998657,1.1415890455245972
,,,,,,,,,,91,367,,,0.49531736969947815,1.1436548233032227,,
,,,,,,,,,,92,371,,,,,0.4257907569408417,1.1575363874435425
,,,,,,,,,,92,371,,,0.5026014447212219,1.1577335596084595,,
,,,,,,,,,,93,375,,,,,0.43795621395111084,1.1156268119812012
,,,,,,,,,,93,375,,,0.5171695947647095,1.1294511556625366,,
,,,,,,,,,,94,379,,,,,0.47445255517959595,1.1305769681930542
,,,,,,,,,,94,379,,,0.4973985552787781,1.1275756359100342,,
,,,,,,,,,,95,383,,,,,0.4695863723754883,1.1537083387374878
,,,,,,,,,,95,383,,,0.5114464163780212,1.1350560188293457,,
,,,,,,,,,,96,387,,,,,0.49635037779808044,1.1440021991729736
,,,,,,,,,,96,387,,,0.5052028894424438,1.1310404539108276,,
,,,,,,,,,,97,391,,,,,0.47445255517959595,1.1251938343048096
,,,,,,,,,,97,391,,,0.5088449716567993,1.134736180305481,,
,,,,,,,,,,98,395,,,,,0.435523122549057,1.189713716506958
,,,,,,,,,,98,395,,,0.5114464163780212,1.119307518005371,,
,,,,,,,,,,99,399,,,,,0.4768856465816498,1.1361457109451294
,,,,,,,,,,99,399,,,0.5104058384895325,1.1215885877609253,,
,,,,,,,,,,100,403,,,,,0.4501216411590576,1.1001909971237183
,,,,,,,,,,100,403,,,0.5072841048240662,1.116712212562561,,
,,,,,,,,,,101,407,,,,,0.5304136276245117,1.0976862907409668
,,,,,,,,,,101,407,,,0.5166493058204651,1.1218037605285645,,
,,,,,,,,,,102,411,,,,,0.4622870981693268,1.1439735889434814
,,,,,,,,,,102,411,,,0.5104058384895325,1.1136589050292969,,
,,,,,,,,,,103,415,,,,,0.4647201895713806,1.1113611459732056
,,,,,,,,,,103,415,,,0.48907387256622314,1.111287236213684,,
,,,,,,,,,,104,419,,,,,0.45985400676727295,1.1286453008651733
,,,,,,,,,,104,419,,,0.49479708075523376,1.1233601570129395,,
,,,,,,,,,,105,423,,,,,0.4866180121898651,1.095657229423523
,,,,,,,,,,105,423,,,0.49115505814552307,1.1213051080703735,,
,,,,,,,,,,106,427,,,,,0.4476885497570038,1.1260559558868408
