epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.13333334028720856,,1.7920339107513428,,
0,0,,,,,0.13592232763767242,1.7910630702972412
0,0,0.1683991700410843,,1.7914823293685913,,,
1,1,,0.15111111104488373,,1.7907904386520386,,
1,1,,,,,0.13592232763767242,1.791006088256836
1,1,0.1621621549129486,,1.7912852764129639,,,
2,2,,0.20444443821907043,,1.7906347513198853,,
2,2,,,,,0.13592232763767242,1.7909681797027588
2,2,0.17879417538642883,,1.7909430265426636,,,
3,3,,0.13333334028720856,,1.7914687395095825,,
3,3,,,,,0.13592232763767242,1.7908638715744019
3,3,0.17047816514968872,,1.7912958860397339,,,
4,4,,0.23111110925674438,,1.7907308340072632,,
4,4,,,,,0.1553398072719574,1.7908165454864502
4,4,0.1995842009782791,,1.7909045219421387,,,
5,5,,0.19555555284023285,,1.790341854095459,,
5,5,,,,,0.1456310749053955,1.7907122373580933
5,5,0.17879417538642883,,1.7910405397415161,,,
6,6,,0.18222221732139587,,1.791104793548584,,
6,6,,,,,0.1456310749053955,1.7905700206756592
6,6,0.22245322167873383,,1.7904012203216553,,,
7,7,,0.18666666746139526,,1.7899810075759888,,
7,7,,,,,0.17475728690624237,1.7903993129730225
7,7,0.18711018562316895,,1.7903892993927002,,,
8,8,,0.2133333384990692,,1.7894442081451416,,
8,8,,,,,0.17475728690624237,1.7902666330337524
8,8,0.19334720075130463,,1.790282130241394,,,
9,9,,0.20000000298023224,,1.7893338203430176,,
9,9,,,,,0.17475728690624237,1.7900675535202026
9,9,0.19542619585990906,,1.789928913116455,,,
10,10,,0.20888888835906982,,1.7916277647018433,,
10,10,,,,,0.1650485396385193,1.7898399829864502
10,10,0.2058212012052536,,1.790112018585205,,,
11,11,,0.20000000298023224,,1.7899458408355713,,
11,11,,,,,0.18446601927280426,1.7896219491958618
11,11,0.1975051909685135,,1.7898093461990356,,,
12,12,,0.20888888835906982,,1.7895312309265137,,
12,12,,,,,0.18446601927280426,1.7893564701080322
12,12,0.20374220609664917,,1.7896451950073242,,,
13,13,,0.19111111760139465,,1.7908231019973755,,
13,13,,,,,0.18446601927280426,1.789166808128357
13,13,0.21205821633338928,,1.7893729209899902,,,
14,14,,0.20444443821907043,,1.7894210815429688,,
14,14,,,,,0.18446601927280426,1.7889487743377686
14,14,0.2058212012052536,,1.7886234521865845,,,
15,15,,0.23999999463558197,,1.7872378826141357,,
15,15,,,,,0.17475728690624237,1.7887591123580933
15,15,0.21621622145175934,,1.7886818647384644,,,
16,16,,0.20000000298023224,,1.788435697555542,,
16,16,,,,,0.18446601927280426,1.7884461879730225
16,16,0.20790021121501923,,1.788800835609436,,,
17,17,,0.23555555939674377,,1.7897148132324219,,
17,17,,,,,0.18446601927280426,1.788190245628357
17,17,0.22245322167873383,,1.7887428998947144,,,
18,18,,0.18222221732139587,,1.7879456281661987,,
18,18,,,,,0.18446601927280426,1.7879911661148071
18,18,0.1975051909685135,,1.7878934144973755,,,
19,19,,0.20888888835906982,,1.7878684997558594,,
19,19,,,,,0.20388349890708923,1.7876592874526978
19,19,0.2141372114419937,,1.788068175315857,,,
20,20,,0.2177777737379074,,1.7864679098129272,,
20,20,,,,,0.19417475163936615,1.7874033451080322
20,20,0.23284822702407837,,1.7873547077178955,,,
21,21,,0.19555555284023285,,1.7896298170089722,,
21,21,,,,,0.19417475163936615,1.7870146036148071
21,21,0.20166319608688354,,1.7876437902450562,,,
22,22,,0.1733333319425583,,1.7896462678909302,,
22,22,,,,,0.20388349890708923,1.7867016792297363
22,22,0.22453223168849945,,1.7874029874801636,,,
23,23,,0.2844444513320923,,1.7829389572143555,,
23,23,,,,,0.21359223127365112,1.786369800567627
23,23,0.24532224237918854,,1.7859045267105103,,,
24,24,,0.2888889014720917,,1.7837949991226196,,
24,24,,,,,0.21359223127365112,1.7860380411148071
24,24,0.26819127798080444,,1.7862917184829712,,,
25,25,,0.25777778029441833,,1.7835068702697754,,
25,25,,,,,0.223300963640213,1.7856682538986206
25,25,0.23908524215221405,,1.7858848571777344,,,
26,26,,0.24888889491558075,,1.783848524093628,,
26,26,,,,,0.223300963640213,1.7853648662567139
26,26,0.23076923191547394,,1.7858223915100098,,,
27,27,,0.2133333384990692,,1.7872357368469238,,
27,27,,,,,0.223300963640213,1.7850044965744019
27,27,0.2203742265701294,,1.7861589193344116,,,
28,28,,0.2266666740179062,,1.7881771326065063,,
28,28,,,,,0.223300963640213,1.7846063375473022
28,28,0.24116423726081848,,1.7857733964920044,,,
29,29,,0.24444444477558136,,1.7846225500106812,,
29,29,,,,,0.223300963640213,1.7843693494796753
29,29,0.23076923191547394,,1.7855876684188843,,,
30,30,,0.2266666740179062,,1.7843036651611328,,
30,30,,,,,0.223300963640213,1.7840089797973633
30,30,0.2286902219057083,,1.7846863269805908,,,
31,31,,0.20000000298023224,,1.786668062210083,,
31,31,,,,,0.223300963640213,1.7836676836013794
31,31,0.22245322167873383,,1.7848857641220093,,,
32,32,,0.24444444477558136,,1.7820907831192017,,
32,32,,,,,0.21359223127365112,1.7832599878311157
32,32,0.2286902219057083,,1.7844481468200684,,,
33,33,,0.2666666805744171,,1.7777016162872314,,
33,33,,,,,0.21359223127365112,1.7828712463378906
33,33,0.234927237033844,,1.7842320203781128,,,
34,34,,0.2222222238779068,,1.7837660312652588,,
34,34,,,,,0.223300963640213,1.7824825048446655
34,34,0.2286902219057083,,1.7835580110549927,,,
35,35,,0.25333333015441895,,1.783299207687378,,
