class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,0,2,,,,,0.2838982939720154,1.3824483156204224
,,,,0,2,,,0.3109700679779053,1.386260986328125,,
,,,,1,5,,,,,0.27966102957725525,1.3789476156234741
,,,,1,5,,,0.31550318002700806,1.3753001689910889,,
,,,,2,8,,,,,0.31779661774635315,1.3735641241073608
,,,,2,8,,,0.3354487717151642,1.3656213283538818,,
,,,,3,11,,,,,0.29661017656326294,1.3670095205307007
,,,,3,11,,,0.34451496601104736,1.3561460971832275,,
,,,,4,14,,,,,0.29661017656326294,1.3600205183029175
,,,,4,14,,,0.3472348153591156,1.3453130722045898,,
,,,,5,17,,,,,0.3262711763381958,1.3513431549072266
,,,,5,17,,,0.36718040704727173,1.3365639448165894,,
,,,,6,20,,,,,0.3305084705352783,1.341012716293335
,,,,6,20,,,0.39165911078453064,1.3250408172607422,,
,,,,7,23,,,,,0.347457617521286,1.3311002254486084
,,,,7,23,,,0.40797823667526245,1.3144278526306152,,
,,,,8,26,,,,,0.37711864709854126,1.3195428848266602
,,,,8,26,,,0.4061650037765503,1.303086280822754,,
,,,,9,29,,,,,0.41101694107055664,1.3093820810317993
,,,,9,29,,,0.4179510474205017,1.289265751838684,,
,,,,10,32,,,,,0.4449152648448944,1.298225998878479
,,,,10,32,,,0.42883047461509705,1.279266357421875,,
,,,,11,35,,,,,0.45338982343673706,1.2874776124954224
,,,,11,35,,,0.4351767897605896,1.2680606842041016,,
,,,,12,38,,,,,0.45338982343673706,1.2751351594924927
,,,,12,38,,,0.4424297511577606,1.2563732862472534,,
,,,,13,41,,,,,0.4406779706478119,1.2616990804672241
,,,,13,41,,,0.4569356441497803,1.2441729307174683,,
,,,,14,44,,,,,0.4406779706478119,1.2508596181869507
,,,,14,44,,,0.4569356441497803,1.2329165935516357,,
,,,,15,47,,,,,0.44915252923965454,1.242012619972229
,,,,15,47,,,0.45784226059913635,1.2200536727905273,,
,,,,16,50,,,,,0.4449152648448944,1.2323453426361084
,,,,16,50,,,0.465095192193985,1.2032239437103271,,
,,,,17,53,,,,,0.4576271176338196,1.2182834148406982
,,,,17,53,,,0.48413416743278503,1.1914403438568115,,
,,,,18,56,,,,,0.4576271176338196,1.2079746723175049
,,,,18,56,,,0.472348153591156,1.1815556287765503,,
