class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,,,0,3,,,,,0.15479116141796112,1.622823715209961
,,,,,0,3,,,0.2886435389518738,1.5871467590332031,,
,,,,,1,7,,,,,0.11056511104106903,1.6263532638549805
,,,,,1,7,,,0.4432176649570465,1.4945671558380127,,
,,,,,2,11,,,,,0.3243243098258972,1.581337809562683
,,,,,2,11,,,0.47371187806129456,1.4562407732009888,,
,,,,,3,15,,,,,0.45945945382118225,1.5097523927688599
,,,,,3,15,,,0.5031545758247375,1.4253913164138794,,
,,,,,4,19,,,,,0.4864864945411682,1.4315578937530518
,,,,,4,19,,,0.5047318339347839,1.4020591974258423,,
,,,,,5,23,,,,,0.4815724790096283,1.3780208826065063
,,,,,5,23,,,0.4984227120876312,1.3801851272583008,,
,,,,,6,27,,,,,0.4987714886665344,1.3356735706329346
,,,,,6,27,,,0.5010515451431274,1.3573923110961914,,
,,,,,7,31,,,,,0.49140048027038574,1.3172568082809448
,,,,,7,31,,,0.5068349242210388,1.3382669687271118,,
,,,,,8,35,,,,,0.5184274911880493,1.2991418838500977
,,,,,8,35,,,0.5115667581558228,1.3246252536773682,,
,,,,,9,39,,,,,0.5208845138549805,1.2976499795913696
,,,,,9,39,,,0.5231335163116455,1.305849552154541,,
,,,,,10,43,,,,,0.5184274911880493,1.2976628541946411
,,,,,10,43,,,0.5257623791694641,1.2919704914093018,,
,,,,,11,47,,,,,0.5208845138549805,1.2683156728744507
,,,,,11,47,,,0.5283911824226379,1.2770748138427734,,
,,,,,12,51,,,,,0.5208845138549805,1.2654930353164673
,,,,,12,51,,,0.5352261066436768,1.2643734216690063,,
,,,,,13,55,,,,,0.5282555222511292,1.249538540840149
,,,,,13,55,,,0.5283911824226379,1.2585314512252808,,
,,,,,14,59,,,,,0.5184274911880493,1.2562263011932373
,,,,,14,59,,,0.543638288974762,1.2403420209884644,,
,,,,,15,63,,,,,0.5135135054588318,1.2441511154174805
,,,,,15,63,,,0.5336487889289856,1.227510690689087,,
,,,,,16,67,,,,,0.5208845138549805,1.2236549854278564
,,,,,16,67,,,0.5299684405326843,1.215375304222107,,
,,,,,17,71,,,,,0.5282555222511292,1.2310608625411987
,,,,,17,71,,,0.5399579405784607,1.2038954496383667,,
,,,,,18,75,,,,,0.538083553314209,1.216203212738037
,,,,,18,75,,,0.5415351986885071,1.2011739015579224,,
,,,,,19,79,,,,,0.5429975390434265,1.1974505186080933
,,,,,19,79,,,0.5541535019874573,1.1895567178726196,,
,,,,,20,83,,,,,0.525798499584198,1.196751356124878
,,,,,20,83,,,0.5499474406242371,1.1873538494110107,,
,,,,,21,87,,,,,0.5454545617103577,1.1979668140411377
,,,,,21,87,,,0.5567823052406311,1.1749281883239746,,
,,,,,22,91,,,,,0.560196578502655,1.1885377168655396
,,,,,22,91,,,0.5420609712600708,1.183512568473816,,
,,,,,23,95,,,,,0.5552825331687927,1.1751497983932495
,,,,,23,95,,,0.5515246987342834,1.1668667793273926,,
,,,,,24,99,,,,,0.5651105642318726,1.1593929529190063
,,,,,24,99,,,0.5525762438774109,1.1569353342056274,,
,,,,,25,103,,,,,0.5429975390434265,1.174651026725769
,,,,,25,103,,,0.5531020164489746,1.1528040170669556,,
,,,,,26,107,,,,,0.5405405163764954,1.1590179204940796
,,,,,26,107,,,0.5667718052864075,1.1445660591125488,,
,,,,,27,111,,,,,0.5577395558357239,1.1466792821884155
,,,,,27,111,,,0.5557308197021484,1.1369415521621704,,
,,,,,28,115,,,,,0.5798525810241699,1.1368558406829834
,,,,,28,115,,,0.5767613053321838,1.119529128074646,,
,,,,,29,119,,,,,0.5823096036911011,1.1249350309371948
,,,,,29,119,,,0.569926381111145,1.1208274364471436,,
,,,,,30,123,,,,,0.5773955583572388,1.1181391477584839
,,,,,30,123,,,0.5646687746047974,1.1137640476226807,,
,,,,,31,127,,,,,0.5724815726280212,1.127199411392212
,,,,,31,127,,,0.5683491230010986,1.1191844940185547,,
,,,,,32,131,,,,,0.5700245499610901,1.1163196563720703
,,,,,32,131,,,0.5746582746505737,1.100036382675171,,
,,,,,33,135,,,,,0.5921375751495361,1.1254345178604126
,,,,,33,135,,,0.569926381111145,1.1037225723266602,,
,,,,,34,139,,,,,0.5528255701065063,1.1560862064361572
,,,,,34,139,,,0.5704521536827087,1.1028434038162231,,
,,,,,35,143,,,,,0.547911524772644,1.1199371814727783
,,,,,35,143,,,0.5641430020332336,1.12076997756958,,
,,,,,36,147,,,,,0.5085995197296143,1.1379696130752563
,,,,,36,147,,,0.5594111680984497,1.1061502695083618,,
,,,,,37,151,,,,,0.5577395558357239,1.1391297578811646
,,,,,37,151,,,0.5541535019874573,1.1020668745040894,,
,,,,,38,155,,,,,0.5651105642318726,1.1453160047531128
,,,,,38,155,,,0.5604626536369324,1.1061028242111206,,
,,,,,39,159,,,,,0.5724815726280212,1.1224726438522339
,,,,,39,159,,,0.5531020164489746,1.1151256561279297,,
,,,,,40,163,,,,,0.5823096036911011,1.1081911325454712
,,,,,40,163,,,0.5762355327606201,1.0824464559555054,,
,,,,,41,167,,,,,0.5724815726280212,1.1075685024261475
,,,,,41,167,,,0.5746582746505737,1.0868453979492188,,
,,,,,42,171,,,,,0.5773955583572388,1.1074165105819702
,,,,,42,171,,,0.57413250207901,1.0709338188171387,,
,,,,,43,175,,,,,0.560196578502655,1.1240973472595215
,,,,,43,175,,,0.5767613053321838,1.0793887376785278,,
,,,,,44,179,,,,,0.5798525810241699,1.1011857986450195
,,,,,44,179,,,0.5672975778579712,1.0741448402404785,,
,,,,,45,183,,,,,0.5798525810241699,1.0885499715805054
,,,,,45,183,,,0.5757097601890564,1.063864827156067,,
,,,,,46,187,,,,,0.5651105642318726,1.0830599069595337
,,,,,46,187,,,0.5725551843643188,1.0512834787368774,,
,,,,,47,191,,,,,0.5749385952949524,1.1067590713500977
,,,,,47,191,,,0.5730809569358826,1.0527982711791992,,
,,,,,48,195,,,,,0.5528255701065063,1.1016592979431152
,,,,,48,195,,,0.5757097601890564,1.0458331108093262,,
,,,,,49,199,,,,,0.5798525810241699,1.0977559089660645
,,,,,49,199,,,0.578864336013794,1.0528247356414795,,
,,,,,50,203,,,,,0.5528255701065063,1.0952069759368896
,,,,,50,203,,,0.5746582746505737,1.0596189498901367,,
,,,,,51,207,,,,,0.5651105642318726,1.0941245555877686
,,,,,51,207,,,0.5736067295074463,1.0590472221374512,,
,,,,,52,211,,,,,0.5528255701065063,1.0854696035385132
,,,,,52,211,,,0.5835962295532227,1.041215181350708,,
,,,,,53,215,,,,,0.5823096036911011,1.0829956531524658
,,,,,53,215,,,0.5725551843643188,1.028534173965454,,
,,,,,54,219,,,,,0.5847665667533875,1.070996880531311
,,,,,54,219,,,0.5767613053321838,1.0324764251708984,,
,,,,,55,223,,,,,0.5724815726280212,1.0719945430755615
,,,,,55,223,,,0.5814931392669678,1.0283708572387695,,
,,,,,56,227,,,,,0.5675675868988037,1.0968449115753174
,,,,,56,227,,,0.5736067295074463,1.0537008047103882,,
,,,,,57,231,,,,,0.5700245499610901,1.087770938873291
,,,,,57,231,,,0.5746582746505737,1.031298279762268,,
