class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.5789473652839661,0.31481480598449707,0.6000000238418579,0.0,0.3478260934352875,0.08695652335882187,0,0,0.32867133617401123,1.6423453092575073
