epoch,step,train_acc_epoch,train_loss_epoch,val_acc,val_loss
0,3,,,0.1895604431629181,1.5988152027130127
0,3,0.27246037125587463,1.6329467296600342,,
1,7,,,0.31593406200408936,1.5843894481658936
1,7,0.4380505084991455,1.4940637350082397,,
2,11,,,0.42307692766189575,1.5463813543319702
2,11,0.4685848355293274,1.4289010763168335,,
3,15,,,0.40934064984321594,1.4874992370605469
3,15,0.4826776385307312,1.3878611326217651,,
4,19,,,0.46978020668029785,1.4206515550613403
4,19,0.49500879645347595,1.3558661937713623,,
5,23,,,0.4890109896659851,1.3643839359283447
5,23,0.5038167834281921,1.3195909261703491,,
6,27,,,0.4780219793319702,1.3291794061660767
6,27,0.5155607461929321,1.2939550876617432,,
7,31,,,0.5137362480163574,1.2861958742141724
7,31,0.5055783987045288,1.2753262519836426,,
8,35,,,0.5027472376823425,1.2622780799865723
8,35,0.517909586429596,1.2544891834259033,,
9,39,,,0.5164835453033447,1.248655915260315
9,39,0.5196711421012878,1.240619421005249,,
10,43,,,0.5164835453033447,1.236667513847351
10,43,0.5278919339179993,1.2256277799606323,,
11,47,,,0.5357142686843872,1.2228776216506958
11,47,0.5237815380096436,1.2162894010543823,,
12,51,,,0.5302197933197021,1.2161942720413208
12,51,0.5402231216430664,1.2042663097381592,,
13,55,,,0.5357142686843872,1.197611927986145
13,55,0.5314151644706726,1.195207953453064,,
14,59,,,0.5219780206680298,1.1954902410507202
14,59,0.532002329826355,1.1908833980560303,,
15,63,,,0.5164835453033447,1.1918591260910034
15,63,0.5384615659713745,1.1867510080337524,,
16,67,,,0.5384615659713745,1.1689642667770386
16,67,0.5378743410110474,1.176740288734436,,
17,71,,,0.5137362480163574,1.1840276718139648
17,71,0.5443335175514221,1.1683142185211182,,
18,75,,,0.5357142686843872,1.163889765739441
18,75,0.5507926940917969,1.1625043153762817,,
19,79,,,0.5219780206680298,1.1711546182632446
19,79,0.5419847369194031,1.1646184921264648,,
20,83,,,0.5384615659713745,1.148025393486023
20,83,0.5343511700630188,1.1548484563827515,,
21,87,,,0.5631868243217468,1.1542181968688965
21,87,0.5484439134597778,1.1427466869354248,,
22,91,,,0.5604395866394043,1.1423261165618896
22,91,0.5502055287361145,1.148697853088379,,
23,95,,,0.5467032790184021,1.1399563550949097
23,95,0.5590134859085083,1.132049798965454,,
24,99,,,0.5384615659713745,1.1177245378494263
24,99,0.5431591272354126,1.1427689790725708,,
25,103,,,0.5467032790184021,1.1199637651443481
25,103,0.5525543093681335,1.1383975744247437,,
26,107,,,0.5686812996864319,1.1221898794174194
26,107,0.5455079078674316,1.1361606121063232,,
27,111,,,0.5247252583503723,1.188189148902893
27,111,0.5302407741546631,1.1573125123977661,,
28,115,,,0.5357142686843872,1.1261024475097656
28,115,0.5443335175514221,1.1504952907562256,,
29,119,,,0.5741758346557617,1.1216628551483154
29,119,0.5472695231437683,1.1479058265686035,,
30,123,,,0.5302197933197021,1.136000633239746
30,123,0.5613623261451721,1.112870454788208,,
31,127,,,0.5604395866394043,1.108298659324646
31,127,0.5466822981834412,1.1292123794555664,,
32,131,,,0.5686812996864319,1.1001434326171875
32,131,0.5525543093681335,1.1304042339324951,,
33,135,,,0.5686812996864319,1.0912789106369019
33,135,0.5601878762245178,1.1115623712539673,,
34,139,,,0.5659340620040894,1.0950746536254883
34,139,0.5596007108688354,1.1109622716903687,,
35,143,,,0.5521978139877319,1.1017707586288452
35,143,0.5619494915008545,1.1047991514205933,,
36,147,,,0.5714285969734192,1.1095222234725952
36,147,0.5455079078674316,1.1033360958099365,,
37,151,,,0.5741758346557617,1.0902025699615479
37,151,0.5613623261451721,1.102288842201233,,
38,155,,,0.5741758346557617,1.0845022201538086
38,155,0.5701702833175659,1.1008189916610718,,
39,159,,,0.5741758346557617,1.0825685262680054
39,159,0.5566647052764893,1.1003167629241943,,
