class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.0517241396009922,0.0,0.0,0.03448275849223137,nan,0,0,0.02109704725444317,12.397011756896973
