class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss
0.45614033937454224,0.5185185074806213,0.3499999940395355,0.4883720874786377,0.30434781312942505,0.32608696818351746,0,0,0.41258740425109863,2.2104952335357666
