class_0_acc,class_1_acc,class_2_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,,59,59,,,,,0.5,1.05752432346344
,,,59,59,,,0.921450138092041,0.4601280391216278,,
,,,60,60,,,,,0.48571428656578064,1.0498281717300415
,,,60,60,,,0.921450138092041,0.4495772123336792,,
,,,61,61,,,,,0.5,1.0522857904434204
,,,61,61,,,0.921450138092041,0.4440317153930664,,
,,,62,62,,,,,0.5142857432365417,1.0502042770385742
,,,62,62,,,0.9154078364372253,0.4338662922382355,,
,,,63,63,,,,,0.4571428596973419,1.0550724267959595
,,,63,63,,,0.9154078364372253,0.4236234128475189,,
,,,64,64,,,,,0.4571428596973419,1.063533902168274
,,,64,64,,,0.9154078364372253,0.42057478427886963,,
,,,65,65,,,,,0.4571428596973419,1.0823211669921875
,,,65,65,,,0.9003021121025085,0.4149167239665985,,
,,,66,66,,,,,0.44285714626312256,1.0964781045913696
,,,66,66,,,0.9184290170669556,0.4098585546016693,,
,,,67,67,,,,,0.4714285731315613,1.1060607433319092
,,,67,67,,,0.9244713187217712,0.3997373580932617,,
,,,68,68,,,,,0.44285714626312256,1.11104416847229
,,,68,68,,,0.9305136203765869,0.3893410563468933,,
,,,69,69,,,,,0.4714285731315613,1.113690733909607
,,,69,69,,,0.9244713187217712,0.38051632046699524,,
,,,70,70,,,,,0.4714285731315613,1.1116890907287598
,,,70,70,,,0.9305136203765869,0.3744358718395233,,
,,,71,71,,,,,0.4714285731315613,1.12116539478302
,,,71,71,,,0.9274924397468567,0.3804120123386383,,
,,,72,72,,,,,0.48571428656578064,1.1260499954223633
,,,72,72,,,0.9425981640815735,0.36080247163772583,,
,,,73,73,,,,,0.5,1.151814579963684
,,,73,73,,,0.9335347414016724,0.3538583815097809,,
,,,74,74,,,,,0.48571428656578064,1.162602186203003
,,,74,74,,,0.9456193447113037,0.34752053022384644,,
,,,75,75,,,,,0.5,1.1433277130126953
,,,75,75,,,0.9546827673912048,0.3425174653530121,,
,,,76,76,,,,,0.5285714268684387,1.1229208707809448
,,,76,76,,,0.9486404657363892,0.33954697847366333,,
,,,77,77,,,,,0.5571428537368774,1.1222018003463745
,,,77,77,,,0.9546827673912048,0.3259849548339844,,
,,,78,78,,,,,0.5285714268684387,1.1229089498519897
,,,78,78,,,0.9486404657363892,0.3234065771102905,,
,,,79,79,,,,,0.5428571701049805,1.1175557374954224
,,,79,79,,,0.9486404657363892,0.3186858594417572,,
,,,80,80,,,,,0.5428571701049805,1.1184712648391724
,,,80,80,,,0.9546827673912048,0.3070231080055237,,
,,,81,81,,,,,0.5142857432365417,1.1257187128067017
,,,81,81,,,0.9607250690460205,0.30323439836502075,,
,,,82,82,,,,,0.5285714268684387,1.1323171854019165
,,,82,82,,,0.9697884917259216,0.29975295066833496,,
,,,83,83,,,,,0.5285714268684387,1.1388133764266968
,,,83,83,,,0.9637462496757507,0.2984440326690674,,
,,,84,84,,,,,0.5,1.1504396200180054
,,,84,84,,,0.9697884917259216,0.28395211696624756,,
,,,85,85,,,,,0.5,1.1713134050369263
,,,85,85,,,0.9637462496757507,0.2793775796890259,,
,,,86,86,,,,,0.5142857432365417,1.19436514377594
,,,86,86,,,0.9607250690460205,0.2801823318004608,,
,,,87,87,,,,,0.5428571701049805,1.2054474353790283
,,,87,87,,,0.9637462496757507,0.2655923068523407,,
,,,88,88,,,,,0.5285714268684387,1.2167757749557495
,,,88,88,,,0.9788519740104675,0.2635616660118103,,
,,,89,89,,,,,0.5285714268684387,1.2084814310073853
,,,89,89,,,0.981873095035553,0.25673985481262207,,
,,,90,90,,,,,0.5285714268684387,1.1896127462387085
,,,90,90,,,0.981873095035553,0.2496316283941269,,
,,,91,91,,,,,0.5285714268684387,1.176353096961975
,,,91,91,,,0.981873095035553,0.2463672161102295,,
,,,92,92,,,,,0.5428571701049805,1.1721327304840088
,,,92,92,,,0.9758307933807373,0.24167051911354065,,
,,,93,93,,,,,0.5285714268684387,1.1756945848464966
,,,93,93,,,0.981873095035553,0.23686577379703522,,
,,,94,94,,,,,0.5285714268684387,1.174647331237793
,,,94,94,,,0.9879153966903687,0.23186740279197693,,
,,,95,95,,,,,0.5285714268684387,1.1711091995239258
,,,95,95,,,0.9879153966903687,0.23148350417613983,,
,,,96,96,,,,,0.5428571701049805,1.166439175605774
,,,96,96,,,0.9879153966903687,0.22744695842266083,,
,,,97,97,,,,,0.5428571701049805,1.1546154022216797
,,,97,97,,,0.9909365773200989,0.21718572080135345,,
,,,98,98,,,,,0.5285714268684387,1.1543139219284058
,,,98,98,,,0.9879153966903687,0.20811185240745544,,
,,,99,99,,,,,0.5285714268684387,1.1541213989257812
,,,99,99,,,0.9879153966903687,0.20643919706344604,,
,,,100,100,,,,,0.5428571701049805,1.1542223691940308
,,,100,100,,,0.9788519740104675,0.2072659581899643,,
,,,101,101,,,,,0.5428571701049805,1.171362280845642
,,,101,101,,,0.9879153966903687,0.1968400776386261,,
,,,102,102,,,,,0.5428571701049805,1.1908098459243774
,,,102,102,,,0.9909365773200989,0.19562341272830963,,
,,,103,103,,,,,0.5285714268684387,1.2059786319732666
,,,103,103,,,0.9939576983451843,0.1913072168827057,,
,,,104,104,,,,,0.5428571701049805,1.1951857805252075
,,,104,104,,,0.9969788789749146,0.18786542117595673,,
,,,105,105,,,,,0.5285714268684387,1.173965573310852
,,,105,105,,,0.9939576983451843,0.18781201541423798,,
,,,106,106,,,,,0.5428571701049805,1.1774632930755615
,,,106,106,,,0.9848942756652832,0.17871958017349243,,
,,,107,107,,,,,0.5,1.2075899839401245
,,,107,107,,,0.9848942756652832,0.17714937031269073,,
,,,108,108,,,,,0.48571428656578064,1.2540874481201172
,,,108,108,,,0.9879153966903687,0.16844719648361206,,
,,,109,109,,,,,0.4714285731315613,1.2480762004852295
,,,109,109,,,0.9969788789749146,0.1726394146680832,,
,,,110,110,,,,,0.5285714268684387,1.211899995803833
,,,110,110,,,0.9969788789749146,0.16633960604667664,,
,,,111,111,,,,,0.5285714268684387,1.2001053094863892
,,,111,111,,,0.9969788789749146,0.1562356799840927,,
,,,112,112,,,,,0.5142857432365417,1.2032155990600586
,,,112,112,,,0.9969788789749146,0.1541461944580078,,
,,,113,113,,,,,0.5285714268684387,1.200722575187683
,,,113,113,,,0.9939576983451843,0.15362881124019623,,
,,,114,114,,,,,0.5428571701049805,1.2102999687194824
,,,114,114,,,1.0,0.14881792664527893,,
,,,115,115,,,,,0.5142857432365417,1.2343716621398926
,,,115,115,,,0.9969788789749146,0.15688158571720123,,
,,,116,116,,,,,0.5285714268684387,1.2341617345809937
,,,116,116,,,0.9969788789749146,0.14946967363357544,,
,,,117,117,,,,,0.5428571701049805,1.2174509763717651
,,,117,117,,,0.9939576983451843,0.147009015083313,,
,,,118,118,,,,,0.5571428537368774,1.2010724544525146
,,,118,118,,,1.0,0.13480903208255768,,
,,,119,119,,,,,0.5142857432365417,1.2008541822433472
,,,119,119,,,1.0,0.13605017960071564,,
,,,120,120,,,,,0.5142857432365417,1.2056896686553955
,,,120,120,,,0.9969788789749146,0.1369977444410324,,
,,,121,121,,,,,0.5142857432365417,1.218066692352295
,,,121,121,,,1.0,0.13305597007274628,,
,,,122,122,,,,,0.5,1.2358263731002808
,,,122,122,,,1.0,0.12901470065116882,,
,,,123,123,,,,,0.5,1.278045654296875
,,,123,123,,,1.0,0.1271638423204422,,
,,,124,124,,,,,0.5571428537368774,1.2785242795944214
,,,124,124,,,1.0,0.12474570423364639,,
,,,125,125,,,,,0.5714285969734192,1.2358157634735107
,,,125,125,,,1.0,0.1186012327671051,,
,,,126,126,,,,,0.5714285969734192,1.2137264013290405
,,,126,126,,,1.0,0.11564558744430542,,
,,,127,127,,,,,0.5571428537368774,1.2008923292160034
,,,127,127,,,1.0,0.11803711950778961,,
,,,128,128,,,,,0.5571428537368774,1.2049686908721924
,,,128,128,,,0.9969788789749146,0.11699573695659637,,
,,,129,129,,,,,0.5,1.2444647550582886
,,,129,129,,,1.0,0.10823509842157364,,
,,,130,130,,,,,0.48571428656578064,1.2497620582580566
,,,130,130,,,0.9969788789749146,0.11137405037879944,,
,,,131,131,,,,,0.5,1.2575318813323975
,,,131,131,,,1.0,0.10651184618473053,,
,,,132,132,,,,,0.5571428537368774,1.2347620725631714
,,,132,132,,,1.0,0.10251346230506897,,
,,,133,133,,,,,0.5714285969734192,1.2187294960021973
,,,133,133,,,1.0,0.10230975598096848,,
,,,134,134,,,,,0.5285714268684387,1.21234130859375
,,,134,134,,,1.0,0.1010582447052002,,
,,,135,135,,,,,0.5285714268684387,1.201418399810791
,,,135,135,,,1.0,0.10820302367210388,,
,,,136,136,,,,,0.5428571701049805,1.215904712677002
,,,136,136,,,1.0,0.09715358912944794,,
,,,137,137,,,,,0.5285714268684387,1.2236322164535522
,,,137,137,,,1.0,0.09332099556922913,,
,,,138,138,,,,,0.5285714268684387,1.2179380655288696
,,,138,138,,,1.0,0.09076472371816635,,
,,,139,139,,,,,0.5428571701049805,1.2238080501556396
,,,139,139,,,1.0,0.08994819968938828,,
,,,140,140,,,,,0.5285714268684387,1.2248283624649048
,,,140,140,,,1.0,0.08601363003253937,,
,,,141,141,,,,,0.5428571701049805,1.2294279336929321
,,,141,141,,,1.0,0.08516470342874527,,
,,,142,142,,,,,0.5428571701049805,1.2353085279464722
,,,142,142,,,1.0,0.08140654861927032,,
,,,143,143,,,,,0.5142857432365417,1.239357352256775
,,,143,143,,,1.0,0.0835350826382637,,
,,,144,144,,,,,0.5285714268684387,1.2505269050598145
,,,144,144,,,1.0,0.08604002743959427,,
,,,145,145,,,,,0.5428571701049805,1.2762948274612427
,,,145,145,,,1.0,0.07746823132038116,,
,,,146,146,,,,,0.5285714268684387,1.2944056987762451
,,,146,146,,,1.0,0.07339535653591156,,
,,,147,147,,,,,0.5285714268684387,1.2837858200073242
,,,147,147,,,1.0,0.07555174827575684,,
,,,148,148,,,,,0.5285714268684387,1.2694871425628662
,,,148,148,,,1.0,0.07102622836828232,,
,,,149,149,,,,,0.5142857432365417,1.2487765550613403
,,,149,149,,,1.0,0.0704587921500206,,
,,,150,150,,,,,0.5285714268684387,1.2326687574386597
,,,150,150,,,1.0,0.06786513328552246,,
,,,151,151,,,,,0.5428571701049805,1.2082078456878662
,,,151,151,,,1.0,0.07154112309217453,,
,,,152,152,,,,,0.5285714268684387,1.1944248676300049
,,,152,152,,,1.0,0.06664592772722244,,
,,,153,153,,,,,0.5857142806053162,1.2084236145019531
,,,153,153,,,1.0,0.06461333483457565,,
,,,154,154,,,,,0.5714285969734192,1.2189375162124634
,,,154,154,,,1.0,0.06844311952590942,,
,,,155,155,,,,,0.5428571701049805,1.2490794658660889
,,,155,155,,,1.0,0.06833351403474808,,
,,,156,156,,,,,0.5428571701049805,1.2447093725204468
,,,156,156,,,1.0,0.06476421654224396,,
,,,157,157,,,,,0.5428571701049805,1.2213414907455444
,,,157,157,,,1.0,0.06586267799139023,,
,,,158,158,,,,,0.5714285969734192,1.2286643981933594
,,,158,158,,,1.0,0.06177739053964615,,
,,,159,159,,,,,0.5571428537368774,1.2491018772125244
,,,159,159,,,1.0,0.057913437485694885,,
,,,160,160,,,,,0.5428571701049805,1.2860546112060547
,,,160,160,,,1.0,0.0592561773955822,,
,,,161,161,,,,,0.5142857432365417,1.3402496576309204
,,,161,161,,,1.0,0.06045525148510933,,
,,,162,162,,,,,0.5,1.3480364084243774
,,,162,162,,,1.0,0.057253144681453705,,
,,,163,163,,,,,0.5142857432365417,1.3404223918914795
,,,163,163,,,1.0,0.054472073912620544,,
,,,164,164,,,,,0.5142857432365417,1.3350452184677124
,,,164,164,,,1.0,0.052479494363069534,,
,,,165,165,,,,,0.5285714268684387,1.3101704120635986
,,,165,165,,,1.0,0.055344272404909134,,
,,,166,166,,,,,0.5285714268684387,1.3089910745620728
,,,166,166,,,1.0,0.04996846988797188,,
,,,167,167,,,,,0.5142857432365417,1.3033826351165771
,,,167,167,,,1.0,0.05141530930995941,,
,,,168,168,,,,,0.5142857432365417,1.2980785369873047
,,,168,168,,,1.0,0.05012631043791771,,
,,,169,169,,,,,0.5,1.3068037033081055
,,,169,169,,,1.0,0.04756420850753784,,
,,,170,170,,,,,0.5142857432365417,1.3244118690490723
,,,170,170,,,1.0,0.04855702072381973,,
,,,171,171,,,,,0.4714285731315613,1.351544976234436
,,,171,171,,,1.0,0.04798988997936249,,
,,,172,172,,,,,0.48571428656578064,1.3827228546142578
,,,172,172,,,1.0,0.04475749656558037,,
,,,173,173,,,,,0.5142857432365417,1.3545231819152832
,,,173,173,,,1.0,0.04645312950015068,,
,,,174,174,,,,,0.5142857432365417,1.332800030708313
,,,174,174,,,1.0,0.044340670108795166,,
,,,175,175,,,,,0.5285714268684387,1.324741244316101
,,,175,175,,,1.0,0.041787296533584595,,
,,,176,176,,,,,0.5428571701049805,1.3323249816894531
,,,176,176,,,1.0,0.04431043937802315,,
,,,177,177,,,,,0.5571428537368774,1.3504401445388794
,,,177,177,,,1.0,0.0408099889755249,,
,,,178,178,,,,,0.5428571701049805,1.3698221445083618
,,,178,178,,,1.0,0.03865576907992363,,
,,,179,179,,,,,0.5285714268684387,1.3297158479690552
,,,179,179,,,1.0,0.04522427171468735,,
,,,180,180,,,,,0.5571428537368774,1.3156073093414307
,,,180,180,,,1.0,0.03882699832320213,,
,,,181,181,,,,,0.5571428537368774,1.3217331171035767
,,,181,181,,,1.0,0.04432753846049309,,
,,,182,182,,,,,0.5428571701049805,1.3231407403945923
,,,182,182,,,1.0,0.03807326778769493,,
,,,183,183,,,,,0.5,1.3379924297332764
,,,183,183,,,1.0,0.03934978321194649,,
,,,184,184,,,,,0.5142857432365417,1.3440186977386475
,,,184,184,,,1.0,0.036606889218091965,,
,,,185,185,,,,,0.5285714268684387,1.3227630853652954
,,,185,185,,,1.0,0.03676783666014671,,
,,,186,186,,,,,0.5428571701049805,1.3181730508804321
,,,186,186,,,1.0,0.03867888078093529,,
,,,187,187,,,,,0.5714285969734192,1.3262500762939453
,,,187,187,,,1.0,0.03559283912181854,,
,,,188,188,,,,,0.5428571701049805,1.3507260084152222
,,,188,188,,,1.0,0.03527392819523811,,
,,,189,189,,,,,0.5142857432365417,1.3818795680999756
,,,189,189,,,1.0,0.035090044140815735,,
,,,190,190,,,,,0.5142857432365417,1.406110405921936
,,,190,190,,,1.0,0.03386291116476059,,
,,,191,191,,,,,0.5285714268684387,1.4139317274093628
,,,191,191,,,1.0,0.03609539568424225,,
,,,192,192,,,,,0.5428571701049805,1.409364938735962
,,,192,192,,,1.0,0.03534254804253578,,
,,,193,193,,,,,0.5428571701049805,1.4093315601348877
,,,193,193,,,1.0,0.033955492079257965,,
,,,194,194,,,,,0.5428571701049805,1.3993216753005981
,,,194,194,,,1.0,0.03210103511810303,,
,,,195,195,,,,,0.5428571701049805,1.3988680839538574
,,,195,195,,,1.0,0.032649215310811996,,
,,,196,196,,,,,0.5428571701049805,1.3985559940338135
,,,196,196,,,1.0,0.03152598813176155,,
,,,197,197,,,,,0.5142857432365417,1.3989914655685425
,,,197,197,,,1.0,0.028822286054491997,,
,,,198,198,,,,,0.5285714268684387,1.4030870199203491
,,,198,198,,,1.0,0.028970107436180115,,
,,,199,199,,,,,0.5285714268684387,1.4266613721847534
,,,199,199,,,1.0,0.03417769819498062,,
,,,200,200,,,,,0.5285714268684387,1.431356430053711
,,,200,200,,,1.0,0.028028292581439018,,
,,,201,201,,,,,0.5142857432365417,1.4342703819274902
,,,201,201,,,1.0,0.02914229966700077,,
,,,202,202,,,,,0.5428571701049805,1.4203996658325195
,,,202,202,,,1.0,0.027294715866446495,,
,,,203,203,,,,,0.5714285969734192,1.3984599113464355
,,,203,203,,,1.0,0.02798742614686489,,
,,,204,204,,,,,0.5571428537368774,1.3789379596710205
,,,204,204,,,1.0,0.02792520821094513,,
,,,205,205,,,,,0.5571428537368774,1.390312910079956
,,,205,205,,,1.0,0.02647162228822708,,
,,,206,206,,,,,0.5428571701049805,1.4049988985061646
,,,206,206,,,1.0,0.028194710612297058,,
,,,207,207,,,,,0.5571428537368774,1.4408626556396484
,,,207,207,,,1.0,0.02652771584689617,,
,,,208,208,,,,,0.5285714268684387,1.4878422021865845
,,,208,208,,,1.0,0.026834256947040558,,
,,,209,209,,,,,0.5428571701049805,1.479887843132019
,,,209,209,,,1.0,0.0266126599162817,,
,,,210,210,,,,,0.5285714268684387,1.4460728168487549
,,,210,210,,,1.0,0.029313810169696808,,
,,,211,211,,,,,0.5285714268684387,1.4356279373168945
,,,211,211,,,1.0,0.023030001670122147,,
,,,212,212,,,,,0.5,1.4319603443145752
,,,212,212,,,1.0,0.024996347725391388,,
,,,213,213,,,,,0.48571428656578064,1.4334568977355957
,,,213,213,,,1.0,0.0278839822858572,,
,,,214,214,,,,,0.5,1.4483025074005127
,,,214,214,,,1.0,0.025501279160380363,,
,,,215,215,,,,,0.5,1.4594072103500366
,,,215,215,,,1.0,0.023975133895874023,,
,,,216,216,,,,,0.5,1.4485098123550415
,,,216,216,,,1.0,0.025882242247462273,,
,,,217,217,,,,,0.5428571701049805,1.4535753726959229
,,,217,217,,,1.0,0.023162098601460457,,
,,,218,218,,,,,0.5428571701049805,1.4644272327423096
,,,218,218,,,1.0,0.022863799706101418,,
,,,219,219,,,,,0.5142857432365417,1.470467209815979
,,,219,219,,,1.0,0.024165697395801544,,
,,,220,220,,,,,0.4571428596973419,1.508108377456665
,,,220,220,,,1.0,0.02246103622019291,,
,,,221,221,,,,,0.4571428596973419,1.5383650064468384
,,,221,221,,,1.0,0.021738996729254723,,
,,,222,222,,,,,0.48571428656578064,1.5067527294158936
,,,222,222,,,1.0,0.025777770206332207,,
,,,223,223,,,,,0.5142857432365417,1.4850549697875977
,,,223,223,,,1.0,0.02293030545115471,,
,,,224,224,,,,,0.5285714268684387,1.4730876684188843
,,,224,224,,,1.0,0.02259601280093193,,
,,,225,225,,,,,0.5285714268684387,1.462883472442627
,,,225,225,,,1.0,0.026292558759450912,,
,,,226,226,,,,,0.5285714268684387,1.501672387123108
,,,226,226,,,1.0,0.022697290405631065,,
,,,227,227,,,,,0.5142857432365417,1.5499502420425415
,,,227,227,,,1.0,0.02089254930615425,,
,,,228,228,,,,,0.5285714268684387,1.5193212032318115
,,,228,228,,,1.0,0.026177091524004936,,
,,,229,229,,,,,0.5142857432365417,1.484675645828247
,,,229,229,,,1.0,0.020688371732831,,
,,,230,230,,,,,0.5428571701049805,1.4947198629379272
,,,230,230,,,1.0,0.019629565998911858,,
,,,231,231,,,,,0.5571428537368774,1.4988688230514526
,,,231,231,,,1.0,0.020742863416671753,,
,,,232,232,,,,,0.5285714268684387,1.4897284507751465
,,,232,232,,,1.0,0.026952892541885376,,
,,,233,233,,,,,0.5,1.483575463294983
,,,233,233,,,1.0,0.019833937287330627,,
,,,234,234,,,,,0.48571428656578064,1.476683497428894
,,,234,234,,,1.0,0.021147673949599266,,
,,,235,235,,,,,0.5,1.4672061204910278
,,,235,235,,,1.0,0.020087996497750282,,
,,,236,236,,,,,0.48571428656578064,1.4642454385757446
,,,236,236,,,1.0,0.02050297148525715,,
,,,237,237,,,,,0.5285714268684387,1.4716205596923828
,,,237,237,,,1.0,0.019143830984830856,,
,,,238,238,,,,,0.5142857432365417,1.4757736921310425
,,,238,238,,,1.0,0.02201627381145954,,
,,,239,239,,,,,0.5142857432365417,1.478287696838379
,,,239,239,,,1.0,0.01787821762263775,,
,,,240,240,,,,,0.5142857432365417,1.488275170326233
,,,240,240,,,1.0,0.016750434413552284,,
,,,241,241,,,,,0.5285714268684387,1.4955451488494873
,,,241,241,,,1.0,0.018152907490730286,,
,,,242,242,,,,,0.5142857432365417,1.490439772605896
,,,242,242,,,1.0,0.01844686083495617,,
,,,243,243,,,,,0.5285714268684387,1.4848037958145142
,,,243,243,,,1.0,0.017580531537532806,,
,,,244,244,,,,,0.5428571701049805,1.4836517572402954
,,,244,244,,,1.0,0.0168099794536829,,
,,,245,245,,,,,0.5285714268684387,1.4968839883804321
,,,245,245,,,1.0,0.018547801300883293,,
,,,246,246,,,,,0.5285714268684387,1.5129647254943848
,,,246,246,,,1.0,0.016228124499320984,,
,,,247,247,,,,,0.5142857432365417,1.5374795198440552
,,,247,247,,,1.0,0.01761029101908207,,
,,,248,248,,,,,0.5428571701049805,1.572943091392517
,,,248,248,,,1.0,0.020807724446058273,,
,,,249,249,,,,,0.5142857432365417,1.5635420083999634
,,,249,249,,,1.0,0.01711418852210045,,
,,,250,250,,,,,0.48571428656578064,1.550329566001892
,,,250,250,,,1.0,0.016927551478147507,,
,,,251,251,,,,,0.5,1.5472151041030884
,,,251,251,,,1.0,0.015779949724674225,,
,,,252,252,,,,,0.5142857432365417,1.5515016317367554
,,,252,252,,,1.0,0.014942716807126999,,
,,,253,253,,,,,0.5142857432365417,1.5562564134597778
,,,253,253,,,1.0,0.015945149585604668,,
