class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,class_5_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
,,,,,,0,0,,,,0.109375,,1.793572187423706,,
,,,,,,0,1,,,,0.23046875,,1.786455512046814,,
,,,,,,0,2,,,,0.16326530277729034,,1.777753233909607,,
,,,,,,0,2,,,,,,,0.15845070779323578,1.7852113246917725
,,,,,,0,2,,,0.1835966855287552,,1.7878410816192627,,,
,,,,,,1,3,,,,0.30859375,,1.7680062055587769,,
,,,,,,1,4,,,,0.3359375,,1.7569137811660767,,
,,,,,,1,5,,,,0.22448979318141937,,1.7790096998214722,,
,,,,,,1,5,,,,,,,0.22535210847854614,1.7623721361160278
,,,,,,1,5,,,0.2784048020839691,,1.7613544464111328,,,
,,,,,,2,6,,,,0.31640625,,1.7243705987930298,,
,,,,,,2,7,,,,0.25390625,,1.718149185180664,,
,,,,,,2,8,,,,0.36734694242477417,,1.6568424701690674,,
,,,,,,2,8,,,,,,,0.27464789152145386,1.7115856409072876
,,,,,,2,8,,,0.29119637608528137,,1.7157869338989258,,,
,,,,,,3,9,,,,0.32421875,,1.6644093990325928,,
,,,,,,3,10,,,,0.328125,,1.6491398811340332,,
,,,,,,3,11,,,,0.30612245202064514,,1.6006420850753784,,
,,,,,,3,11,,,,,,,0.27464789152145386,1.6743782758712769
,,,,,,3,11,,,0.2806621491909027,,1.6542426347732544,,,
,,,,,,4,12,,,,0.296875,,1.6289479732513428,,
,,,,,,4,13,,,,0.2890625,,1.6308473348617554,,
,,,,,,4,14,,,,0.20408163964748383,,1.6599379777908325,,
,,,,,,4,14,,,,,,,0.3239436745643616,1.6627833843231201
,,,,,,4,14,,,0.3009781837463379,,1.6043773889541626,,,
,,,,,,5,15,,,,0.328125,,1.617125391960144,,
,,,,,,5,16,,,,0.34375,,1.545549988746643,,
,,,,,,5,17,,,,0.5306122303009033,,1.4687390327453613,,
,,,,,,5,17,,,,,,,0.3661971688270569,1.6673755645751953
,,,,,,5,17,,,0.34612491726875305,,1.5729894638061523,,,
,,,,,,6,18,,,,0.375,,1.5583001375198364,,
,,,,,,6,19,,,,0.36328125,,1.5142526626586914,,
,,,,,,6,20,,,,0.2448979616165161,,1.573801040649414,,
,,,,,,6,20,,,,,,,0.34507042169570923,1.6712913513183594
,,,,,,6,20,,,0.3559066951274872,,1.5284279584884644,,,
,,,,,,7,21,,,,0.31640625,,1.5347566604614258,,
,,,,,,7,22,,,,0.42578125,,1.4603968858718872,,
,,,,,,7,23,,,,0.3877550959587097,,1.5310938358306885,,
,,,,,,7,23,,,,,,,0.30633804202079773,1.6185482740402222
,,,,,,7,23,,,0.3589164912700653,,1.5076918601989746,,,
,,,,,,8,24,,,,0.328125,,1.4767510890960693,,
,,,,,,8,25,,,,0.29296875,,1.5107570886611938,,
,,,,,,8,26,,,,0.2448979616165161,,1.5384591817855835,,
,,,,,,8,26,,,,,,,0.2922535240650177,1.5939124822616577
,,,,,,8,26,,,0.34612491726875305,,1.4858494997024536,,,
,,,,,,9,27,,,,0.34375,,1.4219166040420532,,
,,,,,,9,28,,,,0.3359375,,1.4559640884399414,,
,,,,,,9,29,,,,0.3877550959587097,,1.3891059160232544,,
,,,,,,9,29,,,,,,,0.34859153628349304,1.5395455360412598
,,,,,,9,29,,,0.37547028064727783,,1.446777582168579,,,
,,,,,,10,30,,,,0.3984375,,1.4581713676452637,,
,,,,,,10,31,,,,0.375,,1.4682059288024902,,
,,,,,,10,32,,,,0.3469387888908386,,1.6595884561538696,,
,,,,,,10,32,,,,,,,0.39788731932640076,1.505746841430664
,,,,,,10,32,,,0.39879608154296875,,1.4429552555084229,,,
,,,,,,11,33,,,,0.3828125,,1.4456971883773804,,
,,,,,,11,34,,,,0.41015625,,1.3999556303024292,,
,,,,,,11,35,,,,0.3877550959587097,,1.6928884983062744,,
,,,,,,11,35,,,,,,,0.3661971688270569,1.510164737701416
,,,,,,11,35,,,0.41685476899147034,,1.418299913406372,,,
,,,,,,12,36,,,,0.4375,,1.3492943048477173,,
,,,,,,12,37,,,,0.41015625,,1.4217461347579956,,
,,,,,,12,38,,,,0.26530611515045166,,1.4142972230911255,,
,,,,,,12,38,,,,,,,0.3697183132171631,1.475947380065918
,,,,,,12,38,,,0.39879608154296875,,1.4039472341537476,,,
,,,,,,13,39,,,,0.40625,,1.4049005508422852,,
,,,,,,13,40,,,,0.42578125,,1.4436395168304443,,
,,,,,,13,41,,,,0.4897959232330322,,1.399815320968628,,
,,,,,,13,41,,,,,,,0.38732394576072693,1.4412822723388672
,,,,,,13,41,,,0.4251316785812378,,1.3745843172073364,,,
,,,,,,14,42,,,,0.38671875,,1.4156455993652344,,
,,,,,,14,43,,,,0.40625,,1.3860912322998047,,
,,,,,,14,44,,,,0.3265306055545807,,1.4906388521194458,,
,,,,,,14,44,,,,,,,0.3345070481300354,1.473336935043335
,,,,,,14,44,,,0.41309255361557007,,1.362730622291565,,,
,,,,,,15,45,,,,0.421875,,1.35789155960083,,
,,,,,,15,46,,,,0.45703125,,1.350935459136963,,
,,,,,,15,47,,,,0.4285714328289032,,1.2507539987564087,,
,,,,,,15,47,,,,,,,0.3767605721950531,1.4801836013793945
,,,,,,15,47,,,0.4213694632053375,,1.365005612373352,,,
,,,,,,16,48,,,,0.49609375,,1.2834653854370117,,
,,,,,,16,49,,,,0.44921875,,1.3539823293685913,,
,,,,,,16,50,,,,0.3469387888908386,,1.5300735235214233,,
,,,,,,16,50,,,,,,,0.42957746982574463,1.4102624654769897
,,,,,,16,50,,,0.4409330189228058,,1.3348840475082397,,,
,,,,,,17,51,,,,0.41015625,,1.3691601753234863,,
,,,,,,17,52,,,,0.42578125,,1.3477833271026611,,
,,,,,,17,53,,,,0.3469387888908386,,1.4184757471084595,,
,,,,,,17,53,,,,,,,0.4225352108478546,1.4410525560379028
,,,,,,17,53,,,0.41309255361557007,,1.3603118658065796,,,
,,,,,,18,54,,,,0.48828125,,1.2918018102645874,,
,,,,,,18,55,,,,0.41796875,,1.3162188529968262,,
,,,,,,18,56,,,,0.3877550959587097,,1.2969107627868652,,
,,,,,,18,56,,,,,,,0.36267605423927307,1.4660955667495728
,,,,,,18,56,,,0.4431903660297394,,1.3036408424377441,,,
,,,,,,19,57,,,,0.53515625,,1.1850342750549316,,
,,,,,,19,58,,,,0.46875,,1.2540127038955688,,
,,,,,,19,59,,,,0.2857142984867096,,1.601337194442749,,
,,,,,,19,59,,,,,,,0.3697183132171631,1.4954627752304077
,,,,,,19,59,,,0.4507148265838623,,1.2999866008758545,,,
,,,,,,20,60,,,,0.3984375,,1.363752841949463,,
,,,,,,20,61,,,,0.47265625,,1.2643089294433594,,
,,,,,,20,62,,,,0.3469387888908386,,1.3361297845840454,,
,,,,,,20,62,,,,,,,0.4260563254356384,1.3776562213897705
,,,,,,20,62,,,0.43115124106407166,,1.3173044919967651,,,
,,,,,,21,63,,,,0.46875,,1.2853169441223145,,
,,,,,,21,64,,,,0.4453125,,1.3369340896606445,,
,,,,,,21,65,,,,0.3265306055545807,,1.4313780069351196,,
,,,,,,21,65,,,,,,,0.4084506928920746,1.4062994718551636
,,,,,,21,65,,,0.47479307651519775,,1.2791693210601807,,,
,,,,,,22,66,,,,0.4375,,1.32888925075531,,
,,,,,,22,67,,,,0.42578125,,1.3413232564926147,,
,,,,,,22,68,,,,0.4693877696990967,,1.3946706056594849,,
,,,,,,22,68,,,,,,,0.35915493965148926,1.5823845863342285
,,,,,,22,68,,,0.44920992851257324,,1.321291446685791,,,
,,,,,,23,69,,,,0.41796875,,1.3783389329910278,,
,,,,,,23,70,,,,0.46484375,,1.2312474250793457,,
,,,,,,23,71,,,,0.4285714328289032,,1.4393246173858643,,
,,,,,,23,71,,,,,,,0.4542253613471985,1.3279359340667725
,,,,,,23,71,,,0.44018059968948364,,1.2991106510162354,,,
,,,,,,24,72,,,,0.45703125,,1.2095839977264404,,
,,,,,,24,73,,,,0.41796875,,1.3173357248306274,,
,,,,,,24,74,,,,0.4897959232330322,,1.4068267345428467,,
,,,,,,24,74,,,,,,,0.3838028311729431,1.471230149269104
,,,,,,24,74,,,0.4477050304412842,,1.2721580266952515,,,
,,,,,,25,75,,,,0.4609375,,1.2387155294418335,,
,,,,,,25,76,,,,0.5,,1.1625661849975586,,
,,,,,,25,77,,,,0.3265306055545807,,1.6345058679580688,,
,,,,,,25,77,,,,,,,0.4084506928920746,1.5032240152359009
,,,,,,25,77,,,0.4755455255508423,,1.2250851392745972,,,
,,,,,,26,78,,,,0.44140625,,1.2285096645355225,,
,,,,,,26,79,,,,0.484375,,1.2854993343353271,,
,,,,,,26,80,,,,0.5306122303009033,,1.2032359838485718,,
,,,,,,26,80,,,,,,,0.3732394278049469,1.4071850776672363
,,,,,,26,80,,,0.4484574794769287,,1.280173659324646,,,
,,,,,,27,81,,,,0.4375,,1.2456488609313965,,
,,,,,,27,82,,,,0.48046875,,1.2159857749938965,,
,,,,,,27,83,,,,0.44897958636283875,,1.1799732446670532,,
,,,,,,27,83,,,,,,,0.43309858441352844,1.380985140800476
,,,,,,27,83,,,0.4552294909954071,,1.2392103672027588,,,
,,,,,,28,84,,,,0.44921875,,1.265706181526184,,
,,,,,,28,85,,,,0.453125,,1.2330690622329712,,
,,,,,,28,86,,,,0.2857142984867096,,1.8315855264663696,,
,,,,,,28,86,,,,,,,0.4225352108478546,1.3971914052963257
,,,,,,28,86,,,0.4597441554069519,,1.2520452737808228,,,
,,,,,,29,87,,,,0.51171875,,1.1873377561569214,,
,,,,,,29,88,,,,0.5,,1.1526507139205933,,
,,,,,,29,89,,,,0.3265306055545807,,1.3991317749023438,,
,,,,,,29,89,,,,,,,0.3802816867828369,1.3333641290664673
,,,,,,29,89,,,0.48607975244522095,,1.2205088138580322,,,
,,,,,,30,90,,,,0.47265625,,1.196755051612854,,
,,,,,,30,91,,,,0.41015625,,1.3138952255249023,,
,,,,,,30,92,,,,0.4285714328289032,,1.2990076541900635,,
,,,,,,30,92,,,,,,,0.3697183132171631,1.4809504747390747
,,,,,,30,92,,,0.44243791699409485,,1.2548795938491821,,,
,,,,,,31,93,,,,0.5078125,,1.1404569149017334,,
,,,,,,31,94,,,,0.59375,,1.0982557535171509,,
,,,,,,31,95,,,,0.36734694242477417,,1.4152365922927856,,
,,,,,,31,95,,,,,,,0.3661971688270569,1.4649735689163208
,,,,,,31,95,,,0.49285176396369934,,1.1916762590408325,,,
,,,,,,32,96,,,,0.4609375,,1.2141026258468628,,
,,,,,,32,97,,,,0.48046875,,1.2459557056427002,,
,,,,,,32,98,,,,0.44897958636283875,,1.3788143396377563,,
,,,,,,32,98,,,,,,,0.39436620473861694,1.4632066488265991
,,,,,,32,98,,,0.46576371788978577,,1.2230123281478882,,,
