class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.8926174640655518,0.796875,0.6166666746139526,0.5068492889404297,0.4285714328289032,0,0,0.6968215107917786,0.855301558971405
