epoch,step,train_acc_epoch,train_loss_epoch,val_acc,val_loss
0,2,,,0.24152542650699615,1.385680079460144
0,2,0.27742519974708557,1.3846770524978638,,
1,5,,,0.24152542650699615,1.384389042854309
1,5,0.27742519974708557,1.3832772970199585,,
2,8,,,0.24152542650699615,1.3852746486663818
2,8,0.27742519974708557,1.3820147514343262,,
3,11,,,0.38983049988746643,1.366873025894165
3,11,0.2937443256378174,1.3762431144714355,,
4,14,,,0.3855932056903839,1.3187897205352783
4,14,0.3717135190963745,1.434347152709961,,
5,17,,,0.33898305892944336,1.3273202180862427
5,17,0.40344515442848206,1.2988905906677246,,
6,20,,,0.41525423526763916,1.26975679397583
6,20,0.3680870234966278,1.304227590560913,,
7,23,,,0.41525423526763916,1.3002102375030518
7,23,0.4134179651737213,1.2555840015411377,,
8,26,,,0.39830508828163147,1.2724381685256958
8,26,0.4134179651737213,1.2656141519546509,,
9,29,,,0.43644067645072937,1.2492448091506958
9,29,0.41160470247268677,1.2461942434310913,,
10,32,,,0.43644067645072937,1.2123154401779175
10,32,0.41523119807243347,1.2176928520202637,,
11,35,,,0.41101694107055664,1.2188544273376465
11,35,0.4179510474205017,1.2348123788833618,,
12,38,,,0.402542382478714,1.229258418083191
12,38,0.41160470247268677,1.1997785568237305,,
13,41,,,0.39406779408454895,1.224751591682434
13,41,0.40797823667526245,1.1954147815704346,,
14,44,,,0.4237288236618042,1.1868089437484741
14,44,0.4270172119140625,1.1667568683624268,,
15,47,,,0.41525423526763916,1.2532954216003418
15,47,0.40797823667526245,1.1753817796707153,,
16,50,,,0.44915252923965454,1.2391148805618286
16,50,0.4342701733112335,1.2105385065078735,,
17,53,,,0.4449152648448944,1.1966074705123901
17,53,0.44605621695518494,1.1918370723724365,,
18,56,,,0.39830508828163147,1.2815806865692139
18,56,0.446962833404541,1.212853193283081,,
19,59,,,0.4237288236618042,1.1997778415679932
19,59,0.4306437075138092,1.1711819171905518,,
20,62,,,0.41525423526763916,1.2054195404052734
20,62,0.42792385816574097,1.1725096702575684,,
21,65,,,0.41525423526763916,1.1775238513946533
21,65,0.4179510474205017,1.1624584197998047,,
22,68,,,0.4194915294647217,1.1820695400238037
22,68,0.41613781452178955,1.1470197439193726,,
23,71,,,0.4067796468734741,1.1660258769989014
23,71,0.42067089676856995,1.142541766166687,,
24,74,,,0.44915252923965454,1.1516180038452148
24,74,0.42520397901535034,1.1253770589828491,,
25,77,,,0.41525423526763916,1.1760462522506714
25,77,0.4261105954647064,1.1316817998886108,,
26,80,,,0.43644067645072937,1.1379624605178833
26,80,0.41704443097114563,1.1374655961990356,,
27,83,,,0.4449152648448944,1.126259684562683
27,83,0.4315503239631653,1.134971261024475,,
28,86,,,0.4788135588169098,1.1100209951400757
28,86,0.42520397901535034,1.0929770469665527,,
29,89,,,0.4406779706478119,1.0986580848693848
29,89,0.4297370910644531,1.0900074243545532,,
30,92,,,0.43220338225364685,1.1235263347625732
30,92,0.42429736256599426,1.090392827987671,,
31,95,,,0.45338982343673706,1.0958001613616943
31,95,0.43336355686187744,1.0985033512115479,,
32,98,,,0.45338982343673706,1.134711742401123
32,98,0.4514959156513214,1.0878982543945312,,
33,101,,,0.43220338225364685,1.138972282409668
33,101,0.4315503239631653,1.118356466293335,,
34,104,,,0.43220338225364685,1.0900201797485352
34,104,0.4315503239631653,1.1289334297180176,,
