epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.1015625,,2.3972585201263428,,
0,1,,0.17297297716140747,,2.3947222232818604,,
0,1,,,,,0.0939597338438034,2.3981432914733887
0,1,0.11477761715650558,,2.397069215774536,,,
1,2,,0.125,,2.395308256149292,,
1,3,,0.20000000298023224,,2.3920950889587402,,
1,3,,,,,0.07382550090551376,2.397365093231201
1,3,0.17073170840740204,,2.3941445350646973,,,
2,4,,0.1875,,2.392458438873291,,
2,5,,0.2108108103275299,,2.3901207447052,,
2,5,,,,,0.16778524219989777,2.39585018157959
2,5,0.19799138605594635,,2.391176700592041,,,
