class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.899328887462616,0.8125,0.5,0.4931506812572479,0.4126984179019928,0,0,0.6797065734863281,0.8432151079177856
