class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.8120805621147156,0.90625,0.8166666626930237,0.7534246444702148,0.8095238208770752,0,0,0.8166258931159973,0.5661512017250061
