class_0_acc,class_1_acc,epoch,step,test_acc,test_loss,train_acc_epoch,train_loss_epoch,val_acc,val_loss
,,0,50,,,,,0.6744186282157898,0.6100265383720398
,,0,50,,,0.5866791009902954,0.6682284474372864,,
,,1,101,,,,,0.7354651093482971,0.5286554098129272
,,1,101,,,0.6819171905517578,0.5817121863365173,,
,,2,152,,,,,0.7238371968269348,0.5220485329627991
,,2,152,,,0.7208216786384583,0.5314044952392578,,
,,3,203,,,,,0.7441860437393188,0.5037652850151062
,,3,203,,,0.7472766637802124,0.4926048517227173,,
,,4,254,,,,,0.7311046719551086,0.5032784938812256
,,4,254,,,0.758169949054718,0.47252988815307617,,
,,5,305,,,,,0.7340116500854492,0.5313010811805725
,,5,305,,,0.7821350693702698,0.4499066472053528,,
,,6,356,,,,,0.7456395626068115,0.5467674136161804
,,6,356,,,0.7808901071548462,0.43286117911338806,,
,,7,407,,,,,0.7587209343910217,0.5150058269500732
,,7,407,,,0.8020541667938232,0.40535083413124084,,
,,8,458,,,,,0.7659883499145508,0.4873924255371094
,,8,458,,,0.826019287109375,0.37494680285453796,,
,,9,509,,,,,0.7412790656089783,0.5493052005767822
,,9,509,,,0.8353563547134399,0.3569776713848114,,
,,10,560,,,,,0.7601743936538696,0.6090981364250183
,,10,560,,,0.8524743318557739,0.3230166733264923,,
,,11,611,,,,,0.7485465407371521,0.5757482051849365
,,11,611,,,0.8521630764007568,0.3151116371154785,,
,,12,662,,,,,0.7630813717842102,0.5804822444915771
,,12,662,,,0.8730158805847168,0.29244664311408997,,
,,13,713,,,,,0.7805232405662537,0.6102266311645508
,,13,713,,,0.8758170008659363,0.275469571352005,,
,,14,764,,,,,0.75,0.6688933372497559
,,14,764,,,0.8832866549491882,0.2577899396419525,,
,,15,815,,,,,0.7514534592628479,0.6963410377502441
,,15,815,,,0.9025832414627075,0.23039324581623077,,
,,16,866,,,,,0.7398256063461304,0.699153482913971
,,16,866,,,0.8944911360740662,0.23965957760810852,,
,,17,917,,,,,0.7558139562606812,0.7419607639312744
,,17,917,,,0.9028944969177246,0.22610926628112793,,
,,18,968,,,,,0.7630813717842102,0.6730693578720093
,,18,968,,,0.905384361743927,0.21200290322303772,,
,,19,1019,,,,,0.7441860437393188,0.7376202940940857
,,19,1019,,,0.9137877225875854,0.20842598378658295,,
,,20,1070,,,,,0.7616279125213623,0.7982639670372009
,,20,1070,,,0.9172113537788391,0.1882278025150299,,
,,21,1121,,,,,0.7340116500854492,0.8753604292869568
,,21,1121,,,0.9221910834312439,0.17703181505203247,,
,,22,1172,,,,,0.7340116500854492,0.8031412959098816
,,22,1172,,,0.9165888428688049,0.18278494477272034,,
,,23,1223,,,,,0.7340116500854492,0.8419939279556274
,,23,1223,,,0.9231247901916504,0.18520517647266388,,
