class_0_acc,class_1_acc,class_2_acc,class_3_acc,epoch,step,test_acc,test_loss
0.9333333373069763,0.8695651888847351,0.8958333134651184,0.9444444179534912,0,0,0.9085714221000671,0.290235698223114
