class_0_acc,class_1_acc,class_2_acc,class_3_acc,class_4_acc,epoch,step,test_acc,test_loss
0.7986577153205872,0.71875,0.6333333253860474,0.5890411138534546,0.523809552192688,0,0,0.6821516156196594,0.7550274729728699
